镉,铅,砷,铜,锌,镍,铬,汞,超标因子数,标签,标签_生产,标签_生态,镉__missing,铅__missing,砷__missing,铜__missing,锌__missing,镍__missing,铬__missing,汞__missing,__block,SoilpH,pH,OC_pct,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,SoilpH__missing,pH__missing,Sum_PAH_ngg__missing,BaP_ngg__missing,SumOCP_ngg__missing,SumDDTs_ngg__missing,SumPCB_ngg__missing,SumHCHs_ngg__missing,SumPAE_ugkg__missing,SumPBDE_ngg__missing,SumPFAS_ngg__missing,TPH_ngg__missing,HMWPAH_ngg__missing,LMWPAH_ngg__missing,Cd_mgkg,Pb_mgkg,As_mgkg,Cr_mgkg,Hg_mgkg,Cu_mgkg,Zn_mgkg,Ni_mgkg,Cd_mgkg__missing,Pb_mgkg__missing,As_mgkg__missing,Cr_mgkg__missing,Hg_mgkg__missing,Cu_mgkg__missing,Zn_mgkg__missing,Ni_mgkg__missing
0.3996333638863428,27.9525664527956,14.234188817598534,67.95783684692942,169.5167277726856,56.26810265811183,109.3808432630614,0.02293,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0534026465028355,15.778119092627598,45.62381852551985,17.525047258979203,62.57396030245747,25.551512287334596,50.10727788279773,0.21244,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0474095796676441,21.728494623655912,18.405180840664716,27.67253176930597,78.71871945259042,39.98631476050831,71.1080156402737,0.002,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.726442307692308,91.79110576923075,12.041346153846154,69.67067307692308,587.1569711538463,34.13461538461539,76.57307692307693,0.09383,3.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6285296981499515,48.28164556962026,0.8198636806231748,56.720545277507306,498.75827653359306,58.8510223953262,78.03748782862706,0.30639,2.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3911819887429643,56.35530018761727,20.429174484052535,51.83489681050657,205.08044090056288,46.265478424015015,98.30393996247656,0.3501,2.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0803996194100858,45.10204567078972,13.14081826831589,45.82778306374882,265.7138439581351,39.31969552806851,73.98097050428164,0.50828,3.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8623188405797104,41.119565217391305,10.360386473429951,48.15652173913044,323.0036231884058,42.73333333333334,99.268115942029,0.19277,2.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2351219512195122,26.641707317073173,19.444878048780488,37.514634146341464,115.75975609756098,48.60780487804879,89.4439024390244,0.02094,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4325897187196896,20.255819592628516,12.391367604267703,24.607177497575172,73.30334626576139,30.69107662463628,54.68331716779826,0.01495,1.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,17.85,7.31,54.61,71.1,41.91,66.47,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,15.27,8.16,47.22,144.47,26.99,69.24,0.2061681434932189,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,47.87,9.03,23.6,119.94,41.76,49.1,0.1181269759043272,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,38.27,6.45,45.45,53.2,31.48,42.69,0.0948863380480038,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,20.58,7.79,41.58,21.16,44.77,44.54,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,13.62,6.67,56.57,101.11,43.93,53.65,0.0973531308068379,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,37.83,11.34,74.2,259.33,31.27,44.5,0.3839569735971037,1.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,39.91,13.58,61.2,278.11,25.76,42.15,0.3839569735971037,1.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.072493390092371,35.02,17.69,60.67,209.79,32.38,46.18,0.2593961394174544,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.072493390092371,16.21,9.12,27.78,218.06,34.12,50.38,0.2593961394174544,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,17.61,14.57,33.64,178.27,38.65,23.06,0.2240976726936694,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,45.87,9.1,25.89,115.06,27.84,17.13,0.1181269759043272,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.072493390092371,99.82,13.93,56.41,175.11,30.26,30.04,0.2593961394174544,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,40.37,10.96,23.53,59.79,28.85,44.8,0.0948863380480038,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,8.58,10.95,43.74,46.42,32.2,55.29,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,12.65,11.02,81.97,60.57,53.6,68.76,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,77.88,9.56,57.42,210.82,67.66,48.65,1.3389647326971124,2.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,40.17,6.98,37.93,164.17,49.65,16.6,0.2240976726936694,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,46.26,12.29,56.42,151.62,30.08,41.82,0.2061681434932189,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,32.64,19.09,90.09,242.38,41.02,46.57,0.3291522122011083,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,7.36,16.76,51.37,73.84,30.18,48.52,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,187.86,26.94,46.38,238.77,28.69,33.62,1.723708004364612,2.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,78.32,22.51,108.24,170.47,42.78,63.31,0.2240976726936694,0.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8336863962572292,98.28,24.63,66.24,110.05,21.45,45.17,0.1595270016567149,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.072493390092371,40.72,18.35,25.11,212.74,34.71,66.49,0.2593961394174544,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,43.35,20.81,29.49,164.38,45.11,66.26,0.2240976726936694,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,182.7,27.98,60.48,217.38,50.14,69.71,1.2758898183335992,2.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,36.38,10.33,66.46,159.18,29.8,15.59,0.2134442921496924,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.072493390092371,16.04,14.25,49.71,209.56,33.82,46.04,0.2593961394174544,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.072493390092371,34.29,13.19,36.6,212.32,47.24,45.13,0.2593961394174544,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,37.99,16.16,52.79,247.89,43.25,39.55,0.3291522122011083,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,30.81,13.29,47.79,254.53,26.58,51.47,0.3839569735971037,1.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.072493390092371,29.01,11.19,75.63,203.0,33.87,53.74,0.2593961394174544,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,24.08,14.87,33.86,174.31,49.2,61.72,0.2240976726936694,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,41.84,12.11,27.61,239.67,45.3,74.23,0.3291522122011083,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,36.36,9.03,26.94,147.55,26.43,45.78,0.2061681434932189,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.072493390092371,45.47,18.72,33.7,215.02,25.65,36.23,0.2593961394174544,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0016011198720944,85.42,11.29,49.94,163.77,32.46,32.69,0.2273592202652893,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8336863962572292,64.1,30.71,48.58,92.0,37.83,54.11,0.1371373188824641,1.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,36.03,27.32,53.76,55.12,42.04,54.4,0.0948863380480038,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,45.99,14.24,51.25,140.72,45.53,72.64,0.2061681434932189,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,24.4,9.92,56.38,249.29,55.51,152.65,0.3291522122011083,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.072493390092371,17.35,8.17,44.56,203.94,40.46,138.5,0.2593961394174544,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,25.42,8.91,26.5,165.82,28.56,105.72,0.2240976726936694,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8336863962572292,95.03,16.28,28.27,61.61,27.7,36.12,0.1371373188824641,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,70.36,11.66,23.13,121.44,24.17,30.21,0.1181269759043272,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.072493390092371,76.64,9.73,50.51,220.43,41.83,44.02,0.2593961394174544,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.072493390092371,83.39,6.89,60.61,178.84,40.24,41.26,0.2593961394174544,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1737014592584061,60.7,12.53,36.13,124.83,20.62,25.47,0.1181269759043272,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,36.97,11.19,44.34,85.32,38.88,43.97,0.0948863380480038,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,121.8,28.49,65.28,176.8,66.55,53.79,1.3542913191229604,2.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.121334376811214,151.52,26.8,114.61,252.84,64.4,43.56,1.330772302324135,3.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1543032974766225,228.86,30.46,94.4,225.18,51.89,56.52,1.982813652615545,3.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,10.92,10.64,40.4,129.66,58.12,62.46,0.2061681434932189,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8336863962572292,85.84,22.96,31.13,96.44,49.52,61.79,0.1371373188824641,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8336863962572292,90.66,29.85,47.26,115.24,43.15,27.32,0.1595270016567149,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8336863962572292,93.37,14.78,32.33,106.02,30.58,35.73,0.1595270016567149,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,19.16,9.76,25.72,61.66,31.73,62.22,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,15.5,10.39,27.04,51.7,30.98,59.31,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,58.49,20.05,46.95,140.09,29.38,59.24,0.2061681434932189,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,12.55,11.28,30.25,90.3,31.710790904878404,74.24836735052709,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,9.93,14.12,30.2,68.79,31.710790904878404,74.24836735052709,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,17.72,9.18,27.5,96.8,31.45875874114257,74.24836735052709,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,16.63,8.83,26.6,66.15,31.45875874114257,71.89320076015086,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,12.3,7.67,20.26,84.56,30.534362145468343,63.47995367028943,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,18.33,13.0,28.56,70.9,31.585960804199072,74.24836735052709,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,13.57,7.92,17.76,99.96,30.261035003274408,60.76159670039183,0.0973531308068379,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,18.53,12.4,24.02,88.79,30.80397597016195,63.68425900356482,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,12.0,6.5,15.23,76.5,30.261035003274408,60.57273925816128,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2006129419443965,16.7,11.31,22.26,61.37,30.534362145468343,63.47995367028943,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,19.23,15.23,30.0,49.2,31.710790904878404,73.70862209797177,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,16.09,13.17,31.23,60.76,31.710790904878404,73.70862209797177,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2021725130548897,21.64,11.66,37.06,58.54,32.34478784403281,73.70862209797177,0.0936973516035174,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
