paper_id,stem,tbl_idx,title,category,extract_status,extract_note
P07833,2018_Te Liu_IranJBasicMedSci_10.22038-IJBMS.2018.28489.6905,2,Table 3. Effect of DEHP on estrous cycle in pubertal female rats $( { \overline ,conc_like,no_header,未找到含污染物信号的表头行
P07833,2018_Te Liu_IranJBasicMedSci_10.22038-IJBMS.2018.28489.6905,3,"Table 4. Effects of DEHP on IOD/area of Kiss-1, GPR54, and GnRH staining in the ",conc_like,no_header,未找到含污染物信号的表头行
P11641,2025_陈子轩_Unknown_null,16,Table 2-2 Human-animal gavage dose conversion,conc_like,no_data_rows,type=sample samples=0
P11641,2025_陈子轩_Unknown_null,17,Table 2-3 Concentrations of PAHs in gavage solvents in each group,sample_conc,no_header,未找到含污染物信号的表头行
P03007,2018_Nie J et al_Water_10.1186-s12940-018-0436-4,0,Table 1 Profiles of the mother-newborn pairs in this study (n = 263),summary_conc,no_header,未找到含污染物信号的表头行
P03007,2018_Nie J et al_Water_10.1186-s12940-018-0436-4,4,Table 5 Associations between all covariates and birth outcomes by multiple linea,conc_like,no_header,未找到含污染物信号的表头行
P07610,2017_Sun D et al_EndocrJ_10.1507-endocrj.EJ17-0272,1,Table 2 Body weight of rats treated with DEHP during the administration period (,conc_like,no_header,未找到含污染物信号的表头行
P00100,2013_PublishedonlineinWileyOnlineLibrary RDRFAF et al_Water_10.1002-bmc.3701,1,colspan=1>0.9979</td></tr><tr><td></td><td rowspan=3 colspan=2>0.25-2.0   0.0024,conc_like,no_pollutant_columns,无列可解析为污染物
P00100,2013_PublishedonlineinWileyOnlineLibrary RDRFAF et al_Water_10.1002-bmc.3701,2,"an 50% for four different vegetables: celery (62.50%), lettuce (61.54%), parsley",summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00100,2013_PublishedonlineinWileyOnlineLibrary RDRFAF et al_Water_10.1002-bmc.3701,3,"><tr><td rowspan=""2"">Fenvalerate</td><td>80</td><td>117.6</td><td>2.6</td><td>80",summary_conc,no_pollutant_columns,无列可解析为污染物
P10346,2007_Sun Nan et al_Science_null,0,Table 1. Recoveries of 18 Pesticides in 10 TCM at Three Fortification Levels (n ,summary_conc,no_pollutant_columns,无列可解析为污染物
P10346,2007_Sun Nan et al_Science_null,1,Table 2. Results of Monitoring of 92 TCM Samples Using Proposed Methods,summary_conc,no_pollutant_columns,无列可解析为污染物
P02196,10.1038_s41598-024-80314-4,1,contain redundant information. The lack of multicollinearity further strengthens,summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P01069,10.1016_j.cej.2021.133169,3,Table 1c,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P02143,2022_Wang ZCY et al_EnvironPollut_10.1038-s41598-020-XXXXX,0,AHs accounted for about 0.50% (Table 1). Tese results were similar to those repo,summary_conc,ok_transposed,转置表 12污染物 × 9采样点 = 96条→聚合16 family={'PAHs'}
P02174,10_1038_s41598_022_25879_8,0,"c conditions and location of the sampling site18. In addition, at the end of 201",conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P02174,10_1038_s41598_022_25879_8,1,![](images/e2dd6cae199bf0986e293b549a3842597db49866a9e7babfea98e17360313b08.jpg),sample_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P02174,10_1038_s41598_022_25879_8,2,![](images/1b01a9ad10959805eab7047e79ba3fd432fcfb14a837d953aa221b17c4af11dc.jpg),conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P05113,10_1007_978_3_030_87316_5,6,Table 7.5 Population and projected population of large urban centres in the Pear,conc_like,no_header,未找到含污染物信号的表头行
P08473,2021_Lin S et al_Science_10.1016-j.cej.2021.133169,3,Table 1c,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P11183,2020_向鑫鑫_Unknown_null,7,Table3-3 Content of PAHs in soil profile layer of 0 \~ 1m in Shenfu New District,sample_conc,ok_transposed,转置表 5污染物 × 6采样点 = 22条→聚合10 family={'PAHs'}
P11299,2021_雷野_Unknown_null,3,Table 3.1 Soil Nature Test Results,conc_like,no_header,未找到含污染物信号的表头行
P11299,2021_雷野_Unknown_null,4,"Table 3.2 Test results of organic matter, benzopyrene content",conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P07842,2018_Unknown_SciTotalEnviron_null,0,Table 1,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P07842,2018_Unknown_SciTotalEnviron_null,1,Table 2,conc_like,no_header,未找到含污染物信号的表头行
P01037,2018_Gao S et al_ApplSoilEcol_10.1016-j.apsoil.2018.12.012,0,Table 1,summary_conc,no_header,未找到含污染物信号的表头行
P01037,2018_Gao S et al_ApplSoilEcol_10.1016-j.apsoil.2018.12.012,2,Table 3 Concentrations of n-alkanes and the geochemical indices.,sample_conc,no_header,未找到含污染物信号的表头行
P07329,2016_Ji Y et al_EnvironPollut_null,0,"3 \mathrm { | \mathrm { g / k g } ) }$ , which contributed the most to alkyland ",summary_conc,no_pollutant_columns,无列可解析为污染物
P07329,2016_Ji Y et al_EnvironPollut_null,1,Table 2,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P10788,2015_Resources et al_Science_null,0,Table 1,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11045,2019_He M et al_EnvironInt_null,0,"the average value of 0.57. Furthermore, values of IND/(BghiP+IND) varied from 0.",summary_conc,ok_transposed,转置表 7污染物 × 8采样点 = 51条→聚合15 family={'PAHs'}
P11080,2019_Song S et al_JEnvironManage_null,0,Table 1,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P07320,2016_He M et al_EnvironInt_null,0,"the average value of 0.57. Furthermore, values of IND/(BghiP+IND) varied from 0.",summary_conc,ok_transposed,转置表 7污染物 × 8采样点 = 51条→聚合15 family={'PAHs'}
P11300,2022_Ailijiang N et al_SciRep_null,0,"c conditions and location of the sampling site18. In addition, at the end of 201",conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11300,2022_Ailijiang N et al_SciRep_null,1,![](images/e2dd6cae199bf0986e293b549a3842597db49866a9e7babfea98e17360313b08.jpg),sample_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P11300,2022_Ailijiang N et al_SciRep_null,2,![](images/1b01a9ad10959805eab7047e79ba3fd432fcfb14a837d953aa221b17c4af11dc.jpg),conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P08700,2022_Lin S et al_ChemEngJ_null,3,Table 1c,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P07474,2016_Zhou L et al_Science_null,0,ontaminated soils. Previous studies showed that Sphingomonas could survive in PA,conc_like,ok_samples,"sample 18点, 13条, type=OP"
P09823,0000_Tao Huang et al_null,5,s presented in Table S6 in these regions ranged from 157.52 to 1420 ng $\mathbf ,conc_like,ok_samples,"sample 7点, 6条, type=OP"
P00075,0000_Zapata-Corell P et al_WaterRes_null,2,Table 3. Mean concentration of pollutants found in pooled hen eggs in ng/g ww (n,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P05997,2007_Kunming et al_Water_null,1,Table 2,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P06087,2008_Hohhot et al_EnvironManage_null,0,Table 1 Quantitative results of GC-ECD of OCPs from soil samples (n=5),conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P06087,2008_Hohhot et al_EnvironManage_null,2,Table 3 The levels of organochlorine pesticide residues detected in vegetable sa,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P10466,2010_LIU1 H et al_Water_null,1,"China, but it was less than that in the Italian Andossi plateau. The DDT concent",summary_conc,no_header,未找到含污染物信号的表头行
P10490,2010_Yang R et al_Nature_null,0,Table of Content,summary_conc,no_data_rows,type=sample samples=0
P05764,2004_Sphingomonas S et al_Environments_null,0,plained 37.7 % and 24.3 % of the variation in the Sphingomonas community on the ,summary_conc,ok_transposed,转置表 1污染物 × 9采样点 = 9条→聚合9 family={'PAHs'}
P06150,2008_Yang B et al_EcotoxicolEnvironSaf_null,0,Table 1,summary_conc,ok_transposed,转置表 8污染物 × 3采样点 = 10条→聚合2 family={'PAHs'}
P05945,2006_YinghuiWang et al_Water_null,0,om 0.02 to 0.56 ng/g for TC (with an average of 0.12 ng/g) and from 0.10 to 1.71,summary_conc,no_pollutant_columns,无列可解析为污染物
P05945,2006_YinghuiWang et al_Water_null,1,0.18</td><td>0.30</td><td>0.03</td><td>0.33</td><td>0.03-0.33</td><td>0.15 ± 0.1,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P06301,2010_(Xiqing T et al_Water_null,0,Table 1 Comparison of PAHs concentration in suburban soil in different cities,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P10494,2010_Zhang J et al_JHealthSci_null,2,Table 3. Plant Growth and Mycorrhizal Colonization in Different Treatments,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P06234,2009_Ma J et al_EnvironSciTechnol_null_1,0,TABLE 1. Mean and Range of Concentrationsa (ng/g dry wt) for Individual PBDE Con,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P06276,2009_Wang D et al_EnvironPollut_10.1016-j.envpol.2009.01.003,0,"Factor 2 explained 30% of the sum of measured PAHs and was dominated by pyrene, ",conc_like,transposed_no_data,无有效数值 (rows=1 cols=4)
P00039,0000_Ma W-L et al_null,3,Table S3,conc_like,reject_reference_compilation,"有 References 列, 二手文献对比表"
P04768,2024_李江等_科技导报_10.3981-j.issn.1000-7857.2024.01.00016,0,表 1 我国不同地区城镇污泥中典型新污染物浓度[18-27],sample_conc,no_header,未找到含污染物信号的表头行
P02089,10.1038_s41597-025-05836-6,0,"18 period. Our fnding of a recent, concurrent decline of both compounds is furth",summary_conc,no_header,未找到含污染物信号的表头行
P02089,10.1038_s41597-025-05836-6,1,Table 1. Statistical distribution of PFOS concentrations across environmental ma,summary_conc,no_header,未找到含污染物信号的表头行
P09169,2024_Wang X et al_EnvironSciTechnol_null,0,Table 1. Occurrence of 15 OPFRs in Tea and Tea Packaging Materials (TPMs) Collec,conc_like,no_pollutant_columns,无列可解析为污染物
P03553,10_2139_ssrn_4183572,2,Table 3. Mean concentration of pollutants found in pooled hen eggs in ng/g ww (n,summary_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P08562,2021_Tao Y et al_FoodChem_null,2,Table 3,summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P08562,2021_Tao Y et al_FoodChem_null,5,Table 5,conc_like,no_pollutant_columns,无列可解析为污染物
P09293,2025_Fang J et al_JEnvironManage_null,0,![](images/83129479cff203b83781389630ac4565e4c5beb45ea34d0652eab238a5060c9f.jpg),conc_like,no_header,未找到含污染物信号的表头行
P00701,10.1007_s11356-020-08443-7,3,Table 4 Phthalates in sediments from the Lanzhou section of the Yellow River,conc_like,no_pollutant_columns,无列可解析为污染物
P00701,10.1007_s11356-020-08443-7,5,Table 6 Composition and concentration (average concentrations between all sampli,sample_conc,no_pollutant_columns,无列可解析为污染物
P07894,2019_Bao J et al_EcotoxicolEnvironSaf_null,0,Table 1,conc_like,no_header,未找到含污染物信号的表头行
P07894,2019_Bao J et al_EcotoxicolEnvironSaf_null,1,Table 2,conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P01712,2016_Sun Y et al_SciTotalEnviron_10.1016-j.scitotenv.2017.09.282,0,"evels in the environment decreased greatly, even in low-altitude ecosystems (Che",conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P07284,2016_Beijing et al_Chemosphere_10.1016-j.chemosphere.2016.08.084,0,Table 1 Monitoring re sults in groundwater from Beij ing and Tianj in ( ng/L).,conc_like,no_header,未找到含污染物信号的表头行
P07284,2016_Beijing et al_Chemosphere_10.1016-j.chemosphere.2016.08.084,2,Table 2 Calculated human health impact values for groundwater.,conc_like,no_header,未找到含污染物信号的表头行
P07284,2016_Beijing et al_Chemosphere_10.1016-j.chemosphere.2016.08.084,3,Table 2 (continued ),conc_like,no_header,未找到含污染物信号的表头行
P00208,2005_Distribution R_EnvironPollut_10.1007-s00128-015-1563-z,0,Table 1 Concentrations of PCBs in surface sediments from the Pearl River Delta,sample_conc,ok_transposed,转置表 7污染物 × 4采样点 = 22条→聚合4 family={'PCBs'}
P00208,2005_Distribution R_EnvironPollut_10.1007-s00128-015-1563-z,1,Table 2 Concentrations of $\sum \mathrm { { P C B s } }$ and TOC in August in su,sample_conc,ok_samples,"sample 19点, 19条, type=OP"
P00208,2005_Distribution R_EnvironPollut_10.1007-s00128-015-1563-z,2,Table 3 Concentrations of PCBs in surface sediment samples and other reported st,sample_conc,reject_reference_compilation,"有 References 列, 二手文献对比表"
P10735,2014_Zhang1 J et al_Science_null,0,Table 1 SQGs values for PAHs and relative percentage of samples amongst ranges o,conc_like,ok_transposed,转置表 5污染物 × 8采样点 = 9条→聚合6 family={'PAHs'}
P06829,2013_Meng X Z et al_SciTotalEnviron_10.1016-j.scitotenv.2014.01.007,1,Table 2,conc_like,no_header,未找到含污染物信号的表头行
P07346,2016_Liu B et al_WaterSciTechnol_null,3,Table 4 | Ten SVOCs detected at elevated concentrations in the chemical industri,sample_conc,no_header,未找到含污染物信号的表头行
P00376,2008_Zhou R et al_EnvironMonitAssess_10.1007-s10661-007-9683-5,0,"Table 1 Mean recovery, relative standard deviation (RSD) and detection limit (DL",conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00376,2008_Zhou R et al_EnvironMonitAssess_10.1007-s10661-007-9683-5,2,"Table 3 OCPs concentration in sediments, soils, farmland runoff water and wet de",summary_conc,no_pollutant_columns,无列可解析为污染物
P05940,2006_Zhang H B et al_EnvironPollut_null,2,"urban soils, and each accounting for 16.6, 16.0 and 15.8% of the total concentra",summary_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P05686,2003_Mai B et al_EnvironSciTechnol_null,0,"TABLE 1. Concentrations of Organic Carbon (OC), Black Carbon (BC), Clays, Total ",sample_conc,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P09083,2024_Moon HG et al_EnvironPollut_10.1016-j.ecoenv.2024.116014,2,"e BaP concentration, which was also the highest at this sampling site. The PAH l",sample_conc,ok_samples,"sample 5点, 5条, type=OP"
P11295,2021_牛文珂_Unknown_null,2,Table 2.3Soil Physical and Chemical Properties,conc_like,no_pollutant_columns,无列可解析为污染物
P06870,2013_Sun J_EnvironPollut_null,0,"In plant and soil samples inside and surrounding seafood processing factory, the",conc_like,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P07988,2019_Mi L et al_SciTotalEnviron_null,0,"s. Therefore, DEHP and DCHP may accumulate in coastal areas and transport with f",summary_conc,no_header,未找到含污染物信号的表头行
