paper_id,sample_id,canonical,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,source_pool,latitude,longitude
1-s2.0-S0025326X25004254,1-s2.0-S0025326X25004254_Ring,1-s2.0-S0025326X25004254_1-s2.0-S0025326X25004254_Ring,Nap_ngg,2.0,Unknown,table_p2_ri1_ci1,sediment,agricultural,,phase14_auto; confidence=high; flag=,hm_op,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Park_(n=_12),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Park_(n=_12),Phe_ngg,108.875,Unknown,table_p3_ri6_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Park_(n=_12),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Park_(n=_12),Ant_ngg,12.325,Unknown,table_p3_ri7_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Overpass(n=_10),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Overpass(n=_10),Pyr_ngg,735.81,Unknown,table_p3_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Park_(n=_12),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Park_(n=_12),Pyr_ngg,95.91499999999999,Unknown,table_p3_ri9_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Overpass(n=_10),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Overpass(n=_10),BaA_ngg,436.325,Unknown,table_p3_ri10_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Park_(n=_12),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Park_(n=_12),BaA_ngg,64.175,Unknown,table_p3_ri10_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Overpass(n=_10),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Overpass(n=_10),Chr_ngg,651.33,Unknown,table_p3_ri11_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Park_(n=_12),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Park_(n=_12),Chr_ngg,103.405,Unknown,table_p3_ri11_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Overpass(n=_10),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Overpass(n=_10),BbF_ngg,670.915,Unknown,table_p3_ri12_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Park_(n=_12),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Park_(n=_12),BbF_ngg,109.24499999999999,Unknown,table_p3_ri12_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Overpass(n=_10),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Overpass(n=_10),BaP_ngg,463.38,Unknown,table_p3_ri14_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Park_(n=_12),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Park_(n=_12),BaP_ngg,60.395,Unknown,table_p3_ri14_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Overpass(n=_10),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Overpass(n=_10),BghiP_ngg,873.65,Unknown,table_p3_ri16_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Park_(n=_12),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Park_(n=_12),BghiP_ngg,108.36,Unknown,table_p3_ri16_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Overpass(n=_10),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Overpass(n=_10),Sum_PAH_ngg,2905.115,Unknown,table_p3_ri20_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Park_(n=_12),72186_s00128-020-02982-y_72186_s00128-020-02982-y_Park_(n=_12),Sum_PAH_ngg,421.515,Unknown,table_p3_ri20_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Childhood,72186_s00128-020-02982-y_72186_s00128-020-02982-y_Childhood,Sum_PAH_ngg,2.45e-06,Unknown,table_p5_ri2_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Adolescence,72186_s00128-020-02982-y_72186_s00128-020-02982-y_Adolescence,Sum_PAH_ngg,2.52e-06,Unknown,table_p5_ri2_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_Adulthood,72186_s00128-020-02982-y_72186_s00128-020-02982-y_Adulthood,Sum_PAH_ngg,1.53e-06,Unknown,table_p5_ri2_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_col5,72186_s00128-020-02982-y_72186_s00128-020-02982-y_col5,Sum_PAH_ngg,1.59e-06,Unknown,table_p5_ri2_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_col6,72186_s00128-020-02982-y_72186_s00128-020-02982-y_col6,Sum_PAH_ngg,6.03e-06,Unknown,table_p5_ri2_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,op_only,,
72186_s00128-020-02982-y,72186_s00128-020-02982-y_col7,72186_s00128-020-02982-y_72186_s00128-020-02982-y_col7,Sum_PAH_ngg,6.6e-06,Unknown,table_p5_ri2_ci7,soil,agricultural,,phase14_auto; confidence=medium; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumHCH_ngg,0.1,Unknown,table_p2_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumHCH_ngg,0.17,Unknown,table_p2_ri2_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumHCH_ngg,0.19,Unknown,table_p2_ri2_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumHCH_ngg,0.18,Unknown,table_p2_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumHCH_ngg,1.71,Unknown,table_p2_ri3_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumHCH_ngg,0.4,Unknown,table_p2_ri3_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumHCH_ngg,0.06,Unknown,table_p2_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumHCH_ngg,0.08,Unknown,table_p2_ri4_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumHCH_ngg,0.08,Unknown,table_p2_ri4_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumHCH_ngg,0.12,Unknown,table_p2_ri5_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumHCH_ngg,0.3,Unknown,table_p2_ri5_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumHCH_ngg,0.11,Unknown,table_p2_ri5_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumDDT_ngg,1.05,Unknown,table_p2_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumDDT_ngg,1.36,Unknown,table_p2_ri8_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumDDT_ngg,1.47,Unknown,table_p2_ri8_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumDDT_ngg,2.19,Unknown,table_p2_ri9_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumDDT_ngg,3.15,Unknown,table_p2_ri9_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumDDT_ngg,3.88,Unknown,table_p2_ri9_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumHCH_ngg,0.45,Unknown,table_p2_ri10_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumHCH_ngg,2.25,Unknown,table_p2_ri10_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumHCH_ngg,0.78,Unknown,table_p2_ri10_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumDDT_ngg,5.75,Unknown,table_p2_ri11_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumDDT_ngg,7.81,Unknown,table_p2_ri11_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumDDT_ngg,7.97,Unknown,table_p2_ri11_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumOCP_ngg,6.2,Unknown,table_p2_ri12_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),OC_pct,6.2,Unknown,table_p2_ri12_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumOCP_ngg,10.06,Unknown,table_p2_ri12_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,OC_pct,10.06,Unknown,table_p2_ri12_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumOCP_ngg,8.75,Unknown,table_p2_ri12_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,OC_pct,8.75,Unknown,table_p2_ri12_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumDDT_ngg,1.03,Unknown,table_p2_ri13_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumDDT_ngg,1.14,Unknown,table_p2_ri13_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumDDT_ngg,1.83,Unknown,table_p2_ri13_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumHCH_ngg,1.61,Unknown,table_p2_ri14_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumHCH_ngg,2.03,Unknown,table_p2_ri14_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumHCH_ngg,2.24,Unknown,table_p2_ri14_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumHCH_ngg,0.57,Unknown,table_p2_ri15_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumHCH_ngg,0.1,Unknown,table_p2_ri15_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumHCH_ngg,0.47,Unknown,table_p2_ri15_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumPCB_ngg,0.17,Unknown,table_p2_ri16_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumPCB_ngg,0.15,Unknown,table_p2_ri16_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumPCB_ngg,0.17,Unknown,table_p2_ri16_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumPCB_ngg,0.23,Unknown,table_p2_ri17_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumPCB_ngg,0.16,Unknown,table_p2_ri17_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_Depths_of_soil_(cm),72193_s10661-014-4159-x_72193_s10661-014-4159-x_Depths_of_soil_(cm),SumPCB_ngg,0.15,Unknown,table_p2_ri19_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_75-80_80-85,72193_s10661-014-4159-x_72193_s10661-014-4159-x_75-80_80-85,SumPCB_ngg,0.1,Unknown,table_p2_ri21_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_85-90,72193_s10661-014-4159-x_72193_s10661-014-4159-x_85-90,SumPCB_ngg,0.11,Unknown,table_p2_ri21_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72193_s10661-014-4159-x,72193_s10661-014-4159-x_90-95,72193_s10661-014-4159-x_72193_s10661-014-4159-x_90-95,SumPCB_ngg,0.13,Unknown,table_p2_ri21_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72194_15275922.2015.1133731,72194_15275922.2015.1133731_Water,72194_15275922.2015.1133731_72194_15275922.2015.1133731_Water,SumHCH_ngg,0.53,Unknown,table_p5_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72194_15275922.2015.1133731,72194_15275922.2015.1133731_Sediment,72194_15275922.2015.1133731_72194_15275922.2015.1133731_Sediment,SumHCH_ngg,0.475,Unknown,table_p5_ri2_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72194_15275922.2015.1133731,72194_15275922.2015.1133731_Soil,72194_15275922.2015.1133731_72194_15275922.2015.1133731_Soil,SumHCH_ngg,0.67,Unknown,table_p5_ri2_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72194_15275922.2015.1133731,72194_15275922.2015.1133731_Water,72194_15275922.2015.1133731_72194_15275922.2015.1133731_Water,SumHCH_ngg,0.28,Unknown,table_p5_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72194_15275922.2015.1133731,72194_15275922.2015.1133731_Sediment,72194_15275922.2015.1133731_72194_15275922.2015.1133731_Sediment,SumHCH_ngg,0.28,Unknown,table_p5_ri3_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,op_only,,
72194_15275922.2015.1133731,72194_15275922.2015.1133731_Soil,72194_15275922.2015.1133731_72194_15275922.2015.1133731_Soil,SumHCH_ngg,0.32,Unknown,table_p5_ri3_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,SumDDT_ngg,49.0,Unknown,table_p3_ri1_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,SumDDT_ngg,110.0,Unknown,table_p3_ri4_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,SumHCH_ngg,4.2,Unknown,table_p3_ri5_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,SumHCH_ngg,47.0,Unknown,table_p3_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,SumHCH_ngg,9.2,Unknown,table_p3_ri7_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,SumHCH_ngg,20.0,Unknown,table_p3_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,SumHCH_ngg,62.0,Unknown,table_p3_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,pH,5.6,Unknown,table_p6_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,OC_pct,34.0,Unknown,table_p6_ri4_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,CEC_cmolkg,19.0,Unknown,table_p6_ri4_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,pH,7.9,Unknown,table_p6_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,OC_pct,30.0,Unknown,table_p6_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,CEC_cmolkg,19.0,Unknown,table_p6_ri8_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,pH,8.1,Unknown,table_p6_ri13_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,OC_pct,31.0,Unknown,table_p6_ri13_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72198_j.scitotenv.2012.12.070,72198_j.scitotenv.2012.12.070_Maximum,72198_j.scitotenv.2012.12.070_72198_j.scitotenv.2012.12.070_Maximum,CEC_cmolkg,19.0,Unknown,table_p6_ri13_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72210_2155-6199.1000407,72210_2155-6199.1000407_Evaporation_of_pollutants_in_the_surface_soil_into_theoutdoor_air_$_{_\mathtt_{_N_F_}_}___{_\mathtt_{_s_u_r_o_a_}_}_)$,72210_2155-6199.1000407_72210_2155-6199.1000407_Evaporation_of_pollutants_in_the_surface_soil_into_theoutdoor_air_$_{_\mathtt_{_N_F_}_}___{_\mathtt_{_s_u_r_o_a_}_}_)$,Nap_ngg,3.80518e-05,Unknown,table_p3_ri1_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72210_2155-6199.1000407,72210_2155-6199.1000407_Evaporation_of_pollutants_in_the_lower_soil_into_the_outdoor_air_$(_\mathsf_{_v_}_\mathsf_{_F_}___{_\mathsf_{_s_u_b_o_a_}_}_)$,72210_2155-6199.1000407_72210_2155-6199.1000407_Evaporation_of_pollutants_in_the_lower_soil_into_the_outdoor_air_$(_\mathsf_{_v_}_\mathsf_{_F_}___{_\mathsf_{_s_u_b_o_a_}_}_)$,Nap_ngg,2.50183e-08,Unknown,table_p3_ri1_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
72210_2155-6199.1000407,72210_2155-6199.1000407_Evaporation_of_pollutants_in_the_surface_soil_into_theoutdoor_air_$_{_\mathtt_{_N_F_}_}___{_\mathtt_{_s_u_r_o_a_}_}_)$,72210_2155-6199.1000407_72210_2155-6199.1000407_Evaporation_of_pollutants_in_the_surface_soil_into_theoutdoor_air_$_{_\mathtt_{_N_F_}_}___{_\mathtt_{_s_u_r_o_a_}_}_)$,Flu_ngg,1.76401e-05,Unknown,table_p3_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,op_only,,
