paper_id,sample_id,canonical,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,source_pool,latitude,longitude
1-s2.0-S0025326X25004254,1-s2.0-S0025326X25004254_Ring,1-s2.0-S0025326X25004254_1-s2.0-S0025326X25004254_Ring,Nap_ngg,2.0,Unknown,table_p2_ri1_ci1,sediment,agricultural,,phase14_auto; confidence=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Flt_ngg,199.4,Unknown,table_p4_ri13_ci8,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Detectionrate_%,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Detectionrate_%,Flt_ngg,75.93,Unknown,table_p4_ri13_ci9,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Number_of,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Number_of,Pyr_ngg,5.0,Unknown,table_p4_ri14_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Toxicity_equivalent,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Toxicity_equivalent,Pyr_ngg,1.0,Unknown,table_p4_ri14_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Maximum,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Maximum,Pyr_ngg,1.45,Unknown,table_p4_ri14_ci5,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Standard,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Standard,Pyr_ngg,0.3,Unknown,table_p4_ri14_ci7,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Pyr_ngg,212.97,Unknown,table_p4_ri14_ci8,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Detectionrate_%,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Detectionrate_%,Pyr_ngg,72.22,Unknown,table_p4_ri14_ci9,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Number_of,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Number_of,Ant_ngg,5.0,Unknown,table_p4_ri15_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Toxicity_equivalent,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Toxicity_equivalent,Ant_ngg,1.0,Unknown,table_p4_ri15_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Maximum,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Maximum,Ant_ngg,0.3,Unknown,table_p4_ri15_ci5,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Standard,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Standard,Ant_ngg,0.05,Unknown,table_p4_ri15_ci7,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Ant_ngg,209.12,Unknown,table_p4_ri15_ci8,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Detectionrate_%,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Detectionrate_%,Ant_ngg,35.19,Unknown,table_p4_ri15_ci9,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Number_of,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Number_of,Pyr_ngg,6.0,Unknown,table_p4_ri17_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Number_of,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Number_of,Cd_mgkg,6.0,Unknown,table_p4_ri17_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Toxicity_equivalent,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Toxicity_equivalent,Pyr_ngg,0.1,Unknown,table_p4_ri17_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Maximum,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Maximum,Pyr_ngg,1.48,Unknown,table_p4_ri17_ci5,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Maximum,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Maximum,Cd_mgkg,1.48,Unknown,table_p4_ri17_ci5,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Standard,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Standard,Pyr_ngg,0.27,Unknown,table_p4_ri17_ci7,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Pyr_ngg,198.39,Unknown,table_p4_ri17_ci8,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Cd_mgkg,198.39,Unknown,table_p4_ri17_ci8,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Detectionrate_%,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Detectionrate_%,Pyr_ngg,74.07,Unknown,table_p4_ri17_ci9,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Detectionrate_%,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Detectionrate_%,Cd_mgkg,74.07,Unknown,table_p4_ri17_ci9,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Minimum,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Minimum,Sum_PAH_ngg,16.07,Unknown,table_p4_ri18_ci4,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Maximum,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Maximum,Sum_PAH_ngg,1.78,Unknown,table_p4_ri18_ci5,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Standard,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Standard,Sum_PAH_ngg,184.52,Unknown,table_p4_ri18_ci7,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Coefficient_ofvariation_%,Sum_PAH_ngg,62.62,Unknown,table_p4_ri18_ci8,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,Nap_ngg,0.0055,Unknown,table_p6_ri2_ci1,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,Nap_ngg,0.0007,Unknown,table_p6_ri2_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,Nap_ngg,0.0039,Unknown,table_p6_ri2_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,BaA_ngg,0.064,Unknown,table_p6_ri3_ci1,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,BaA_ngg,0.0076,Unknown,table_p6_ri3_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,BaA_ngg,0.0456,Unknown,table_p6_ri3_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,BbF_ngg,0.1173,Unknown,table_p6_ri5_ci1,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,BbF_ngg,0.0137,Unknown,table_p6_ri5_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,BbF_ngg,0.0835,Unknown,table_p6_ri5_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,BkF_ngg,0.0068,Unknown,table_p6_ri6_ci1,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,BkF_ngg,0.0007,Unknown,table_p6_ri6_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,BkF_ngg,0.0048,Unknown,table_p6_ri6_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,BaP_ngg,0.9665,Unknown,table_p6_ri7_ci1,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,BaP_ngg,0.1101,Unknown,table_p6_ri7_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,BaP_ngg,0.6878,Unknown,table_p6_ri7_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_One-factor_index,DahA_ngg,0.1975,Unknown,table_p6_ri9_ci1,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Nemero_composite_index,DahA_ngg,0.0206,Unknown,table_p6_ri9_ci2,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
Yong-Jiang Zhang 等 - 2023 - Spatial distribution c,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Yong-Jiang Zhang 等 - 2023 - Spatial distribution c_Pollution_level,DahA_ngg,0.1404,Unknown,table_p6_ri9_ci3,soil,,,phase14_batch2; matrix=score=122:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,Cd_mgkg,5.0,Unknown,table_p6_ri2_ci2,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,Cu_mgkg,11.0,Unknown,table_p6_ri3_ci2,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,Pb_mgkg,10.0,Unknown,table_p6_ri5_ci2,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,Ni_mgkg,8.0,Unknown,table_p6_ri7_ci2,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_权重,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_权重,Sum_PAH_ngg,0.129,Unknown,table_p6_ri9_ci1,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,Sum_PAH_ngg,3.0,Unknown,table_p6_ri9_ci2,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_权重,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_权重,Sum_PAH_ngg,0.102,Unknown,table_p6_ri10_ci1,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,Sum_PAH_ngg,4.0,Unknown,table_p6_ri10_ci2,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_权重,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_权重,Sum_PAH_ngg,0.054,Unknown,table_p6_ri11_ci1,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,Sum_PAH_ngg,7.0,Unknown,table_p6_ri11_ci2,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_权重,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_权重,Sum_PAH_ngg,0.067,Unknown,table_p6_ri12_ci1,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,Sum_PAH_ngg,6.0,Unknown,table_p6_ri12_ci2,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_权重,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_权重,Sum_PAH_ngg,0.17,Unknown,table_p6_ri13_ci1,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_上海污水厂污泥园林绿化利用潜力与复合生态风险评估_詹咏_次序,Sum_PAH_ngg,2.0,Unknown,table_p6_ri13_ci2,soil,,,phase14_batch2; matrix=score=25:high; conf=high; flag=,hm_op,,
0045-6535(92)90409-k,0045-6535(92)90409-k_Soil_No.1,0045-6535(92)90409-k_0045-6535(92)90409-k_Soil_No.1,SumPCB_ngg,47.0,Unknown,table_p3_ri1_ci1,soil,other,,phase14_auto; confidence=high; flag=,op_only,,
0045-6535(92)90409-k,0045-6535(92)90409-k_Soil_No.1,0045-6535(92)90409-k_0045-6535(92)90409-k_Soil_No.1,SumPCB_ngg,2.6,Unknown,table_p3_ri1_ci4,soil,other,,phase14_auto; confidence=high; flag=,op_only,,
0045-6535(92)90409-k,0045-6535(92)90409-k_Soil_No.1,0045-6535(92)90409-k_0045-6535(92)90409-k_Soil_No.1,SumPCB_ngg,6.6,Unknown,table_p3_ri1_ci5,soil,other,,phase14_auto; confidence=high; flag=,op_only,,
0045-6535(92)90409-k,0045-6535(92)90409-k_Soi1_No.2,0045-6535(92)90409-k_0045-6535(92)90409-k_Soi1_No.2,SumPCB_ngg,77.0,Unknown,table_p3_ri2_ci1,soil,other,,phase14_auto; confidence=high; flag=,op_only,,
0045-6535(92)90409-k,0045-6535(92)90409-k_Soi1_No.2,0045-6535(92)90409-k_0045-6535(92)90409-k_Soi1_No.2,SumPCB_ngg,7.0,Unknown,table_p3_ri2_ci4,soil,other,,phase14_auto; confidence=high; flag=,op_only,,
0045-6535(92)90409-k,0045-6535(92)90409-k_Soi1_No.2,0045-6535(92)90409-k_0045-6535(92)90409-k_Soi1_No.2,SumPCB_ngg,0.65,Unknown,table_p3_ri2_ci5,soil,other,,phase14_auto; confidence=high; flag=,op_only,,
0045-6535(92)90409-k,0045-6535(92)90409-k_Soil_No._3,0045-6535(92)90409-k_0045-6535(92)90409-k_Soil_No._3,SumPCB_ngg,4.8,Unknown,table_p3_ri3_ci1,soil,other,,phase14_auto; confidence=high; flag=,op_only,,
0045-6535(92)90409-k,0045-6535(92)90409-k_Soil_No._3,0045-6535(92)90409-k_0045-6535(92)90409-k_Soil_No._3,SumPCB_ngg,0.31,Unknown,table_p3_ri3_ci4,soil,other,,phase14_auto; confidence=high; flag=,op_only,,
0045-6535(92)90409-k,0045-6535(92)90409-k_Soil_No._3,0045-6535(92)90409-k_0045-6535(92)90409-k_Soil_No._3,SumPCB_ngg,0.83,Unknown,table_p3_ri3_ci5,soil,other,,phase14_auto; confidence=high; flag=,op_only,,
0045-6535(92)90409-k,0045-6535(92)90409-k_Soil_No.4,0045-6535(92)90409-k_0045-6535(92)90409-k_Soil_No.4,SumPCB_ngg,36.0,Unknown,table_p3_ri4_ci1,soil,other,,phase14_auto; confidence=high; flag=,op_only,,
