paper_id,level,stem,tbl_idx,n_rows,n_cols,title,category,has_unit,is_conc_titled,has_hm,has_op,is_hm_op
P11556,A,2024_桂衍瑾_Unknown_null,4,8,4,Table 2.5Statistical Table le of the sum of squares of the rotational load and the carcino,risk_or_source,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,5,19,6,Table 2.6Health risk parameters,risk_or_source,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,6,8,10,Table 3.1Descriptive statistics of soil heavy metals in Chizhou (n=304),other,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,7,4,7,Table 3.2 Evaluation results of soil heavy metal accumulation index in the study area,other,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,8,4,7,Table 3.3Evaluation results of soil heavy metal enrichment factor method in the study area,other,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,9,4,7,Table 3.4Evaluation results of potential ecological risk index of soil heavy metals in the,risk_or_source,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,10,8,10,Table 4.1 Eigenvalues and cumulative contribution rates of heavy metal principal component,other,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,11,8,4,Table 4.2Composition matrix of soil heavy metals after rotation,other,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,12,7,3,Table 4.3Soil heavy metal $\mathtt { R } ^ { 2 }$ and fitted/measured value,other,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,13,9,9,Table 5.1Soil heavy metal exposure dose results in the study area,other,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,14,17,9,Table 5.2HQ and HI results of Adult with heavy metals in soil in the study area,risk_or_source,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,15,17,9,Table 5.3HQ and HI results of children with heavy metals in soil in the study area,risk_or_source,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,16,16,7,Table 5.4Cancer risk results of adults under three exposure routes,risk_or_source,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,17,16,7,Table 5.5Cancer risk results of children under three exposure routes,risk_or_source,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,18,19,7,Table 5.6Proportion of cancer risk in adults and children under the three exposure routes,risk_or_source,False,False,True,False,False
P11556,A,2024_桂衍瑾_Unknown_null,19,10,8,Table 6.1Predicted soil heavy metal content in the study area in 205O under three states,other,False,False,True,False,False
P01539,A,2015_Chen F et al_JHazardMater_10.1016-j.jhazmat.2015.09.068,0,19,7,"re exist many microbial species that are able to degrade PAHs [4]. However, it is difficul",other,False,False,True,True,True
P01539,A,2015_Chen F et al_JHazardMater_10.1016-j.jhazmat.2015.09.068,1,18,8,"hsf { v } / \mathsf { v } ) \mathsf { H N O } _ { 3 } ,$ extracting the fraction bound to ",other,False,False,True,False,False
P01539,A,2015_Chen F et al_JHazardMater_10.1016-j.jhazmat.2015.09.068,2,36,12,Table 3,other,False,False,False,False,False
P01539,A,2015_Chen F et al_JHazardMater_10.1016-j.jhazmat.2015.09.068,3,36,12,"bacterial strains. PAHs are the main source of toxicity to soil bacteria, whereas fungi/ye",other,False,False,True,True,True
P01539,A,2015_Chen F et al_JHazardMater_10.1016-j.jhazmat.2015.09.068,4,19,12,"Various growing plants, together with their associated microflora, have been demonstrated ",other,False,False,True,True,True
P01539,A,2015_Chen F et al_JHazardMater_10.1016-j.jhazmat.2015.09.068,5,11,6,Table 6,other,False,False,False,False,False
P00630,A,10.1007_s11356-015-5249-1,0,23,10,"Table 1 The levels of the PCB congeners in the soils, water, and plants from sampling site",other,False,False,False,True,False
P00630,A,10.1007_s11356-015-5249-1,1,10,8,Table 2 Descriptive statistical summary of heavy metals in soils from storage area,summary_conc,True,False,True,False,False
P00630,A,10.1007_s11356-015-5249-1,2,9,9,"Table 3 The pollution index, potential ecological risk index, and Nemerow index of seven h",risk_or_source,False,False,True,False,False
P00753,A,2015_Chen R et al_JSoilsSediments_10.1007-s11368-015-1093-7,0,8,2,Table 1 The physicochemical properties of the soil used in the experiment,other,False,False,True,False,False
P00753,A,2015_Chen R et al_JSoilsSediments_10.1007-s11368-015-1093-7,1,13,5,"Table 2 Mushroom yield (dry weight), total Cd accumulation, and the calculated BCFs in the",sample_conc,True,True,True,False,False
P01207,A,10.1016_j.ecoenv.2015.09.005,0,18,4,Table 1,risk_or_source,False,False,True,True,True
P01207,A,10.1016_j.ecoenv.2015.09.005,1,57,4,Table 2,other,False,False,True,True,True
P01207,A,10.1016_j.ecoenv.2015.09.005,2,24,14,Table 3,risk_or_source,False,False,True,True,True
P06607,A,2012_Cao L et al_Science_null,0,10,8,"o frequencies of 976 Hz and 15,616 Hz (clf and chf). Isothermal remanent magnetization (IR",other,False,False,True,False,False
P06607,A,2012_Cao L et al_Science_null,1,4,7,Table 2,other,False,False,False,False,False
P06607,A,2012_Cao L et al_Science_null,2,9,4,Table 2,other,False,False,False,False,False
P06607,A,2012_Cao L et al_Science_null,3,6,9,Table 4,summary_conc,True,False,True,False,False
P06607,A,2012_Cao L et al_Science_null,4,5,10,hancement is evident in the southeastern area near a big industrial site with a power plan,summary_conc,True,False,True,False,False
P06607,A,2012_Cao L et al_Science_null,5,12,12,a Value of leaf sample located in the mountain area. | Person's coefficients for magnetic ,other,False,False,True,False,False
P06579,A,2011_Zhang Q et al_EnvironPollut_null,0,15,13,Samples in abandoned e-waste cycling | Descriptive statistical summary of PCBsa and metals,other,False,False,True,True,True
P06579,A,2011_Zhang Q et al_EnvironPollut_null,1,13,8,"Principal component analysis, a method to describe the variables with a minimum loss of in",other,False,False,True,False,False
P06579,A,2011_Zhang Q et al_EnvironPollut_null,2,13,13,Fig. 1. Composition of PCBs in six representative soil samples from the abandoned area (A),other,False,False,True,True,True
P10733,A,2014_Zhang Q et al_EnvironPollut_null,0,15,13,Samples in abandoned e-waste cycling | Descriptive statistical summary of PCBsa and metals,other,False,False,True,True,True
P10733,A,2014_Zhang Q et al_EnvironPollut_null,1,13,8,"Principal component analysis, a method to describe the variables with a minimum loss of in",other,False,False,True,False,False
P10733,A,2014_Zhang Q et al_EnvironPollut_null,2,13,13,Fig. 1. Composition of PCBs in six representative soil samples from the abandoned area (A),other,False,False,True,True,True
P11546,A,2024_冯博_土壤_null,0,114,3,参考文献... ..85 | ## 图清单,other,False,False,True,True,True
P11546,A,2024_冯博_土壤_null,1,43,3,"=""1"">不同冻融次数CK组土壤中菲迁移情况</td><td colspan=""1"" rowspan=""1"">80</td></tr><tr><td colspan=""1"" row",other,False,False,True,True,True
P11546,A,2024_冯博_土壤_null,2,33,2,"td colspan=""1"" rowspan=""1"">Table 5-1</td><td colspan=""1"" rowspan=""1""> Adsorption thermodyn",other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,3,13,8,Table 1-1 Properties and molecular structures of 16 PAHs,other,False,False,True,True,True
P11546,A,2024_冯博_土壤_null,4,4,8,续表 1-2 16种 PAHs 的性质和分子结构 | Appendix Table 1-2 Properties and molecular structures of 16 PA,other,False,False,True,True,True
P11546,A,2024_冯博_土壤_null,5,7,3,Table 1-3 Main remediation technologies for contaminated site soils,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,6,19,3,Table 2-1 Experimental medicines,other,False,False,True,False,False
P11546,A,2024_冯博_土壤_null,7,11,3,Table 2-2 Experimental Instruments,other,False,False,True,False,False
P11546,A,2024_冯博_土壤_null,8,9,3,续表 2-3 实验仪器 | Appendix Table 2-3 Experimental Instruments,other,False,False,True,False,False
P11546,A,2024_冯博_土壤_null,9,5,3,Table 2-4 Heavy metal form extraction methods,other,False,False,True,False,False
P11546,A,2024_冯博_土壤_null,10,2,5,Table 3-1 Physico properties of the original soil,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,11,3,9,Table 3-2 Main chemical composition and content of curing agent,other,False,False,True,False,False
P11546,A,2024_冯博_土壤_null,12,2,5,Table 3-3 Main properties of magnesium oxide,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,13,4,9,Table 3-4 Stabiliser main elements composition,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,14,12,6,Table 3-5 Experimental Grouping,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,15,5,4,Table 3-6 Materiality Scale,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,16,2,11,Table 3-7 Comprehensive evaluation consistency test value,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,17,20,16,Table 3-8 Curing Agent/Stabiliser Use Costs,other,False,False,True,False,False
P11546,A,2024_冯博_土壤_null,18,4,5,Table 3-9 Indicator relative importance judgements,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,19,14,10,Table 3-10 Combined assessed values for different curing stabilisation combinations,other,False,False,True,False,False
P11546,A,2024_冯博_土壤_null,20,8,3,Table 4-1 Experimental Groups,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,21,7,7,Table 4-2 Basic properties of PAH derivatives,other,False,False,True,True,True
P11546,A,2024_冯博_土壤_null,22,10,9,Table 4-3 Plant parameters for each treatment group,other,False,False,True,False,False
P11546,A,2024_冯博_土壤_null,23,9,3,Table 5-1 Adsorption Thermodynamic Fitting Parameters for Faye,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,24,14,8,Table 5-2 Model parameters,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,25,3,5,Table 5-3 Different grid divisions,other,False,False,False,False,False
P11546,A,2024_冯博_土壤_null,26,20,13,"[191] 王展, 邹洪涛, 范庆锋, 等. 冻融作用对土壤胶体及胶体结合态铅迁移的影响[J]. 农业环境科学学报, 2019, 38(02):342-347. | 学位论文数据集",other,False,False,True,True,True
P03082,A,2022_李怡佳_环境科学_10.13227-j.hjkx.202112006,0,7,3,Table 1 Physicochemical properties of the tested soil,other,False,False,True,False,False
P03082,A,2022_李怡佳_环境科学_10.13227-j.hjkx.202112006,1,12,6,Table 2 Design of pollutant concentration in each treatment,other,False,True,True,True,True
P03082,A,2022_李怡佳_环境科学_10.13227-j.hjkx.202112006,2,10,7,Table 3 PAHs concentration and removal rate in contaminated soil and PAHs absorbing capaci,other,False,True,True,True,True
P03082,A,2022_李怡佳_环境科学_10.13227-j.hjkx.202112006,3,10,5,2 2 8 9 \pm 0 . 0 1 4 9 \mathrm { a }$ </td><td> $1 . 7 8 1 0 \pm 0 . 0 2 7 1 \mathrm { a ,conc_like,True,False,True,True,True
P03082,A,2022_李怡佳_环境科学_10.13227-j.hjkx.202112006,4,4,6,Table 4 Pearson correlation analysis of PAHs content in plants and contaminated soil,other,False,False,True,True,True
P03082,A,2022_李怡佳_环境科学_10.13227-j.hjkx.202112006,5,10,5,Table 5 Diversity index of bacterial community in soil under different treatments,other,False,False,True,True,True
P00737,A,2010_Tang X et al_JSoilsSediments_10.1007-s11368-010-0252-0,0,7,16,Table 1 Descriptive statistics of main physical–chemical properties of soilsa,other,False,False,True,False,False
P00737,A,2010_Tang X et al_JSoilsSediments_10.1007-s11368-010-0252-0,1,16,8,Table 2 Descriptive statistics of heavy metals contents (mg/kg),other,False,True,True,False,False
P00737,A,2010_Tang X et al_JSoilsSediments_10.1007-s11368-010-0252-0,2,21,6,Table 3 Means ± standard deviations of PAHs (μg/kg) in agricultural soil of town A,risk_or_source,False,True,True,True,True
P00737,A,2010_Tang X et al_JSoilsSediments_10.1007-s11368-010-0252-0,3,22,7,Table 4 Means ± standard deviations of PCBs (μg/kg) and comparisons with those in referenc,summary_conc,True,True,True,True,True
P00737,A,2010_Tang X et al_JSoilsSediments_10.1007-s11368-010-0252-0,4,12,8,"Table 5 Pearson correlation matrix among pH, SOM, inorganic compounds, and organic compoun",other,False,False,True,True,True
P06283,A,2009_Xiao J et al_JHazardMater_null,0,16,3,The assay for the impact of Cd on the biodegradation of phenanthrene was tested by adding ,other,False,False,True,False,False
P06283,A,2009_Xiao J et al_JHazardMater_null,1,7,6,Fig. 2. The growth () and phenanthrene biodegradation (-) curves of Alcaligenes faecalis ,other,False,False,True,False,False
P06283,A,2009_Xiao J et al_JHazardMater_null,2,4,3,vundimonas sp. strain X08 also presented resistance to Cd while degrading phenanthrene. Ho,other,False,False,True,False,False
P06283,A,2009_Xiao J et al_JHazardMater_null,3,7,7,Table 4,other,False,False,False,False,False
P05791,A,2005_Chen L et al_Chemosphere_10.1016-j.chemosphere.2005.01.011,0,28,17,Table 1,other,False,False,False,True,False
P05791,A,2005_Chen L et al_Chemosphere_10.1016-j.chemosphere.2005.01.011,1,43,6,Table 2,other,False,False,False,False,False
P05791,A,2005_Chen L et al_Chemosphere_10.1016-j.chemosphere.2005.01.011,2,34,13,Table 3,other,False,False,False,True,False
P05791,A,2005_Chen L et al_Chemosphere_10.1016-j.chemosphere.2005.01.011,3,14,5,Table 4,other,False,False,True,True,True
P04395,A,2024_Gao L et al_Plants_10.3390-plants13202839,0,13,5,Table 1. Effects of remediation methods on phenanthrene and naphthalene accumulation in co,other,False,False,True,True,True
P04395,A,2024_Gao L et al_Plants_10.3390-plants13202839,1,16,6,Table 2. Effects of phenanthrene- and naphthalene-degrading bacteria on biomass yield of c,other,False,False,True,True,True
P01389,A,10.1016_j.envpol.2022.119716,0,29,7,"average concentration of DDTs in crabs was 30.3 μg/kg, which was significantly higher than",other,False,True,True,True,True
P01389,A,10.1016_j.envpol.2022.119716,1,28,12,r><tr><td>Trans-chlordane</td><td> $3 . 7 8 \times 1 0 ^ { - 1 }$  13.5-17.1</td><td> $1 0,other,False,False,True,False,False
P11640,A,2025_李鹏淼_Unknown_null,0,9,13,Table 1-1 Physicochemical properties of 16 priority control PAHs,other,False,False,True,True,True
P11640,A,2025_李鹏淼_Unknown_null,1,8,13,续表 1-116 种优先控制 PAHs 的理化性质 | Continued table 1-1 Physicochemical properties of 16 priority ,other,False,False,True,True,True
P11640,A,2025_李鹏淼_Unknown_null,2,2,11,续表 1-116 种优先控制 PAHs 的理化性质 | Continued table 1-1 Physicochemical properties of 16 priority ,other,False,False,True,True,True
P11640,A,2025_李鹏淼_Unknown_null,3,21,6,Table 2-1 Specific information on latitude and longitude of sampling points,other,False,False,False,False,False
P11640,A,2025_李鹏淼_Unknown_null,4,14,6,续表 2-1 采样点经纬度具体信息 | Continued table 2-1 Specific information on latitude and longitude of ,other,False,False,False,False,False
P11640,A,2025_李鹏淼_Unknown_null,5,7,3,Table 2-2 Equipment and consumables required for the experiment,other,False,False,True,False,False
P11640,A,2025_李鹏淼_Unknown_null,6,8,4,Table 2. 3 Chemical reagents required for the experiment,other,False,False,False,True,False
P11640,A,2025_李鹏淼_Unknown_null,7,8,2,Table 2-4 GC-MS/MS Instrument Test Parameters,other,False,False,False,False,False
P11640,A,2025_李鹏淼_Unknown_null,8,12,3,Table 2-5 Characteristic ratios of PAHs and their corresponding pollution sources,risk_or_source,False,False,False,True,False
P11640,A,2025_李鹏淼_Unknown_null,9,12,2,Table 2-6 Ecological safety thresholds for PAHs in freshwater environments(ng/L),other,False,False,False,True,False
P11640,A,2025_李鹏淼_Unknown_null,10,8,4,Table 2-7 Ecological risk thresholds for PAHs monomers in water bodies,risk_or_source,False,False,False,True,False
P11640,A,2025_李鹏淼_Unknown_null,11,10,4,Table 2-7 Ecological risk thresholds for PAHs monomers in water bodies,risk_or_source,False,False,True,True,True
P11640,A,2025_李鹏淼_Unknown_null,12,7,5,Table 2-8 Ecological Risk Evaluation Criteria for PAHs Monomer and Total Content,risk_or_source,False,False,True,True,True
P11640,A,2025_李鹏淼_Unknown_null,13,19,6,Table 2-9 Content of PAHs in runoff rainwater in traffic areas,other,False,False,True,True,True
P11640,A,2025_李鹏淼_Unknown_null,14,10,6,Table 2-10 Content of PAHs in runoff rainwater from residential areas,other,False,False,True,True,True
P11640,A,2025_李鹏淼_Unknown_null,15,11,6,续表 2-10 居民区径流雨水中 PAHs 含量 | Continued table 2-10 Content of PAHs in runoff rainwater from r,other,False,True,True,True,True
P11640,A,2025_李鹏淼_Unknown_null,16,16,6,Table 2-11 Content of PAHs in runoff rainwater from ecological zones,other,False,False,True,True,True
