source_id,paper_id,doi,title,year,province,city_or_region,site_name,land_use,sample_id,sampling_depth_cm,latitude,longitude,pollution_type,pollutant_family,pollutant_name_original,pollutant_name_std,value_original,unit_original,value_std,unit_std,conversion_note,censoring_flag,detection_limit,evidence_level,evidence_location,extraction_note,qa_flag
P11188,P11188,,Investigation of Organic Pollution in a Polluted Site in Qingdao and Screening of Remediation Technology,2026,,,场地,other,P11188_s3_场地,,,,OP,PAHs,4 苯并（a）芘含量 （mg/kg）,Sum_PAH_ngg,Σ1monomers=100,mg/kg,100.0,ng/g,0.1 mg/kg × 1000.0 = 100.0 ng/g,below_detection,,A_sample_table,2020_刘玉峰_Unknown_null/parsed/paper.md tbl#11 row3 col4,聚合 1 单体求和→100 hdr='4 苯并（a）芘含量 （mg/kg）' <检出限 <0.1 high,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,rings (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr2_rings,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ15monomers=59,ng/g,59.0,ng/g,2.0 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row2 col2,聚合 15 单体求和→59 hdr='Naphthalene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,rings (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr2_rings,,,,OP,PAHs,Benzo(a)pyrene,BaP_ngg,Σ1monomers=5,ng/g,5.0,ng/g,5.0 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row14 col2,聚合 1 单体求和→5 hdr='Benzo(a)pyrene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,factor (TEF) (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr3_factorTEF,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ15monomers=1.437,ng/g,1.437,ng/g,0.001 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row2 col3,聚合 15 单体求和→1.437 hdr='Naphthalene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,factor (TEF) (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr3_factorTEF,,,,OP,PAHs,Benzo(a)pyrene,BaP_ngg,Σ1monomers=1,ng/g,1.0,ng/g,1.0 ng/g (已是 ng/g),value_is_1_suspicious,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row14 col3,聚合 1 单体求和→1 hdr='Benzo(a)pyrene' MinerU 合并单元格可能误读为 1,value_is_1_suspicious;monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row2 col4,hdr='Naphthalene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Acenaphthylene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row3 col4,hdr='Acenaphthylene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Acenaphthene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row4 col4,hdr='Acenaphthene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Fluorene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row5 col4,hdr='Fluorene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Phenanthrene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row6 col4,hdr='Phenanthrene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Anthracene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row7 col4,hdr='Anthracene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Fluoranthene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row8 col4,hdr='Fluoranthene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Pyrene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row9 col4,hdr='Pyrene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Benzo(a)anthracene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row10 col4,hdr='Benzo(a)anthracene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Chrysene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row11 col4,hdr='Chrysene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Benzo(b)fluoranthene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row12 col4,hdr='Benzo(b)fluoranthene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Benzo(k)fluoranthene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row13 col4,hdr='Benzo(k)fluoranthene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,"Dibenzo (,h)anthracene",Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row15 col4,"hdr='Dibenzo (,h)anthracene' 未检出 ND mid",missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Benzo (ghi)perylene,Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row16 col4,hdr='Benzo (ghi)perylene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,"Indeno (1,2.3-cd)pyrene",Sum_PAH_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row17 col4,"hdr='Indeno (1,2.3-cd)pyrene' 未检出 ND mid",missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr4_mgkg,,,,OP,PAHs,Benzo(a)pyrene,BaP_ngg,ND,ng/g,,ng/g,,below_detection,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row14 col4,hdr='Benzo(a)pyrene' 未检出 ND mid,missing;monomer_needs_aggregation
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr5_mgkg,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ15monomers=15.93,ng/g,15.93,ng/g,0.38 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row2 col5,聚合 15 单体求和→15.93 hdr='Naphthalene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr5_mgkg,,,,OP,PAHs,Benzo(a)pyrene,BaP_ngg,Σ1monomers=1.45,ng/g,1.45,ng/g,1.45 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row14 col5,聚合 1 单体求和→1.45 hdr='Benzo(a)pyrene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr6_mgkg,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ15monomers=1.64,ng/g,1.6400000000000001,ng/g,0.04 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row2 col6,聚合 15 单体求和→1.64 hdr='Naphthalene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr6_mgkg,,,,OP,PAHs,Benzo(a)pyrene,BaP_ngg,Σ1monomers=0.14,ng/g,0.14,ng/g,0.14 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row14 col6,聚合 1 单体求和→0.14 hdr='Benzo(a)pyrene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,deviation mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr7_deviationmgkg,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ15monomers=3.17,ng/g,3.17,ng/g,0.07 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row2 col7,聚合 15 单体求和→3.17 hdr='Naphthalene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,deviation mg/kg (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr7_deviationmgkg,,,,OP,PAHs,Benzo(a)pyrene,BaP_ngg,Σ1monomers=0.3,ng/g,0.3,ng/g,0.3 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row14 col7,聚合 1 单体求和→0.3 hdr='Benzo(a)pyrene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,Coefficient ofvariation % (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr8_Coefficientofva,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ15monomers=2.056e+04,ng/g,20562.11,ng/g,167.21 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row2 col8,聚合 15 单体求和→2.056e+04 hdr='Naphthalene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,Coefficient ofvariation % (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr8_Coefficientofva,,,,OP,PAHs,Benzo(a)pyrene,BaP_ngg,Σ1monomers=213,ng/g,212.97,ng/g,212.97 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row14 col8,聚合 1 单体求和→213 hdr='Benzo(a)pyrene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,Detectionrate% (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr9_Detectionrate,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ15monomers=929.6,ng/g,929.62,ng/g,59.26 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row2 col9,聚合 15 单体求和→929.6 hdr='Naphthalene'  mid,monomer_aggregated
10.3389/fenvs.2023.1209137,P03781,10.3389/fenvs.2023.1209137,"Spatial distribution characteristics, source analysis and risk assessment of polycyclic aromatic hydrocarbons in topsoil",2023,,,Detectionrate% (TABLE 1 PAHs in soi l of an in),industrial,P03781_tr9_Detectionrate,,,,OP,PAHs,Benzo(a)pyrene,BaP_ngg,Σ1monomers=72.22,ng/g,72.22,ng/g,72.22 ng/g (已是 ng/g),measured,,A_sample_table,2023_ChineseAcademyofSciences(CAS) et al_Science_10.3389-fenvs.2023.1209137/parsed/paper.md tbl#0 row14 col9,聚合 1 单体求和→72.22 hdr='Benzo(a)pyrene'  mid,monomer_aggregated
10.3390/toxics11080695,P04645,10.3390/toxics11080695,"Occurrence, Sources, and Health Risks of Polycyclic Aromatic Hydrocarbons in Road Environments from Harbin, a Megacity o",2023,,,Median (Table 1. Statistical descripti),other,P04645_tr2_Median,,,,OP,PAHs,∑PAHs,Sum_PAH_ngg,6824,ng/g,6824.0,ng/g,6824.0 ng/g (已是 ng/g),measured,,A_sample_table,10_3390_toxics11080695/parsed/paper.md tbl#0 row31 col2,hdr='∑PAHs'  mid,
10.3390/toxics11080695,P04645,10.3390/toxics11080695,"Occurrence, Sources, and Health Risks of Polycyclic Aromatic Hydrocarbons in Road Environments from Harbin, a Megacity o",2023,,,Mean (Table 1. Statistical descripti),other,P04645_tr3_Mean,,,,OP,PAHs,∑PAHs,Sum_PAH_ngg,8726,ng/g,8726.0,ng/g,8726.0 ng/g (已是 ng/g),measured,,A_sample_table,10_3390_toxics11080695/parsed/paper.md tbl#0 row31 col3,hdr='∑PAHs'  mid,
10.3390/toxics11080695,P04645,10.3390/toxics11080695,"Occurrence, Sources, and Health Risks of Polycyclic Aromatic Hydrocarbons in Road Environments from Harbin, a Megacity o",2023,,,Median (Table 1. Statistical descripti),other,P04645_tr5_Median,,,,OP,PAHs,∑PAHs,Sum_PAH_ngg,7094,ng/g,7094.0,ng/g,7094.0 ng/g (已是 ng/g),measured,,A_sample_table,10_3390_toxics11080695/parsed/paper.md tbl#0 row31 col5,hdr='∑PAHs'  mid,
10.3390/toxics11080695,P04645,10.3390/toxics11080695,"Occurrence, Sources, and Health Risks of Polycyclic Aromatic Hydrocarbons in Road Environments from Harbin, a Megacity o",2023,,,Mean (Table 1. Statistical descripti),other,P04645_tr6_Mean,,,,OP,PAHs,∑PAHs,Sum_PAH_ngg,9878,ng/g,9878.0,ng/g,9878.0 ng/g (已是 ng/g),measured,,A_sample_table,10_3390_toxics11080695/parsed/paper.md tbl#0 row31 col6,hdr='∑PAHs'  mid,
10.3390/toxics11080695,P04645,10.3390/toxics11080695,"Occurrence, Sources, and Health Risks of Polycyclic Aromatic Hydrocarbons in Road Environments from Harbin, a Megacity o",2023,,,Median (Table 1. Statistical descripti),other,P04645_tr8_Median,,,,OP,PAHs,∑PAHs,Sum_PAH_ngg,13627,ng/g,13627.0,ng/g,13627.0 ng/g (已是 ng/g),measured,,A_sample_table,10_3390_toxics11080695/parsed/paper.md tbl#0 row31 col8,hdr='∑PAHs'  mid,
10.3390/toxics11080695,P04645,10.3390/toxics11080695,"Occurrence, Sources, and Health Risks of Polycyclic Aromatic Hydrocarbons in Road Environments from Harbin, a Megacity o",2023,,,Mean (Table 1. Statistical descripti),other,P04645_tr9_Mean,,,,OP,PAHs,∑PAHs,Sum_PAH_ngg,24105,ng/g,24105.0,ng/g,24105.0 ng/g (已是 ng/g),measured,,A_sample_table,10_3390_toxics11080695/parsed/paper.md tbl#0 row31 col9,hdr='∑PAHs'  mid,
10.1007/s10653-022-01369-8,P00355,10.1007/s10653-022-01369-8,"Levels, source apportionment, and risk assessment of polycyclic aromatic hydrocarbons in vegetable bases of northwest Ch",2022,,,Anningqu town (Table 2 Content of PAHs in soi),other,P00355_tr2_Anningqutown,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ15monomers=37.49,ng/g,37.49,ng/g,0.99 ng/g (已是 ng/g),measured,,A_sample_table,2022_Ailijiang N et al_EnvironPollut_10.1007-s10653-022-01369-8/parsed/paper.md tbl#1 row1 col2,聚合 15 单体求和→37.49 hdr='Naphthalene'  mid,monomer_aggregated
10.1007/s10653-022-01369-8,P00355,10.1007/s10653-022-01369-8,"Levels, source apportionment, and risk assessment of polycyclic aromatic hydrocarbons in vegetable bases of northwest Ch",2022,,,Anningqu town (Table 2 Content of PAHs in soi),other,P00355_tr2_Anningqutown,,,,OP,PAHs,Benzo[a]pyrene,BaP_ngg,Σ1monomers=1.42,ng/g,1.42,ng/g,1.42 ng/g (已是 ng/g),measured,,A_sample_table,2022_Ailijiang N et al_EnvironPollut_10.1007-s10653-022-01369-8/parsed/paper.md tbl#1 row13 col2,聚合 1 单体求和→1.42 hdr='Benzo[a]pyrene'  mid,monomer_aggregated
10.1007/s10653-022-01369-8,P00355,10.1007/s10653-022-01369-8,"Levels, source apportionment, and risk assessment of polycyclic aromatic hydrocarbons in vegetable bases of northwest Ch",2022,,,Qinggedahu county (Table 2 Content of PAHs in soi),other,P00355_tr3_Qinggedahucount,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ15monomers=38.17,ng/g,38.17,ng/g,0.53 ng/g (已是 ng/g),measured,,A_sample_table,2022_Ailijiang N et al_EnvironPollut_10.1007-s10653-022-01369-8/parsed/paper.md tbl#1 row1 col3,聚合 15 单体求和→38.17 hdr='Naphthalene'  mid,monomer_aggregated
10.1007/s10653-022-01369-8,P00355,10.1007/s10653-022-01369-8,"Levels, source apportionment, and risk assessment of polycyclic aromatic hydrocarbons in vegetable bases of northwest Ch",2022,,,Qinggedahu county (Table 2 Content of PAHs in soi),other,P00355_tr3_Qinggedahucount,,,,OP,PAHs,Benzo[a]pyrene,BaP_ngg,Σ1monomers=1.42,ng/g,1.42,ng/g,1.42 ng/g (已是 ng/g),measured,,A_sample_table,2022_Ailijiang N et al_EnvironPollut_10.1007-s10653-022-01369-8/parsed/paper.md tbl#1 row13 col3,聚合 1 单体求和→1.42 hdr='Benzo[a]pyrene'  mid,monomer_aggregated
10.1007/s10653-022-01369-8,P00355,10.1007/s10653-022-01369-8,"Levels, source apportionment, and risk assessment of polycyclic aromatic hydrocarbons in vegetable bases of northwest Ch",2022,,,Liushihu village (Table 2 Content of PAHs in soi),other,P00355_tr4_Liushihuvillage,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ15monomers=29.87,ng/g,29.87,ng/g,0.88 ng/g (已是 ng/g),measured,,A_sample_table,2022_Ailijiang N et al_EnvironPollut_10.1007-s10653-022-01369-8/parsed/paper.md tbl#1 row1 col4,聚合 15 单体求和→29.87 hdr='Naphthalene'  mid,monomer_aggregated
10.1007/s10653-022-01369-8,P00355,10.1007/s10653-022-01369-8,"Levels, source apportionment, and risk assessment of polycyclic aromatic hydrocarbons in vegetable bases of northwest Ch",2022,,,Liushihu village (Table 2 Content of PAHs in soi),other,P00355_tr4_Liushihuvillage,,,,OP,PAHs,Benzo[a]pyrene,BaP_ngg,Σ1monomers=1.23,ng/g,1.23,ng/g,1.23 ng/g (已是 ng/g),measured,,A_sample_table,2022_Ailijiang N et al_EnvironPollut_10.1007-s10653-022-01369-8/parsed/paper.md tbl#1 row13 col4,聚合 1 单体求和→1.23 hdr='Benzo[a]pyrene'  mid,monomer_aggregated
10.1007/s10653-022-01369-8,P00355,10.1007/s10653-022-01369-8,"Levels, source apportionment, and risk assessment of polycyclic aromatic hydrocarbons in vegetable bases of northwest Ch",2022,,,Sishihu village (Table 2 Content of PAHs in soi),other,P00355_tr5_Sishihuvillage,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ15monomers=40.66,ng/g,40.660000000000004,ng/g,0.72 ng/g (已是 ng/g),measured,,A_sample_table,2022_Ailijiang N et al_EnvironPollut_10.1007-s10653-022-01369-8/parsed/paper.md tbl#1 row1 col5,聚合 15 单体求和→40.66 hdr='Naphthalene'  mid,monomer_aggregated
10.1007/s10653-022-01369-8,P00355,10.1007/s10653-022-01369-8,"Levels, source apportionment, and risk assessment of polycyclic aromatic hydrocarbons in vegetable bases of northwest Ch",2022,,,Sishihu village (Table 2 Content of PAHs in soi),other,P00355_tr5_Sishihuvillage,,,,OP,PAHs,Benzo[a]pyrene,BaP_ngg,Σ1monomers=1.64,ng/g,1.64,ng/g,1.64 ng/g (已是 ng/g),measured,,A_sample_table,2022_Ailijiang N et al_EnvironPollut_10.1007-s10653-022-01369-8/parsed/paper.md tbl#1 row13 col5,聚合 1 单体求和→1.64 hdr='Benzo[a]pyrene'  mid,monomer_aggregated
10.1038/s41598-022-15285-5,P02164,10.1038/s41598-022-15285-5,"Contamination level, sources, and health risk of polycyclic aromatic hydrocarbons in suburban vegetable field soils of C",2022,,,Aromatic ring (AHs accounted for about 0.50% ),other,P02164_tr2_Aromaticring,,,,OP,PAHs,Naphthalene,Sum_PAH_ngg,Σ11monomers=39,ng/g,39.0,ng/g,2.0 ng/g (已是 ng/g),measured,,A_sample_table,10.1038_s41598-022-15285-5/parsed/paper.md tbl#0 row2 col2,聚合 11 单体求和→39 hdr='Naphthalene'  mid,monomer_aggregated
