paper_id,level,stem,tbl_idx,n_rows,n_cols,title,category,has_unit,is_conc_titled,has_hm,has_op,is_hm_op,extract_status,extract_note
P00418,B,2023_Lu Y et al_EnvironMonitAssess_10.1007-s10661-022-10747-9,1,13,13,Table 2 Correlation analysis between heavy metals and PAHs in soil,other,False,False,True,True,True,ok_samples,"sample 12点, 12条, type=HM_OP"
P03345,B,2022_Lu Y et al_Unknown_10.21203-rs.3.rs-1769519-v1,1,14,13,Table 2,other,False,False,True,True,True,ok_samples,"sample 13点, 14条, type=HM_OP"
P00303,B,2021_Zhang T et al_Ecotoxicology_10.1007-s10646-020-02320-2,1,18,11,Table 2 Concentration of PAHs in soil samples surrounding the chemical industry park (mg k,other,False,True,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P00720,B,2018_Tian W et al_Nature_10.1007-s11356-021-15781-7,2,6,8,Table 3 Statistical analysis of the PAH pollutant content (mg·g−1 ),other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P00720,B,2018_Tian W et al_Nature_10.1007-s11356-021-15781-7,3,6,6,Table 4 Probability distribution of the PAH concentration (mg·g−1 ),other,False,True,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P02402,B,2021_Wang D et al_EnvironTechnol_10.1080-09593330.2021.1946163,0,4,3,"ingle strain, the bioremediation of PAHs using a naturally enriched consortium is more pro",other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P03279,B,2013_赵颖_环境科学_10.16258-j.cnki.1674-5906.2013.07.022,0,11,3,Table 1 The enrichment coefficients and accumulation of PAHs of different tested pasture,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P03279,B,2013_赵颖_环境科学_10.16258-j.cnki.1674-5906.2013.07.022,1,13,8,Table 2 Effects of tested pastures on the degradation of ∑PAHs,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P04376,B,2021_Yin H et al_Molecules_10.3390-molecules26082169,0,24,7,Table 1. Summary of polybrominated diphenyl ether (PBDE) concentrations $\left( \mathrm { ,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P08598,B,2021_Xie T et al_SciTotalEnviron_null,3,9,19,/td><td>83.2</td><td>148.8</td><td></td><td></td><td></td><td></td><td></td><td></td><td><,other,False,False,True,True,True,ok_samples,"sample 4点, 9条, type=HM_OP"
P11292,B,2021_卢晓丽_Unknown_null,1,16,2,Table 2-2 Toxic equivalent factors of 14 PAHs,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11292,B,2021_卢晓丽_Unknown_null,2,16,3,Table 2-3 Biotoxicity evaluation criteria for PAHs(μg·kg-1),other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11292,B,2021_卢晓丽_Unknown_null,5,17,9,Table 3-1 Descriptive statistic analysis for farmland soil PAHs contents(μg·kg-1),other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11292,B,2021_卢晓丽_Unknown_null,7,9,5,Table 3-3 Comparison of farmland soil ΣPAHs content in different domestic areas,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11292,B,2021_卢晓丽_Unknown_null,8,16,6,Table 3-4 Distribution feature of farmland soil PAHs content,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11292,B,2021_卢晓丽_Unknown_null,9,15,8,Table 3-5 Theoretical model and related parameters of farmland soil PAHs variation functio,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11292,B,2021_卢晓丽_Unknown_null,10,16,3,Table 3- 6 Rotation load matrix of each principal component factor of farmland soil PAHs,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11292,B,2021_卢晓丽_Unknown_null,11,20,6,Table 4-1 Statistic analysis characteristics for agricultural soil PAHs contents (μg ·kg-1,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11292,B,2021_卢晓丽_Unknown_null,12,21,6,100.00</td><td>0.3876~7.78</td><td>100.00</td></tr><tr><td>苯并[a]芘</td><td>5</td><td>0.28~3,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11292,B,2021_卢晓丽_Unknown_null,13,9,6,Table 4-2 Comparison of agricultural soil ΣPAHs content in different domestic areas $\left,other,False,False,True,True,True,ok_samples,"sample 8点, 8条, type=OP"
P11292,B,2021_卢晓丽_Unknown_null,15,11,9,"Table 4-4 Correlations between the organic matter content,pH and PAHs",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11292,B,2021_卢晓丽_Unknown_null,16,10,8,163</td><td>-0.045</td><td>-0.838**</td><td>-0.809*</td><td>-0.416</td><td>-0.728*</td><td,other,False,False,True,True,True,no_data_rows,type=sample samples=0
P11292,B,2021_卢晓丽_Unknown_null,17,18,5,Table 5-1 Toxic equivalent concentration of PAHs in farmland soil,other,False,True,True,True,True,ok_transposed,转置表 1污染物 × 4采样点 = 4条 family={'PAHs'}
P11292,B,2021_卢晓丽_Unknown_null,18,7,8,Table 5-2 Soil PAHs criterions of Netherland and Canada(μg·kg-1),other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11292,B,2021_卢晓丽_Unknown_null,20,17,7,Table 5-4 Toxicity assessment results of PAHs,other,False,False,True,True,True,ok_transposed,转置表 1污染物 × 4采样点 = 4条 family={'PAHs'}
P11294,B,2021_李敏_Unknown_null,6,2,7,## 一、已发表（包括已接受待发表）的论文，以及已投稿、或已成文打算投稿、或拟成文投稿的 | ## 论文情况（只填写与学位论文内容相关的部分）：,other,False,False,True,True,True,skip_too_small,2x7
P11294,B,2021_李敏_Unknown_null,7,5,2,李敏 | 2021年4月于华南理工大学,other,False,False,True,True,True,no_data_rows,type=sample samples=0
P11447,B,2023_毛_Unknown_null,4,16,13,Table 2-5 Summary of Site Pollution Identification,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11447,B,2023_毛_Unknown_null,5,13,12,续表2-5场地污染识别汇总表 | Continued Table 2-5 Summary of Site Pollution Identification,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P00036,B,10.1002_ldr.3857,0,14,4,Table 1 Accumulation of Pb (mg kg−1) in I. balsamina tissues under different Pb and PCBs t,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P01272,B,10.1016_j.envint.2019.105421,0,7,4,oenix. The letter ${ } ^ { \mathfrak { s c } } \mathbf { S } \mathbf { P } ^ { \mathfrak {,other,False,False,True,True,True,no_data_rows,type=sample samples=0
P03858,B,2020_Heetal_Agriculture_10.3390-agriculture10020047,1,15,9,"Table 2. Descriptive statistics (means ± (sd)) of pH, heavy metals (mg/kg) and pesticide r",other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P03858,B,2020_Heetal_Agriculture_10.3390-agriculture10020047,4,8,7,Table 5. Pesticide residue pollution indices for each soil pesticide residue in the soil s,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P08155,B,2020_He H et al_Agriculture_null,1,15,9,"Table 2. Descriptive statistics (means ± (sd)) of pH, heavy metals (mg/kg) and pesticide r",other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P08155,B,2020_He H et al_Agriculture_null,4,8,7,Table 5. Pesticide residue pollution indices for each soil pesticide residue in the soil s,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11155,B,2020_Shi J et al_EcotoxicolEnvironSaf_null,0,15,10,Table 1,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P11182,B,2020_何明江_Land_null,13,11,4,Table 5-2 TEFof16PAHs,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P11182,B,2020_何明江_Land_null,20,17,8,Table 6-1 Statistics of soil heavy metals and PAHs in combined sites,other,False,False,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P01746,B,2019_Zeng S et al_SciTotalEnviron_10.1016-j.scitotenv.2019.05.291,1,11,11,Table 2,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P01746,B,2019_Zeng S et al_SciTotalEnviron_10.1016-j.scitotenv.2019.05.291,2,10,7,"proximately be 17.39% (Reimann and Caritat, 2012). Therefore, we believe that the stricter",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P02495,B,2018_Jeelani N et al_Land_10.1080-15226514.2018.1425666,0,8,5,"ils treated with Cd or PAHs. Bars $( \mathsf { m e a n } \pm \mathsf { S E } , n = 3 )$ wi",other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P03275,B,2016_韩文辉_环境科学_10.16258-j.cnki.1674-5906.2016.09.021,1,17,6,Table 2 Content characteristics of soil pollutants and fertility indicators,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P03275,B,2016_韩文辉_环境科学_10.16258-j.cnki.1674-5906.2016.09.021,3,16,5,Table 4 Factor loading matrix of main components of the soil from sewage irrigation,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P03303,B,2018_Wan X et al_SoilWaterRes_10.17221-211-2017-SWR_3,0,25,12,Table 1. Concentrations of pollutants in soil under different land-use types (in mg/kg),other,False,True,True,True,True,reject_landuse_aggregate,"土地利用类型汇总 (全国/全省均值, 非场地采样点)"
P03303,B,2018_Wan X et al_SoilWaterRes_10.17221-211-2017-SWR_3,1,11,6,Table 2. Over-standard rates of pollutants in soil under different land-use types (in %),other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P03303,B,2018_Wan X et al_SoilWaterRes_10.17221-211-2017-SWR_3,2,11,8,Table 3. Concentrations of pollutants in soil at different areas of China (in mg/kg),other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P03303,B,2018_Wan X et al_SoilWaterRes_10.17221-211-2017-SWR_3,3,11,7,Table 4. Over-standard rate of pollutants in soil at different areas of China (in %),other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P03303,B,2018_Wan X et al_SoilWaterRes_10.17221-211-2017-SWR_3,4,10,10,Table 5. Correlation analysis of pollutants,other,False,False,True,True,True,ok_samples,"sample 9点, 25条, type=HM"
P04085,B,2018_Metals_EnvironRes_10.3390-ijerph15081731,0,3,7,Table 1. Physicochemical properties of polycyclic aromatic hydrocarbons (PAHs).,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11293,B,2021_土壤中_土壤_null,7,4,4,Table 3.4Standard curve of PAHs measured by HPLC,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11293,B,2021_土壤中_土壤_null,13,6,5,Table 5.1Influence of the different co-solvents on the extracted fraction of PAHs and Cd.,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P04056,B,10_3390_ijerph14101198,1,11,4,Table 2. Diagnostic ratios reported for PAHs in soils.,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P02317,B,2016_Yan X et al_Radioprotection_10.1051-radiopro-2015022,0,8,10,"Table 1. The concentrations of radionuclides, heavy metals and OCPs of analyzed farmland s",other,False,True,True,True,True,ok_samples,"sample 7点, 7条, type=HM_OP"
P02317,B,2016_Yan X et al_Radioprotection_10.1051-radiopro-2015022,1,10,10,Table 2. Correlation coefficients between soil pollutants.,other,False,False,True,True,True,ok_samples,"sample 9点, 26条, type=HM_OP"
P02317,B,2016_Yan X et al_Radioprotection_10.1051-radiopro-2015022,3,10,5,"Table 3. Standards for radionuclides, heavy metals and OCPs in soil (mg kg−1).",other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P05261,B,10_1080_10406638_2016_1143847,0,2,8,this study were taken in the summer of 2012 from the 0–10 cm surface layer of an agricultu,other,False,False,True,True,True,skip_too_small,2x8
P10878,B,2016_Zeng J et al_Chemosphere_null,0,16,4,Table 1 Concentrations of 15 PAHs in reaction mixture.,other,False,True,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P00761,B,10.1007_s11368-015-1341-x,2,10,15,Table 3,other,False,False,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P00761,B,10.1007_s11368-015-1341-x,3,10,4,Table 4 Bond length (r) and interaction energy (G) between PAHs and heavy metal cations,other,False,False,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,3,18,4,Table 4 Principal component eigenvalues of PAHs in agricultural soils from Dongguan,other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,4,18,4,Table 5 Component Matrix of PAHs in agricultural soils from Dongguan,other,False,True,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,5,5,9,Table 6 Correlation between PAHs，heavy metals，pH and organic materials in agricultural soi,other,False,True,True,True,True,ok_samples,"sample 4点, 1条, type=HM_OP"
P10812,B,2016_Chen F et al_JHazardMater_null,0,19,7,"re exist many microbial species that are able to degrade PAHs [4]. However, it is difficul",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P10812,B,2016_Chen F et al_JHazardMater_null,3,36,12,"bacterial strains. PAHs are the main source of toxicity to soil bacteria, whereas fungi/ye",other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P10812,B,2016_Chen F et al_JHazardMater_null,4,19,12,"Various growing plants, together with their associated microflora, have been demonstrated ",other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,0,11,8,"ntrations were relatively lower at coke power site; however, compared to the background, t",other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,1,39,14,Table 2 Concentrations of heavy metal (mg/kg) and ∑16 PAHs (μg/kg) in plant and correspond,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,2,14,4,Table 3 Correlation coefficients between heavy metal elements and ∑16 PAHs of soil and pla,other,False,False,True,True,True,ok_samples,"sample 12点, 6条, type=HM_OP"
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,3,10,8,Table 4 Principal component analysis factors and loadings for heavy metal and ∑16 PAHs con,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P02376,B,2014_Tangetal_ChemEcol_10.1080-02757540.2013.844798,0,10,7,"Table 1. Concentrations of PBDEs in soil collected from Taizhou, China (μg/kg dry wt).",other,False,True,True,True,True,ok_transposed,转置表 1污染物 × 6采样点 = 6条 family={'PBDEs'}
P02376,B,2014_Tangetal_ChemEcol_10.1080-02757540.2013.844798,2,15,15,"Table 3 . Pearson correlation matrix among pH, SOM, inorganic and organic compounds .",other,False,False,True,True,True,ok_samples,"sample 13点, 53条, type=HM_OP"
P06121,B,2008_Peng C et al_EnvironPollut_null,1,13,12,"LMW PAHs denotes low-molecular-weight PAHs containing 2e3 rings (NAP, ACPY, ACP, FL, PHE, ",other,False,False,True,True,True,ok_samples,"sample 7点, 24条, type=HM_OP"
P06840,B,2013_Peng C et al_EnvironPollut_null,1,13,12,"LMW PAHs denotes low-molecular-weight PAHs containing 2e3 rings (NAP, ACPY, ACP, FL, PHE, ",other,False,False,True,True,True,ok_samples,"sample 7点, 24条, type=HM_OP"
P00742,B,2012_Wang K et al_JSoilsSediments_10.1007-s11368-012-0471-7,2,18,7,"Table 3 PAHs removal rate, dehydrogenase activity and microbial biomass C in soils influen",other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P02268,B,10_1039_c2em30433c,0,19,11,Table 1 Total PAHs concentrations of all samples with TEFs values from the Tiefa coal mini,other,False,True,True,True,True,no_header,未找到含污染物信号的表头行
P02368,B,2012_Wang X S et al_IntJEnvironStud_10.1080-00207233.2012.702414,0,19,7,Table 1. Physicochemical properties of PAHs of interest [14].,other,False,False,True,True,True,transposed_no_data,无有效数值 (rows=1 cols=6)
P03109,B,2015_叶昊_土壤_10.13421-j.cnki.hjwsxzz.2015.03.025,1,7,6,表2 不同电子垃圾拆解场土壤中有机污染物含量,other,False,True,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P11676,B,2014_英文并_土壤_null,2,37,4,表1-3土壤污染植物修复进展,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,4,24,4,Table 4-l The adding amount of pollutant under each treatment,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,7,5,4,Table4-4 Net change on dry weight of root、stem and leafunder different combinative level o,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,8,5,4,Table4-5 Net change on dry weight of root、stem and leaf under different combinative level ,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,9,5,4,Table4-6 Net change on dry weight of root、stem and leaf under different combinative level ,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,12,5,3,Table 4-9 Net change on dry weight of root、stem and leaf under different combinative level,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,13,5,3,Table 4-10 Net change on dry weight of root、stem and leaf under different combinative leve,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,14,5,4,Table4-ll Net change on dry weight of root、stem and leaf under different combinative level,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,16,4,4,Table 4-l3 Net change on dry weight of root and stem&leaf under different combinative leve,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,17,4,4,Table4-l4 Net change on dry weight of root and stem&leaf under different combinative level,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,18,4,4,Table4-15 Net change on dry weight of root and stem&leaf under different combinative level,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,19,4,4,Table4-16 Net change on dry weight of root and stem&leaf under different combinative level,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,21,27,5,Table4-17 Effects of diferent pollution treatment on the leaf pigments of sorghum×sudan gr,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,27,14,4,Table5-3 Cu contents in Ryegrass under different treatments (mg·kg-1),other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11676,B,2014_英文并_土壤_null,30,13,5,Table5-5 Cd contents in Zea mays.L under different treatments (mg·kg-'）,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P11191,B,2020_李婷_环境科学_null,1,17,3,Table 2-2 Monitoring factors and analysis methods,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11191,B,2020_李婷_环境科学_null,3,35,3,Table 2-3 List of experimental reagents,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11191,B,2020_李婷_环境科学_null,20,14,6,Table 3-15 Contents of PAHs detected in soil (mg / kg),other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11191,B,2020_李婷_环境科学_null,23,9,5,Table 3-18 Contents of PAHs detected in soil (mg / kg),other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P00242,B,2011_Lopez B N et al_ArchEnvironContamToxicol_10.1007-s00244-010-9590-6,1,23,6,Table 2 Concentrations of PCB compounds (ng/g dw),other,False,True,True,True,True,transposed_no_data,无有效数值 (rows=2 cols=4)
P00242,B,2011_Lopez B N et al_ArchEnvironContamToxicol_10.1007-s00244-010-9590-6,2,13,5,Table 3 Concentrations (ng/g dw) of PBDEs in soil,other,False,True,True,True,True,ok_transposed,转置表 1污染物 × 4采样点 = 2条 family={'PBDEs'}
P00242,B,2011_Lopez B N et al_ArchEnvironContamToxicol_10.1007-s00244-010-9590-6,3,14,6,Table 4 Concentrations of PBDE congeners at e-waste sites in China (ng/g dw),other,False,True,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P00242,B,2011_Lopez B N et al_ArchEnvironContamToxicol_10.1007-s00244-010-9590-6,5,33,6,"Table 6 Comparison of total concentrations of PAHs, PCBs, and PBDEs between this study and",other,False,True,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P01524,B,2010_Tangetal_JHazardMater_10.1016-j.jhazmat.2009.08.134,3,15,13,Table 4,other,False,False,True,True,True,ok_transposed,转置表 2污染物 × 12采样点 = 24条 family={'PCBs'}
P01524,B,2010_Tangetal_JHazardMater_10.1016-j.jhazmat.2009.08.134,4,15,7,Table 5,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P00258,B,2002_Chen G et al_EnvironManage_10.1007-s00267-008-9268-2,0,28,6,"Table 1 Basic soil properties, concentrations of PAHs and heavy metals (10-1 ppm, dry soil",other,False,True,True,True,True,ok_transposed,"转置表 12污染物 × 5采样点 = 1条 family={'PAHs', 'HM'}"
P00258,B,2002_Chen G et al_EnvironManage_10.1007-s00267-008-9268-2,3,11,6,"Table 4 The relationships between metal population index (Pi), total heavy metals, PAHs, a",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P10369,B,2008_Khan S et al_JHazardMater_null,1,18,5,Fig. 3. The profile of LMW-PAHs concentrations in root and shoot tissues on dry weight bas,other,False,True,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P00310,B,2006_Xing W_EnvironGeochemHealth_10.1007-s10653-005-9017-x,1,24,6,Table 2. Average concentrations of 16 PAHs in soils in a valley in southeast China $( \mu ,other,False,True,True,True,True,transposed_no_data,无有效数值 (rows=1 cols=0)
P01085,B,2006_Song Y et al_Chemosphere_10.1016-j.chemosphere.2006.03.076,2,13,13,"Fig. 2. Percentage distributions of eight PCB congeners in soils (%): (a) from Shenyang, C",other,False,False,True,True,True,ok_samples,"sample 11点, 66条, type=HM"
P03211,B,2012_于红艳_土壤_10.13961-j.cnki.stbctb.2012.05.022,2,10,8,表3 正交试验计算结果,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P03211,B,2012_于红艳_土壤_10.13961-j.cnki.stbctb.2012.05.022,3,13,5,表4 污染物降解率及残留率正交试验极差分析,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P10294,B,2006_Shen G et al_EcotoxicolEnvironSaf_null,2,11,7,O O } ) _ { 2 } ] .$ and then $\mathrm { C H } _ { 2 } \mathrm { C l } _ { 2 }$ solution o,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P01492,B,2005_Shenetal_JEnvironManage_10.1016-j.jenvman.2005.02.011,1,28,12,Table 2,other,False,False,True,True,True,ok_samples,"sample 10点, 31条, type=HM_OP"
P01492,B,2005_Shenetal_JEnvironManage_10.1016-j.jenvman.2005.02.011,2,10,10,STD : Standard deviation; CV : Coefficients of variation (STD/mean ! 1 00%) . | Correlatio,other,False,False,True,True,True,ok_samples,"sample 9点, 36条, type=HM_OP"
P01492,B,2005_Shenetal_JEnvironManage_10.1016-j.jenvman.2005.02.011,3,10,4,"e of the membership function, the membership degrees of each assessment parameter can be c",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P03322,B,2018_周玉璇_环境科学_10.19741-j.issn.1673-4831.2018.0669,1,37,7,Table 2 Current situation of heavy metals and PAHs combined pollution,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P03322,B,2018_周玉璇_环境科学_10.19741-j.issn.1673-4831.2018.0669,2,6,3,Table 3 The research of interaction between heavy metals and PAHs,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P03322,B,2018_周玉璇_环境科学_10.19741-j.issn.1673-4831.2018.0669,3,9,5,Table 4 The effect of washing remediation by using mixed reagent and anionic chelating sur,other,False,False,True,True,True,reject_reference_compilation,"有 References 列, 二手文献对比表"
P03322,B,2018_周玉璇_环境科学_10.19741-j.issn.1673-4831.2018.0669,6,5,4,Table 7 The review of remediation technologies for heavy metals and PAHs combined pollutio,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P03323,B,2023_周宣辛_环境科学_10.19672-j.cnki.1003-6504.0346.23.338,0,17,5,Table 1 Types of PAHs determined,other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P05700,B,2003_Shen G et al_Water_null,1,28,12,Table 2,other,False,False,True,True,True,ok_samples,"sample 10点, 31条, type=HM_OP"
P05700,B,2003_Shen G et al_Water_null,2,10,10,STD : Standard deviation; CV : Coefficients of variation (STD/mean ! 1 00%) . | Correlatio,other,False,False,True,True,True,ok_samples,"sample 9点, 36条, type=HM_OP"
P05700,B,2003_Shen G et al_Water_null,3,10,4,"e of the membership function, the membership degrees of each assessment parameter can be c",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P10247,B,2005_Shen G et al_JEnvironManage_null,1,28,12,Table 2,other,False,False,True,True,True,ok_samples,"sample 10点, 31条, type=HM_OP"
P10247,B,2005_Shen G et al_JEnvironManage_null,2,10,10,STD : Standard deviation; CV : Coefficients of variation (STD/mean ! 1 00%) . | Correlatio,other,False,False,True,True,True,ok_samples,"sample 9点, 36条, type=HM_OP"
P10247,B,2005_Shen G et al_JEnvironManage_null,3,10,4,"e of the membership function, the membership degrees of each assessment parameter can be c",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P11637,B,2025_刘君博_Unknown_null,6,22,17,Table2-6 The concentrations of PAHs in dust from Chengdu and other or cities,other,False,True,True,True,True,transposed_no_pollutant,转置表无可识别污染物行
P11637,B,2025_刘君博_Unknown_null,7,23,4,"Table2-7 Analysis of the influence of outdoor, kitchen dust and soil on the content of hea",other,False,False,True,True,True,ok_transposed,转置表 4污染物 × 3采样点 = 9条 family={'HM'}
P00116,B,2025_Yan K et al_Unknown_10.1002-ep.70148,3,16,19,"TABLE 4 Contents, ecotoxicity, and TECi of PAHs in cooking solid wastes. ABLE 4",other,False,False,True,True,True,no_header,未找到含污染物信号的表头行
P03113,B,2020_刘瑞_环境科学_10.13651-j.cnki.fjnykj.2020.11.008,1,21,8,Table 2High-frequency keywords,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P03113,B,2020_刘瑞_环境科学_10.13651-j.cnki.fjnykj.2020.11.008,2,11,6,Table 3Top 1O literatures with the highest frequency of citation,other,False,False,True,True,True,reject_non_soil_matrix,非土壤基质 (植物/实验/生物/飞灰)
P01583,B,2021_Lin S et al_EnvironPollut_10.1016-j.jhazmat.2021.127792_1,1,2,6,Table 1 (continued ),other,False,False,True,True,True,skip_too_small,2x6
P10991,B,2018_Liu J et al_EnvironPollut_null,0,24,13,ween the variable combination and bacterial community composition was further supported by,other,False,False,True,True,True,ok_samples,"sample 22点, 154条, type=HM_OP"
P08697,B,2022_Lin S et al_JHazardMater_null,1,2,6,Table 1 (continued ),other,False,False,True,True,True,skip_too_small,2x6
