paper_id,level,stem,tbl_idx,n_rows,n_cols,has_hm,has_op,has_conc,has_phys,has_site,is_data_table,is_hm_op_table,cols_preview
P04085,B,2018_Metals_EnvironRes_10.3390-ijerph15081731,2,8,6,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5]"
P04085,B,2018_Metals_EnvironRes_10.3390-ijerph15081731,3,7,6,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5]"
P04085,B,2018_Metals_EnvironRes_10.3390-ijerph15081731,4,7,6,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5]"
P11136,B,2020_Li Q et al_EcotoxicolEnvironSaf_null,0,21,5,True,True,True,True,False,True,True,"[0, 1, 2, 3, 4]"
P11293,B,2021_土壤中_土壤_null,0,14,8,True,True,True,False,False,True,True,"[0, 1, 2, 3, 4, 5, 6, 7]"
P11293,B,2021_土壤中_土壤_null,1,4,4,True,False,False,False,False,True,False,"[0, 1, 2, 3]"
P11293,B,2021_土壤中_土壤_null,2,8,4,True,False,False,False,False,True,False,"[0, 1, 2, 3]"
P11293,B,2021_土壤中_土壤_null,3,19,4,True,False,False,True,False,True,False,"[0, 1, 2, 3]"
P11293,B,2021_土壤中_土壤_null,4,13,3,True,False,False,False,False,True,False,"[0, 1, 2]"
P11293,B,2021_土壤中_土壤_null,5,4,6,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5]"
P11293,B,2021_土壤中_土壤_null,6,2,5,False,False,True,True,False,True,False,"[0, 1, 2, 3, 4]"
P11293,B,2021_土壤中_土壤_null,7,4,4,False,False,False,False,False,False,False,"[0, 1, 2, 3]"
P11293,B,2021_土壤中_土壤_null,8,5,5,False,False,True,False,False,True,False,"[0, 1, 2, 3, 4]"
P11293,B,2021_土壤中_土壤_null,9,4,5,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4]"
P11293,B,2021_土壤中_土壤_null,10,12,3,True,False,True,False,True,True,False,"[0, 1, 2]"
P11293,B,2021_土壤中_土壤_null,11,5,11,False,False,False,False,True,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
P11293,B,2021_土壤中_土壤_null,12,13,3,True,False,False,False,False,True,False,"[0, 1, 2]"
P11293,B,2021_土壤中_土壤_null,13,6,5,True,False,False,True,False,True,False,"[0, 1, 2, 3, 4]"
P00764,B,2017_Wang Y et al_JSoilsSediments_10.1007-s11368-017-1762-9,0,50,4,True,False,True,False,False,True,False,"[0, 1, 2, 3]"
P00764,B,2017_Wang Y et al_JSoilsSediments_10.1007-s11368-017-1762-9,1,4,4,True,False,True,False,False,True,False,"[0, 1, 2, 3]"
P00764,B,2017_Wang Y et al_JSoilsSediments_10.1007-s11368-017-1762-9,2,6,2,True,False,True,True,False,True,False,"[0, 1]"
P01102,B,10.1016_j.chemosphere.2016.12.047,0,17,7,True,False,True,True,True,True,False,"[0, 1, 2, 3, 4, 5, 6]"
P01102,B,10.1016_j.chemosphere.2016.12.047,1,3,5,True,False,True,False,False,True,False,"[0, 1, 2, 3, 4]"
P01540,B,10.1016_j.jhazmat.2016.12.009,0,4,2,True,False,False,False,False,True,False,"[0, 1]"
P01540,B,10.1016_j.jhazmat.2016.12.009,1,9,2,True,False,False,False,True,True,False,"[0, 1]"
P01540,B,10.1016_j.jhazmat.2016.12.009,2,3,6,True,False,False,True,True,True,False,"[0, 1, 2, 3, 4, 5]"
P04056,B,10_3390_ijerph14101198,0,19,13,True,True,True,True,False,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]"
P04056,B,10_3390_ijerph14101198,1,11,4,True,True,False,True,False,True,True,"[0, 1, 2, 3]"
P00643,B,10.1007_s11356-016-6462-2,0,7,7,True,False,True,True,True,True,False,"[0, 1, 2, 3, 4, 5, 6]"
P00643,B,10.1007_s11356-016-6462-2,1,20,9,True,False,False,True,True,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
P00643,B,10.1007_s11356-016-6462-2,2,20,11,True,False,True,False,True,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
P00643,B,10.1007_s11356-016-6462-2,3,7,7,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6]"
P00643,B,10.1007_s11356-016-6462-2,4,21,18,True,False,True,False,True,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]"
P00650,B,2016_Hu S et al_EnvironSciPollutRes_10.1007-s11356-016-6701-6,0,4,5,True,False,True,True,False,True,False,"[0, 1, 2, 3, 4]"
P00650,B,2016_Hu S et al_EnvironSciPollutRes_10.1007-s11356-016-6701-6,1,7,6,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5]"
P00650,B,2016_Hu S et al_EnvironSciPollutRes_10.1007-s11356-016-6701-6,2,7,6,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5]"
P00650,B,2016_Hu S et al_EnvironSciPollutRes_10.1007-s11356-016-6701-6,3,8,6,True,False,False,True,False,True,False,"[0, 1, 2, 3, 4, 5]"
P00650,B,2016_Hu S et al_EnvironSciPollutRes_10.1007-s11356-016-6701-6,4,8,7,True,False,False,True,False,True,False,"[0, 1, 2, 3, 4, 5, 6]"
P02317,B,2016_Yan X et al_Radioprotection_10.1051-radiopro-2015022,0,8,10,True,True,False,False,True,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
P02317,B,2016_Yan X et al_Radioprotection_10.1051-radiopro-2015022,1,10,10,True,True,False,False,False,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
P02317,B,2016_Yan X et al_Radioprotection_10.1051-radiopro-2015022,2,5,2,False,False,False,False,False,False,False,"[0, 1]"
P02317,B,2016_Yan X et al_Radioprotection_10.1051-radiopro-2015022,3,10,5,True,True,False,False,False,True,True,"[0, 1, 2, 3, 4]"
P05261,B,10_1080_10406638_2016_1143847,0,2,8,True,True,True,False,False,True,True,"[0, 1, 2, 3, 4, 5, 6, 7]"
P05261,B,10_1080_10406638_2016_1143847,1,9,3,True,True,False,False,True,True,True,"[0, 1, 2]"
P07409,B,2016_Song M_JHazardMater_null,0,5,7,True,False,False,True,True,True,False,"[0, 1, 2, 3, 4, 5, 6]"
P07409,B,2016_Song M_JHazardMater_null,1,15,4,False,False,False,True,True,False,False,"[0, 1, 2, 3]"
P10878,B,2016_Zeng J et al_Chemosphere_null,0,16,4,True,True,True,True,False,True,True,"[0, 1, 2, 3]"
P00755,B,2008_Zhang Weihua et al_Nature_10.1007-s11368-015-1112-8,0,6,4,True,False,False,True,True,True,False,"[0, 1, 2, 3]"
P00755,B,2008_Zhang Weihua et al_Nature_10.1007-s11368-015-1112-8,1,18,12,True,False,False,True,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
P00761,B,10.1007_s11368-015-1341-x,0,3,8,False,False,False,True,True,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P00761,B,10.1007_s11368-015-1341-x,1,4,4,False,True,False,True,False,True,False,"[0, 1, 2, 3]"
P00761,B,10.1007_s11368-015-1341-x,2,10,15,True,True,True,True,False,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
P00761,B,10.1007_s11368-015-1341-x,3,10,4,True,True,False,True,False,True,True,"[0, 1, 2, 3]"
P01993,B,2015_Liu J et al_EnvironSciTechnol_10.1021-es5049804,0,14,14,True,True,True,True,True,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]"
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,0,18,6,False,True,False,True,False,True,False,"[0, 1, 2, 3, 4, 5]"
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,1,2,5,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4]"
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,2,10,7,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6]"
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,3,18,4,False,False,False,False,False,False,False,"[0, 1, 2, 3]"
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,4,18,4,False,True,False,True,False,True,False,"[0, 1, 2, 3]"
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,5,5,9,True,True,False,True,False,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,6,17,8,False,True,False,True,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P03165,B,2015_Wan J et al_Land_10.1371-journal.pone.0129978,0,13,3,True,False,True,True,False,True,False,"[0, 1, 2]"
P03165,B,2015_Wan J et al_Land_10.1371-journal.pone.0129978,1,4,7,True,False,True,False,True,True,False,"[0, 1, 2, 3, 4, 5, 6]"
P03165,B,2015_Wan J et al_Land_10.1371-journal.pone.0129978,2,4,6,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5]"
P03165,B,2015_Wan J et al_Land_10.1371-journal.pone.0129978,3,8,7,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6]"
P03328,B,2024_顾赟之_皮革制作与环保科技_10.20025-j.cnki.CN10-1679.2024-22-42,0,5,4,True,True,True,False,False,True,True,"[0, 1, 2, 3]"
P03328,B,2024_顾赟之_皮革制作与环保科技_10.20025-j.cnki.CN10-1679.2024-22-42,1,5,5,False,True,True,False,False,True,False,"[0, 1, 2, 3, 4]"
P03328,B,2024_顾赟之_皮革制作与环保科技_10.20025-j.cnki.CN10-1679.2024-22-42,2,9,7,True,False,True,True,False,True,False,"[0, 1, 2, 3, 4, 5, 6]"
P03328,B,2024_顾赟之_皮革制作与环保科技_10.20025-j.cnki.CN10-1679.2024-22-42,3,5,5,False,True,False,False,False,True,False,"[0, 1, 2, 3, 4]"
P03328,B,2024_顾赟之_皮革制作与环保科技_10.20025-j.cnki.CN10-1679.2024-22-42,4,5,5,False,True,True,False,False,True,False,"[0, 1, 2, 3, 4]"
P10812,B,2016_Chen F et al_JHazardMater_null,0,19,7,True,True,False,True,False,True,True,"[0, 1, 2, 3, 4, 5, 6]"
P10812,B,2016_Chen F et al_JHazardMater_null,1,18,8,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P10812,B,2016_Chen F et al_JHazardMater_null,2,36,12,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
P10812,B,2016_Chen F et al_JHazardMater_null,3,36,12,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
P10812,B,2016_Chen F et al_JHazardMater_null,4,19,12,False,True,False,True,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
P10812,B,2016_Chen F et al_JHazardMater_null,5,11,6,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5]"
P11554,B,2024_梁文煦_Unknown_null,0,6,4,True,False,False,False,False,True,False,"[0, 1, 2, 3]"
P11554,B,2024_梁文煦_Unknown_null,1,20,4,True,False,False,False,False,True,False,"[0, 1, 2, 3]"
P11554,B,2024_梁文煦_Unknown_null,2,9,4,True,False,False,False,False,True,False,"[0, 1, 2, 3]"
P11554,B,2024_梁文煦_Unknown_null,3,16,4,True,False,False,True,False,True,False,"[0, 1, 2, 3]"
P11554,B,2024_梁文煦_Unknown_null,4,9,2,False,True,True,False,False,True,False,"[0, 1]"
P11554,B,2024_梁文煦_Unknown_null,5,5,4,True,False,False,False,False,True,False,"[0, 1, 2, 3]"
P11554,B,2024_梁文煦_Unknown_null,6,5,3,False,False,False,False,False,False,False,"[0, 1, 2]"
P11554,B,2024_梁文煦_Unknown_null,7,10,2,False,False,False,False,False,False,False,"[0, 1]"
P11554,B,2024_梁文煦_Unknown_null,8,19,5,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4]"
P11554,B,2024_梁文煦_Unknown_null,9,3,2,True,False,True,False,False,True,False,"[0, 1]"
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,0,11,8,True,True,False,True,True,True,True,"[0, 1, 2, 3, 4, 5, 6, 7]"
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,1,39,14,True,True,False,True,True,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]"
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,2,14,4,True,True,False,False,True,True,True,"[0, 1, 2, 3]"
P00612,B,2014_Sun L et al_EnvironSciPollutRes_10.1007-s11356-014-3171-6,3,10,8,True,True,False,False,False,True,True,"[0, 1, 2, 3, 4, 5, 6, 7]"
P03120,B,2017_顾平_环境科学_10.13671-j.hjkxxb.2017.0404,0,3,11,True,False,False,True,True,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
P03120,B,2017_顾平_环境科学_10.13671-j.hjkxxb.2017.0404,1,6,4,True,False,True,True,False,True,False,"[0, 1, 2, 3]"
P04017,B,2014_Tang X et al_EnvironRes_10.3390-ijerph110303118,0,7,8,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P04017,B,2014_Tang X et al_EnvironRes_10.3390-ijerph110303118,1,7,5,True,False,False,True,False,True,False,"[0, 1, 2, 3, 4]"
P04017,B,2014_Tang X et al_EnvironRes_10.3390-ijerph110303118,2,7,4,False,False,False,False,False,False,False,"[0, 1, 2, 3]"
P00906,B,2013_Wei H et al_IntJEnvironSciTechnol_10.1007-s13762-013-0216-1,0,15,12,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
P01532,B,2013_Dong Z et al_JHazardMater_10.1016-j.jhazmat.2013.05.003,0,24,2,True,True,True,True,False,True,True,"[0, 1]"
P01532,B,2013_Dong Z et al_JHazardMater_10.1016-j.jhazmat.2013.05.003,1,8,5,True,False,False,True,False,True,False,"[0, 1, 2, 3, 4]"
P01532,B,2013_Dong Z et al_JHazardMater_10.1016-j.jhazmat.2013.05.003,2,6,6,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5]"
P01532,B,2013_Dong Z et al_JHazardMater_10.1016-j.jhazmat.2013.05.003,3,9,4,True,True,False,True,False,True,True,"[0, 1, 2, 3]"
P01532,B,2013_Dong Z et al_JHazardMater_10.1016-j.jhazmat.2013.05.003,4,4,6,True,False,False,True,False,True,False,"[0, 1, 2, 3, 4, 5]"
P02376,B,2014_Tangetal_ChemEcol_10.1080-02757540.2013.844798,0,10,7,True,True,False,False,False,True,True,"[0, 1, 2, 3, 4, 5, 6]"
P02376,B,2014_Tangetal_ChemEcol_10.1080-02757540.2013.844798,1,22,7,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6]"
P02376,B,2014_Tangetal_ChemEcol_10.1080-02757540.2013.844798,2,15,15,True,True,False,True,False,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
P06121,B,2008_Peng C et al_EnvironPollut_null,0,7,15,True,True,True,True,False,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
P06121,B,2008_Peng C et al_EnvironPollut_null,1,13,12,True,True,False,True,True,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
P06121,B,2008_Peng C et al_EnvironPollut_null,2,9,10,True,False,False,True,True,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
P06121,B,2008_Peng C et al_EnvironPollut_null,3,7,3,True,False,False,False,False,True,False,"[0, 1, 2]"
P06121,B,2008_Peng C et al_EnvironPollut_null,4,6,4,True,False,False,False,False,True,False,"[0, 1, 2, 3]"
P06840,B,2013_Peng C et al_EnvironPollut_null,0,7,15,True,True,True,True,False,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
P06840,B,2013_Peng C et al_EnvironPollut_null,1,13,12,True,True,False,True,True,True,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
P06840,B,2013_Peng C et al_EnvironPollut_null,2,9,10,True,False,False,True,True,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
P06840,B,2013_Peng C et al_EnvironPollut_null,3,7,3,True,False,False,False,False,True,False,"[0, 1, 2]"
P06840,B,2013_Peng C et al_EnvironPollut_null,4,6,4,True,False,False,False,False,True,False,"[0, 1, 2, 3]"
P06898,B,2013_Zhong M et al_EnvironPollut_null,0,13,5,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4]"
P06898,B,2013_Zhong M et al_EnvironPollut_null,1,13,7,True,False,False,True,False,True,False,"[0, 1, 2, 3, 4, 5, 6]"
P06898,B,2013_Zhong M et al_EnvironPollut_null,2,40,9,True,False,True,True,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
P06898,B,2013_Zhong M et al_EnvironPollut_null,3,27,8,True,False,False,True,True,True,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P06898,B,2013_Zhong M et al_EnvironPollut_null,4,6,4,True,False,False,False,False,True,False,"[0, 1, 2, 3]"
P00742,B,2012_Wang K et al_JSoilsSediments_10.1007-s11368-012-0471-7,0,20,2,True,True,True,True,False,True,True,"[0, 1]"
P00742,B,2012_Wang K et al_JSoilsSediments_10.1007-s11368-012-0471-7,1,11,4,True,False,False,True,False,True,False,"[0, 1, 2, 3]"
P00742,B,2012_Wang K et al_JSoilsSediments_10.1007-s11368-012-0471-7,2,18,7,True,True,False,True,False,True,True,"[0, 1, 2, 3, 4, 5, 6]"
P01428,B,2012_Cui C et al_EnvironToxicol_10.1016-j.etap.2012.05.009,0,9,11,True,False,True,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
P01428,B,2012_Cui C et al_EnvironToxicol_10.1016-j.etap.2012.05.009,1,17,5,True,False,True,False,True,True,False,"[0, 1, 2, 3, 4]"
P01428,B,2012_Cui C et al_EnvironToxicol_10.1016-j.etap.2012.05.009,2,31,3,True,False,False,True,True,True,False,"[0, 1, 2]"
P01428,B,2012_Cui C et al_EnvironToxicol_10.1016-j.etap.2012.05.009,3,17,10,True,False,False,False,True,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
P02268,B,10_1039_c2em30433c,0,19,11,False,False,False,False,True,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
P02268,B,10_1039_c2em30433c,1,12,6,True,True,True,False,True,True,True,"[0, 1, 2, 3, 4, 5]"
P02368,B,2012_Wang X S et al_IntJEnvironStud_10.1080-00207233.2012.702414,0,19,7,True,True,False,True,False,True,True,"[0, 1, 2, 3, 4, 5, 6]"
P02368,B,2012_Wang X S et al_IntJEnvironStud_10.1080-00207233.2012.702414,1,7,7,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6]"
P02368,B,2012_Wang X S et al_IntJEnvironStud_10.1080-00207233.2012.702414,2,4,9,False,False,False,True,False,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
P02368,B,2012_Wang X S et al_IntJEnvironStud_10.1080-00207233.2012.702414,3,2,6,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5]"
P03109,B,2015_叶昊_土壤_10.13421-j.cnki.hjwsxzz.2015.03.025,0,11,6,True,False,False,False,True,True,False,"[0, 1, 2, 3, 4, 5]"
P03109,B,2015_叶昊_土壤_10.13421-j.cnki.hjwsxzz.2015.03.025,1,7,6,True,True,False,False,True,True,True,"[0, 1, 2, 3, 4, 5]"
P11676,B,2014_英文并_土壤_null,0,12,6,False,True,True,False,False,True,False,"[0, 1, 2, 3, 4, 5]"
P11676,B,2014_英文并_土壤_null,1,28,4,True,True,False,False,False,True,True,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,2,37,4,True,True,False,False,False,True,True,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,3,7,5,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4]"
P11676,B,2014_英文并_土壤_null,4,24,4,True,True,False,False,False,True,True,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,5,30,5,True,True,True,False,False,True,True,"[0, 1, 2, 3, 4]"
P11676,B,2014_英文并_土壤_null,6,5,3,False,False,False,False,False,False,False,"[0, 1, 2]"
P11676,B,2014_英文并_土壤_null,7,5,4,False,False,False,False,False,False,False,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,8,5,4,False,False,False,False,False,False,False,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,9,5,4,False,False,False,False,False,False,False,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,10,32,5,True,True,True,False,False,True,True,"[0, 1, 2, 3, 4]"
P11676,B,2014_英文并_土壤_null,11,5,3,False,False,False,False,False,False,False,"[0, 1, 2]"
P11676,B,2014_英文并_土壤_null,12,5,3,False,False,False,False,False,False,False,"[0, 1, 2]"
P11676,B,2014_英文并_土壤_null,13,5,3,False,False,False,False,False,False,False,"[0, 1, 2]"
P11676,B,2014_英文并_土壤_null,14,5,4,False,False,False,False,False,False,False,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,15,31,4,True,True,True,False,False,True,True,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,16,4,4,False,False,False,False,False,False,False,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,17,4,4,False,False,False,False,False,False,False,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,18,4,4,False,False,False,False,False,False,False,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,19,4,4,False,False,False,False,False,False,False,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,20,4,4,True,True,True,True,False,True,True,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,21,27,5,True,True,False,False,False,True,True,"[0, 1, 2, 3, 4]"
P11676,B,2014_英文并_土壤_null,22,29,5,True,True,True,True,False,True,True,"[0, 1, 2, 3, 4]"
P11676,B,2014_英文并_土壤_null,23,29,5,True,True,True,True,False,True,True,"[0, 1, 2, 3, 4]"
P11676,B,2014_英文并_土壤_null,24,18,5,True,True,True,False,False,True,True,"[0, 1, 2, 3, 4]"
P11676,B,2014_英文并_土壤_null,25,19,5,True,True,True,False,False,True,True,"[0, 1, 2, 3, 4]"
P11676,B,2014_英文并_土壤_null,26,5,3,True,False,True,False,False,True,False,"[0, 1, 2]"
P11676,B,2014_英文并_土壤_null,27,14,4,True,True,False,False,False,True,True,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,28,19,5,True,True,True,False,False,True,True,"[0, 1, 2, 3, 4]"
P11676,B,2014_英文并_土壤_null,29,6,4,True,False,True,False,False,True,False,"[0, 1, 2, 3]"
P11676,B,2014_英文并_土壤_null,30,13,5,True,True,False,False,False,True,True,"[0, 1, 2, 3, 4]"
P11676,B,2014_英文并_土壤_null,31,19,4,True,True,True,False,False,True,True,"[0, 1, 2, 3]"
P03287,B,2009_杨传杰_环境科学_10.16507-j.issn.1006-6055.2009.02.042,0,5,5,True,False,True,False,False,True,False,"[0, 1, 2, 3, 4]"
P11191,B,2020_李婷_环境科学_null,0,24,5,True,False,True,False,False,True,False,"[0, 1, 2, 3, 4]"
P11191,B,2020_李婷_环境科学_null,1,17,3,True,True,False,False,False,True,True,"[0, 1, 2]"
P11191,B,2020_李婷_环境科学_null,2,7,2,True,False,False,False,False,True,False,"[0, 1]"
P11191,B,2020_李婷_环境科学_null,3,35,3,True,True,False,False,False,True,True,"[0, 1, 2]"
P11191,B,2020_李婷_环境科学_null,4,15,3,True,False,False,True,False,True,False,"[0, 1, 2]"
P11191,B,2020_李婷_环境科学_null,5,8,9,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
P11191,B,2020_李婷_环境科学_null,6,11,8,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P11191,B,2020_李婷_环境科学_null,7,8,8,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P11191,B,2020_李婷_环境科学_null,8,12,9,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
P11191,B,2020_李婷_环境科学_null,9,8,8,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P11191,B,2020_李婷_环境科学_null,10,10,8,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P11191,B,2020_李婷_环境科学_null,11,8,8,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P11191,B,2020_李婷_环境科学_null,12,10,8,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P11191,B,2020_李婷_环境科学_null,13,7,8,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P11191,B,2020_李婷_环境科学_null,14,6,8,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P11191,B,2020_李婷_环境科学_null,15,7,9,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8]"
P11191,B,2020_李婷_环境科学_null,16,10,8,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P11191,B,2020_李婷_环境科学_null,17,10,8,True,False,False,False,False,True,False,"[0, 1, 2, 3, 4, 5, 6, 7]"
P11191,B,2020_李婷_环境科学_null,18,3,7,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6]"
P11191,B,2020_李婷_环境科学_null,19,4,7,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6]"
P11191,B,2020_李婷_环境科学_null,20,14,6,True,True,True,True,False,True,True,"[0, 1, 2, 3, 4, 5]"
P11191,B,2020_李婷_环境科学_null,21,6,2,False,True,True,False,False,True,False,"[0, 1]"
P11191,B,2020_李婷_环境科学_null,22,7,5,False,True,True,False,False,True,False,"[0, 1, 2, 3, 4]"
P11191,B,2020_李婷_环境科学_null,23,9,5,True,True,True,False,False,True,True,"[0, 1, 2, 3, 4]"
P11191,B,2020_李婷_环境科学_null,24,4,7,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5, 6]"
P11191,B,2020_李婷_环境科学_null,25,3,6,False,False,False,False,False,False,False,"[0, 1, 2, 3, 4, 5]"
P00242,B,2011_Lopez B N et al_ArchEnvironContamToxicol_10.1007-s00244-010-9590-6,0,30,6,True,True,False,True,True,True,True,"[0, 1, 2, 3, 4, 5]"
P00242,B,2011_Lopez B N et al_ArchEnvironContamToxicol_10.1007-s00244-010-9590-6,1,23,6,True,True,False,False,True,True,True,"[0, 1, 2, 3, 4, 5]"
P00242,B,2011_Lopez B N et al_ArchEnvironContamToxicol_10.1007-s00244-010-9590-6,2,13,5,True,False,False,False,True,True,False,"[0, 1, 2, 3, 4]"
P00242,B,2011_Lopez B N et al_ArchEnvironContamToxicol_10.1007-s00244-010-9590-6,3,14,6,True,False,False,True,True,True,False,"[0, 1, 2, 3, 4, 5]"
P00242,B,2011_Lopez B N et al_ArchEnvironContamToxicol_10.1007-s00244-010-9590-6,4,12,6,True,False,False,True,True,True,False,"[0, 1, 2, 3, 4, 5]"
P00242,B,2011_Lopez B N et al_ArchEnvironContamToxicol_10.1007-s00244-010-9590-6,5,33,6,True,True,False,True,True,True,True,"[0, 1, 2, 3, 4, 5]"
