DOI,Source,Latitude,Longitude,Province,Pollution_Type,SoilpH,pH,OC_pct,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,标签_生产,标签_生态,标签,id_DOI,id_Source,split_source,is_synthetic
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,24.53416388888889,101.03071666666666,云南,OP,,,19.05,159.89501001370428,1.172698380410067,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,24.50260555555555,100.99224166666669,云南,OP,,,19.05,87.90447525507145,0.6180403909377244,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,33.858333333333334,107.46661111111112,陕西,OP,,,19.05,113.23669409691604,1.7343943832036088,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,33.879444444444445,107.41061111111112,陕西,OP,,,19.05,260.47822120678484,4.615902343208686,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,33.911722222222224,107.43411111111112,陕西,OP,,,19.05,302.8611681544139,5.137097972636481,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,33.89480555555556,107.41533333333334,陕西,OP,,,19.05,157.6479451015449,4.5453137088350655,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,40.815416666666664,117.60605555555556,内蒙古,OP,,,19.05,143.12565788369247,2.591628845319708,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,40.821583333333336,117.61291666666666,内蒙古,OP,,,19.05,100.009414757122,3.839964560746729,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,40.828388888888895,117.60952777777776,内蒙古,OP,,,19.05,121.51874087716908,0.1338027618948792,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,40.831027777777784,117.59697222222222,内蒙古,OP,,,19.05,295.96716450631243,8.015459157454224,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,42.140166666666666,128.13019444444444,吉林,OP,,,19.05,75.61497911464505,1.659538149970112,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,42.07508333333334,128.06577777777778,吉林,OP,,,19.05,213.3380516958734,5.253968376514729,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,42.05744444444444,128.06702777777778,吉林,OP,,,19.05,154.6853772770534,1.8130229221005945,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,42.25655555555556,127.88697222222224,吉林,OP,,,19.05,237.92286058272396,5.160029544970821,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,31.085483333333332,115.77723333333331,湖北,OP,,,19.05,79.35720867096398,1.2532430864500017,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,31.097666666666665,115.77105,湖北,OP,,,19.05,261.75977265683474,6.379663333542156,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,23.168438333333334,112.53864333333333,广东,OP,,,19.05,24.623531786378624,0.1339998313185481,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,23.172165,112.53102166666666,广东,OP,,,19.05,62.24124748879762,0.8616337088235959,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,23.177246666666665,112.52394166666669,广东,OP,,,19.05,55.99376903551689,0.8507005850329198,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,51.837472222222225,123.60994444444444,黑龙江,OP,,,19.05,250.66471400863844,1.4478011200962029,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,52.94925,122.96244444444444,黑龙江,OP,,,19.05,161.2712050098756,0.8706471115979725,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,49.54091666666667,123.51427777777778,黑龙江,OP,,,19.05,191.29455454366231,2.063128796904095,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,25.64313888888889,118.22175,福建,OP,,,19.05,97.49052380965094,1.4388706001078198,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,Syed2017_SciRep_ChineseForestPAH,real_model_ready,False
