group,mean_abs_shap,mean_signed,n_features,members,direction,contribution_share,category
PAHs_total(族群),8e-06,8.199219021510894e-06,1,['x_family_PAHs_total'],positive,2.6e-05,family_contribution
PAEs_total(族群),1e-06,-1.2614520551836437e-06,1,['x_family_PAEs_total'],negative,4e-06,family_contribution
PCBs_total(族群),1e-06,-8.392036045783962e-07,1,['x_family_PCBs_total'],negative,3e-06,family_contribution
PFAS_total(族群),0.0,1.8604832923369832e-07,1,['x_family_PFAS_total'],positive,1e-06,family_contribution
PBDEs_total(族群),0.0,-1.5577564648817348e-07,1,['x_family_PBDEs_total'],negative,0.0,family_contribution
