source_file,source_version,source_row_id,track_raw,track_normalized,factor_name_raw,level1_category,scenario,land_use_target,threshold_text,unit,standard_source,standard_level,risk_level,notes,factor_name_norm
20251015_V1.6合并版,V1.6,1,人工牧草地,both,土壤容重,,北方草原区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,2,旱地,both,土壤容重,,北方草原区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,3,旱地,both,土壤容重,,中部山地丘陵区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,4,人工牧草地,both,土壤容重,,中部山地丘陵区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,5,旱地,both,土壤容重,,西南山地丘陵区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,6,人工牧草地,both,土壤容重,,西南山地丘陵区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,7,水浇地,both,土壤容重,,西北干旱区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,8,水浇地,both,土壤容重,,青藏高原区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,9,园地,both,土壤容重,,东北山丘平原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,10,有林地,both,土壤容重,,东北山丘平原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,11,灌木林地,both,土壤容重,,东北山丘平原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,12,其他草地,both,土壤容重,,东北山丘平原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,13,园地,both,土壤容重,,黄淮海平原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,14,其他草地,both,土壤容重,,黄淮海平原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,15,园地,both,土壤容重,,长江中下游平原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,16,其他草地,both,土壤容重,,长江中下游平原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,17,旱地,both,土壤容重,,东南沿海山地丘陵区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,18,园地,both,土壤容重,,东南沿海山地丘陵区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,19,人工牧草地,both,土壤容重,,黄土高原区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,20,水浇地,both,土壤容重,,黄土高原区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,21,人工牧草地,both,土壤容重,,东南沿海山地丘陵区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,22,水田,both,土壤容重,,东南沿海山地丘陵区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,23,水田,both,土壤容重,,东北山丘平原区,生产,≤1.3g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,24,其他林地,both,土壤容重,,西南山地丘陵区,生产,≤1.3g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,25,旱地,both,土壤容重,,东北山丘平原区,生产,≤1.35g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,26,水浇地,both,土壤容重,,黄淮海平原区,生产,≤1.35g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,27,水田,both,土壤容重,,黄淮海平原区,生产,≤1.35g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,28,水浇地,both,土壤容重,,长江中下游平原区,生产,≤1.35g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,29,水田,both,土壤容重,,长江中下游平原区,生产,≤1.35g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,30,水浇地,both,土壤容重,,北方草原区,生产,≤1.35g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,31,其他草地,both,土壤容重,,东南沿海山地丘陵区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,32,水浇地,both,土壤容重,,中部山地丘陵区,生产,≤1.35g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,33,水浇地,both,土壤容重,,西南山地丘陵区,生产,≤1.35g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,34,水田,both,土壤容重,,西南山地丘陵区,生产,≤1.35g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,35,人工牧草地,both,土壤容重,,东北山丘平原区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,36,旱地,both,土壤容重,,黄淮海平原区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,37,人工牧草地,both,土壤容重,,黄淮海平原区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,38,旱地,both,土壤容重,,长江中下游平原区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,39,人工牧草地,both,土壤容重,,长江中下游平原区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,40,水浇地,both,土壤容重,,东南沿海山地丘陵区,生产,≤1.4g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,41,水田,both,土壤容重,,中部山地丘陵区,生产,≤1.35g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,42,旱地,both,土壤容重,,黄土高原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,43,水浇地,both,土壤容重,,东北山丘平原区,生产,≤1.3g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,44,园地,both,土壤容重,,北方草原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,45,有林地,both,土壤容重,,北方草原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,46,灌木林地,both,土壤容重,,北方草原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,47,其他林地,both,土壤容重,,北方草原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,48,有林地,both,土壤容重,,中部山地丘陵区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,49,灌木林地,both,土壤容重,,中部山地丘陵区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,50,其他林地,both,土壤容重,,中部山地丘陵区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,51,有林地,both,土壤容重,,西南山地丘陵区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,52,园地,both,土壤容重,,西北干旱区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,53,其他林地,both,土壤容重,,黄土高原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,54,其他草地,both,土壤容重,,西北干旱区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,55,有林地,both,土壤容重,,西北干旱区,生产,≤1.55g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,56,灌木林地,both,土壤容重,,西北干旱区,生产,≤1.55g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,57,其他林地,both,土壤容重,,西北干旱区,生产,≤1.55g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,58,有林地,both,土壤容重,,青藏高原区,生产,≤1.55g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,59,灌木林地,both,土壤容重,,青藏高原区,生产,≤1.55g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,60,其他林地,both,土壤容重,,青藏高原区,生产,≤1.55g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,61,其他草地,both,土壤容重,,青藏高原区,生产,≤1.55g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,62,其他草地,both,土壤容重,,黄土高原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,63,园地,both,土壤容重,,青藏高原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,64,灌木林地,both,土壤容重,,黄土高原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,65,灌木林地,both,土壤容重,,西南山地丘陵区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,66,园地,both,土壤容重,,黄土高原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,67,有林地,both,土壤容重,,黄土高原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,68,园地,both,土壤容重,,中部山地丘陵区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,69,其他草地,both,土壤容重,,中部山地丘陵区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,70,园地,both,土壤容重,,西南山地丘陵区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,71,其他草地,both,土壤容重,,西南山地丘陵区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,72,旱地,both,土壤容重,,西北干旱区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,73,旱地,both,土壤容重,,青藏高原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,74,人工牧草地,both,土壤容重,,青藏高原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,75,有林地,both,土壤容重,,黄淮海平原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,76,人工牧草地,both,土壤容重,,西北干旱区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,77,其他草地,both,土壤容重,,北方草原区,生产,≤1.45g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,78,灌木林地,both,土壤容重,,黄淮海平原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,79,灌木林地,both,土壤容重,,东南沿海山地丘陵区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,80,有林地,both,土壤容重,,东南沿海山地丘陵区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,81,其他林地,both,土壤容重,,长江中下游平原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,82,其他林地,both,土壤容重,,东南沿海山地丘陵区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,83,有林地,both,土壤容重,,长江中下游平原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,84,其他林地,both,土壤容重,,黄淮海平原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,85,灌木林地,both,土壤容重,,长江中下游平原区,生产,≤1.5g/cm³,g/cm³,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,SoilBD_gcm3
20251015_V1.6合并版,V1.6,86,其他草地,both,土壤质地,,北方草原区,生产,砂土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,87,水浇地,both,土壤质地,,东北山丘平原区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,88,旱地,both,土壤质地,,东北山丘平原区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,89,其他林地,both,土壤质地,,东北山丘平原区,生产,砂土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,90,其他草地,both,土壤质地,,东北山丘平原区,生产,砂土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,91,园地,both,土壤质地,,北方草原区,生产,砂土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,92,人工牧草地,both,土壤质地,,北方草原区,生产,砂土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,93,园地,both,土壤质地,,黄淮海平原区,生产,砂土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,94,其他林地,both,土壤质地,,西南山地丘陵区,生产,砂土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,95,灌木林地,both,土壤质地,,黄淮海平原区,生产,砂土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,96,其他林地,both,土壤质地,,黄淮海平原区,生产,砂土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,97,有林地,both,土壤质地,,北方草原区,生产,砂土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,98,灌木林地,both,土壤质地,,北方草原区,生产,砂土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,99,其他林地,both,土壤质地,,北方草原区,生产,砂土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,100,有林地,both,土壤质地,,西南山地丘陵区,生产,砂土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,101,灌木林地,both,土壤质地,,西南山地丘陵区,生产,砂土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,102,水田,both,土壤质地,,东北山丘平原区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,103,有林地,both,土壤质地,,黄淮海平原区,生产,砂土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,104,人工牧草地,both,土壤质地,,东北山丘平原区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,105,园地,both,土壤质地,,东北山丘平原区,生产,砂土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,106,人工牧草地,both,土壤质地,,东南沿海山地丘陵区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,107,其他草地,both,土壤质地,,黄土高原区,生产,砂土至壤粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,108,园地,both,土壤质地,,西南山地丘陵区,生产,砂质壤土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,109,水田,both,土壤质地,,西南山地丘陵区,生产,砂质壤土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,110,水浇地,both,土壤质地,,西南山地丘陵区,生产,砂质壤土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,111,旱地,both,土壤质地,,西南山地丘陵区,生产,砂质壤土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,112,水田,both,土壤质地,,东南沿海山地丘陵区,生产,砂质壤土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,113,水浇地,both,土壤质地,,东南沿海山地丘陵区,生产,砂质壤土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,114,旱地,both,土壤质地,,东南沿海山地丘陵区,生产,砂质壤土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,115,人工牧草地,both,土壤质地,,长江中下游平原区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,116,水田,both,土壤质地,,长江中下游平原区,生产,砂质壤土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,117,旱地,both,土壤质地,,长江中下游平原区,生产,砂质壤土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,118,人工牧草地,both,土壤质地,,西南山地丘陵区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,119,人工牧草地,both,土壤质地,,中部山地丘陵区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,120,水田,both,土壤质地,,中部山地丘陵区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,121,水浇地,both,土壤质地,,中部山地丘陵区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,122,旱地,both,土壤质地,,中部山地丘陵区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,123,水浇地,both,土壤质地,,北方草原区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,124,旱地,both,土壤质地,,北方草原区,生产,砂质壤土至砂质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,125,水浇地,both,土壤质地,,长江中下游平原区,生产,砂质壤土至壤质粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,126,其他草地,both,土壤质地,,中部山地丘陵区耕地,生产,砂土至壤粘土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
20251015_V1.6合并版,V1.6,127,其他草地,both,土壤质地,,东南沿海山地丘陵区耕地,生产,砂土至壤质砂土,/,土壤复垦质量控制标准TD/T1036-2013,行业标准,低风险,土地复垦要求,土壤质地
