DOI,Source,Latitude,Longitude,Province,Pollution_Type,SoilpH,pH,OC_pct,Cd_mgkg,Pb_mgkg,As_mgkg,Cr_mgkg,Hg_mgkg,Cu_mgkg,Zn_mgkg,Ni_mgkg,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,标签_生产,标签_生态,标签,id_DOI,id_Source,split_source,is_synthetic
10.3390/toxics14010049,Pollution and Health Risk Evaluation at an Abandoned Industrial Site in China,,,河南,HM+OP,6.5,,,0.19,14.03,11.11,,0.052,26.92,71.19,44.33,475000.0,4000.0,,,,,,,,,,,1,1,1,10.3390/toxics14010049,Pollution and Health Risk Evaluation at an Abandoned Industrial Site in China,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,Spatial assessment of farmland soil pollution and its potential human health risks in China,,,,HM+OP,,,,0.55,39.27,,68.45,,33.77,97.01,,390.0,30.0,,50.0,,20.0,,,,,,,1,0,1,10.1016/j.scitotenv.2019.05.291,Spatial assessment of farmland soil pollution and its potential human health risks in China,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,27.20761775970459,,,,,,,,,,3.531153834366086,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,24.502605555555554,100.99224166666669,,HM+OP,,,6.873751401901245,,,,,,,,,,0.6180403909377244,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,18.785144805908203,,,,,,,,,,3.1167842463006012,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,24.018115043640137,,,,,,,,,,20.208920270034863,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,33.11628532409668,,,,,,,,,,10.013447656088331,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,23.530420303344727,,,,,,,,,,22.138049208192857,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,31.62697410583496,,,,,,,,,,14.522874083077957,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,40.828388888888895,117.60952777777776,,HM+OP,,,11.590449810028076,,,,,,,,,,0.1338027618948792,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,41.886587142944336,,,,,,,,,,10.002157423709711,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,28.08459758758545,,,,,,,,,,14.530892712623473,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,17.170090436935425,,,,,,,,,,9.821417963296192,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,27.96712875366211,,,,,,,,,,19.986682840939267,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,25.015448570251465,,,,,,,,,,14.231864308480471,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,42.25655555555556,127.88697222222224,,HM+OP,,,12.673405170440674,,,,,,,,,,5.160029544970821,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,28.97359848022461,,,,,,,,,,9.452790925109596,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,7.400262117385864,,,,,,,,,,3.012258714162619,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,31.085483333333332,115.77723333333331,,HM+OP,,,3.571417450904846,,,,,,,,,,1.2532430864500017,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,4.343012094497681,,,,,,,,,,1.065255971317178,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,6.948652744293213,,,,,,,,,,1.7251748869944437,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,23.177246666666665,112.52394166666669,,HM+OP,,,3.222737669944763,,,,,,,,,,0.8507005850329198,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,6.31030011177063,,,,,,,,,,2.0467740354374904,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,37.28255653381348,,,,,,,,,,3.293994922831331,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,32.6507625579834,,,,,,,,,,1.820342740213326,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,25.649413888888887,118.22413888888887,,HM+OP,,,11.584070682525637,,,,,,,,,,1.6867896933127964,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,42.117393493652344,,,,,,,,,,0.9369670340750188,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,39.30778694152832,,,,,,,,,,5.01187764690814,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
