DOI,Source,Latitude,Longitude,Province,Pollution_Type,SoilpH,pH,OC_pct,Cd_mgkg,Pb_mgkg,As_mgkg,Cr_mgkg,Hg_mgkg,Cu_mgkg,Zn_mgkg,Ni_mgkg,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,标签_生产,标签_生态,标签,id_DOI,id_Source,split_source,is_synthetic
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,27.895516666666666,108.71501944444444,,HM+OP,,,24.700450897216797,,,,,,,,,,12.609474333053225,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,42.79267692565918,,,,,,,,,,22.534553096400497,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,28.09895420074463,,,,,,,,,,24.364772668641148,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,33.11587333679199,,,,,,,,,,9.552270633439663,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,29.57033348083496,,,,,,,,,,20.87401995799994,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,25.277749061584473,,,,,,,,,,3.432563430298033,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,30.13501262664795,,,,,,,,,,5.3807076101710285,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,25.943413734436035,,,,,,,,,,2.3032667439848953,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,9.503305435180664,,,,,,,,,,1.0193631274418995,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,31.241416931152344,,,,,,,,,,5.250293739763063,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,44.19725,118.71813888888887,,HM+OP,,,6.335536956787109,,,,,,,,,,0.4595235250414046,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,26.676735877990723,,,,,,,,,,3.251531412016213,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,44.26869444444444,118.41411111111113,,HM+OP,,,3.5711525678634644,,,,,,,,,,2.078222916997803,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,24.182852745056152,,,,,,,,,,14.909222804188142,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,33.68697222222222,105.68211111111113,,HM+OP,,,17.317130088806152,,,,,,,,,,3.3633786546729016,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,36.3618049621582,,,,,,,,,,45.032268081671496,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,15.96159553527832,,,,,,,,,,2.438942473972307,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,26.577491666666667,114.14164722222225,,HM+OP,,,8.379902362823486,,,,,,,,,,1.6942218585213251,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,21.141716815531257,,,,,,,,,,1.9363765255902128,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,29.651397705078125,,,,,,,,,,4.34337225490437,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,37.17579078674317,,,,,,,,,,6.837929878361897,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,26.370841666666667,108.18102222222224,,HM+OP,,,10.86256504058838,,,,,,,,,,4.388522846171662,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,44.610948944091795,,,,,,,,,,5.1920239935910795,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,27.583022222222223,102.39274722222224,,HM+OP,,,17.16531467437744,,,,,,,,,,25.588230851906097,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,38.14200973510742,,,,,,,,,,49.32576488118908,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,27.572325,102.36735555555556,,HM+OP,,,43.64612579345703,,,,,,,,,,22.360972331081303,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,44.237430572509766,,,,,,,,,,0.5521273042602107,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,2.39222800731659,,,,,,,,,,0.4818040371392019,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,3.994364857673645,,,,,,,,,,0.848622951081479,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,27.86938888888889,119.18666666666668,,HM+OP,,,5.993229389190674,,,,,,,,,,1.2734822974072515,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,5.229257345199585,,,,,,,,,,3.1818882503251413,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,45.389694444444444,127.68025,,HM+OP,,,16.06713628768921,,,,,,,,,,24.45601708217131,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,21.48506259918213,,,,,,,,,,11.579150457374704,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,42.578376388549806,,,,,,,,,,1.2046986027178983,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,38.70761489868164,,,,,,,,,,1.0672966206416412,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,42.44033333333333,117.51197222222224,,HM+OP,,,10.317627429962158,,,,,,,,,,5.98818559828821,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,32.174593925476074,,,,,,,,,,5.782126214173028,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,19.61052417755127,,,,,,,,,,18.94776638777021,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,24.401999473571777,,,,,,,,,,13.392005841904018,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,31.763716666666667,110.48833333333332,,HM+OP,,,9.27437448501587,,,,,,,,,,1.942456501192653,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,37.67722129821777,,,,,,,,,,10.94256354758854,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,31.15252113342285,,,,,,,,,,24.256279703944816,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,31.441666666666666,110.2983,,HM+OP,,,14.773986339569092,,,,,,,,,,2.3420629617913855,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,34.65235614776611,,,,,,,,,,3.937347563389061,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,21.87996111111111,107.9184027777778,,HM+OP,,,6.9564409255981445,,,,,,,,,,1.395739506838387,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,16.144585609436035,,,,,,,,,,4.251878081832356,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,40.95779609680176,,,,,,,,,,2.9397856069858017,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,15.526678085327148,,,,,,,,,,1.3977624626219405,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,38.73469444444444,105.91241666666669,,HM+OP,,,11.719676971435549,,,,,,,,,,13.227575264653632,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,18.46900749206543,,,,,,,,,,11.096771218527063,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,12.694390773773192,,,,,,,,,,17.043761355501225,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,5.164010286331177,,,,,,,,,,3.404845357161733,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,10.051438331604004,,,,,,,,,,3.4757639310030104,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,27.41338703632355,,,,,,,,,,4.75949783958391,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,19.05,,,,,,,,,,2.32521292007922,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,28.023051261901855,,,,,,,,,,19.71793682304887,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,30.400588989257812,,,,,,,,,,23.687741379592712,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,37.40334510803223,,,,,,,,,,27.63426521435173,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,37.14273643493652,,,,,,,,,,19.409298291186147,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,36.256059646606445,,,,,,,,,,16.63741753038574,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,,19.05,,,,,,,,,,0.03,,,,,,,,,,,0,0,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,32.7026,118.3505,,HM+OP,,,,,,,,,,,,,0.0039,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,32.6196,116.606,,HM+OP,,,,,,,,,,,,,0.00084,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,40.0021,116.4018,,HM+OP,,,,,,,,,,,,,0.0743,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,40.1343,116.5393,,HM+OP,,,,,,,,,,,,,0.0231,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,39.5647,116.524,,HM+OP,,,,,,,,,,,,,0.00019,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,39.7595,116.7249,,HM+OP,,,,,,,,,,,,,5.5e-05,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,24.8933,118.6111,,HM+OP,,,,,,,,,,,,,0.0202,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,24.5203,118.1063,,HM+OP,,,,,,,,,,,,,0.0094,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,24.7955,118.2318,,HM+OP,,,,,,,,,,,,,0.0031,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,23.5525,112.988,,HM+OP,,,,,,,,,,,,,0.053,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,23.471,116.7636,,HM+OP,,,,,,,,,,,,,0.0265,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,23.578,116.8801,,HM+OP,,,,,,,,,,,,,0.0072,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,23.0344,113.7456,,HM+OP,,,,,,,,,,,,,0.01634,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,22.9922,113.3161,,HM+OP,,,,,,,,,,,,,0.007,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,38.96,116.7316,,HM+OP,,,,,,,,,,,,,0.0052,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,22.6002,113.9553,,HM+OP,,,,,,,,,,,,,0.0034,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,22.7652,113.9592,,HM+OP,,,,,,,,,,,,,0.0084,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,22.5234,114.0984,,HM+OP,,,,,,,,,,,,,0.015,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,22.7652,113.9592,,HM+OP,,,,,,,,,,,,,0.00836,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,22.3571,113.5108,,HM+OP,,,,,,,,,,,,,0.0124,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
10.1016/j.scitotenv.2019.05.291,SI_table:1,22.5597,113.3994,,HM+OP,,,,,,,,,,,,,0.0026,,,,,,,,,,,0,0,0,10.1016/j.scitotenv.2019.05.291,SI_table:1,real_model_ready,False
