DOI,Source,Latitude,Longitude,Province,Pollution_Type,SoilpH,pH,OC_pct,Cd_mgkg,Pb_mgkg,As_mgkg,Cr_mgkg,Hg_mgkg,Cu_mgkg,Zn_mgkg,Ni_mgkg,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,标签,id_DOI,id_Source,split_source,is_synthetic
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False
10.1007/s11356-015-5249-1,"Temporal trends and risk assessment of polychlorinated biphenyls and heavy metals in a solid waste site in Taizhou, China",29.1053,121.5286,Zhejiang,HM+OP,,,,1.1,132.46,,408.28,1.45,300.3,59.46,36.24,,,,,6902.9,,,,,,,,1,10.1007/s11356-015-5249-1,"Temporal trends and risk assessment of polychlorinated biphenyls and heavy metals in a solid waste site in Taizhou, China",real_model_ready,False
10.21203/rs.3.rs-1769519/v1,"Combined Pollution of Heavy Metals and Polycyclic Aromatic Hydrocarbons in the soil in Shenfu Region, China - A Case of Three Different Cities",,,Liaoning,HM+OP,,,,,31.39,8.39,104.57,,45.51,110.23,37.01,3906.68,,,,,,,,,,2193.11,1713.56,1,10.21203/rs.3.rs-1769519/v1,"Combined Pollution of Heavy Metals and Polycyclic Aromatic Hydrocarbons in the soil in Shenfu Region, China - A Case of Three Different Cities",real_model_ready,False
10.1016/j.envpol.2021.117191,A novel method to analyze the spatial distribution and potential sources of pollutant combinations in the soil of Beijing urban parks,,,Beijing,HM+OP,8.4,,,0.52,50.05,,254.8,,52.8,178.6,,3798.485,,,,,,,,,,376.91,95.46,1,10.1016/j.envpol.2021.117191,A novel method to analyze the spatial distribution and potential sources of pollutant combinations in the soil of Beijing urban parks,real_model_ready,False
10.1016/j.geoderma.2019.07.036,Delineation of soil contaminant plumes at a co-contaminated site using BP neural networks and geostatistics,,,Beijing,HM+OP,,,,,,28.36,,,,,,,,,,,,,,,,,,1,10.1016/j.geoderma.2019.07.036,Delineation of soil contaminant plumes at a co-contaminated site using BP neural networks and geostatistics,real_model_ready,False
10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,,,Guangdong,HM+OP,5.98,,,0.34,105.42,,,1.05,46.74,149.67,,145.07,9.38,,,,,,,,,103.46,41.61,1,10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,real_model_ready,False
10.1016/j.envpol.2021.117191,p8_batch_09_10.1016_j.envpol.2021.117191,,,Beijing,HM+OP,8.4,,,0.52,50.05,,254.8,,52.8,178.6,,472.37,,,,,,,,,,376.91,95.46,1,10.1016/j.envpol.2021.117191,p8_batch_09_10.1016_j.envpol.2021.117191,real_model_ready,False
10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,,,Guangdong,HM+OP,5.98,,,0.34,105.42,17.07,51.65,1.05,46.74,149.67,15.17,,,,,,,,,,,,,1,10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,real_model_ready,False
https://scholar.google.com/scholar?q=哈尔滨市典型物流工业区土壤及室外灰尘污染生态、健康风险评价,哈尔滨市典型物流工业区土壤及室外灰尘污染生态、健康风险评价,,,Heilongjiang,HM+OP,,,,,,,,,,,,,,,,,,,,,,,,0,https://scholar.google.com/scholar?q=哈尔滨市典型物流工业区土壤及室外灰尘污染生态、健康风险评价,哈尔滨市典型物流工业区土壤及室外灰尘污染生态、健康风险评价,real_model_ready,False
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,,,,,23.39,,,,,,,,,,,,,,,,,,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,,,,,22.97,,,,,,,,,,,,,,,,,,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,,,,,21.45,,,,,,,,,,,,,,,,,,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,,,,,21.42,,,,,,,,,,,,,,,,,,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,,,,,22.97,,,,,,,,,,,,,,,,,,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,,,,,21.94,,,,,,,,,,,,,,,,,,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,,,,,20.94,,,,,,,,,,,,,,,,,,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,,,,,20.92,,,,,,,,,,,,,,,,,,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False
unknown,A novel method to analyze the spatial distribution and potential sources of pollutant combinations in the soil of Beijing urban parks,,,Beijing,HM+OP,,,,0.49,36.43,,63.57,,35.49,145.68,,472.37,29.56,,,,,,,,,376.91,95.46,1,unknown,A novel method to analyze the spatial distribution and potential sources of pollutant combinations in the soil of Beijing urban parks,real_model_ready,False
10.1007/s10653-024-01928-1,p9_10.1007_s10653-024-01928-1,,,Guangdong,HM+OP,,,,,157.34,,,,597.34,916.13,38.75,,,,,,,,,,,,,1,10.1007/s10653-024-01928-1,p9_10.1007_s10653-024-01928-1,real_model_ready,False
