paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
s00477-022-02299-8,s00477-022-02299-8_Sunflower_leaves,Pyr_ngg,23.12,Unknown,table_p6_ri8_ci10,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_root,Pyr_ngg,18.04,Unknown,table_p6_ri8_ci11,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion,Ant_ngg,1.14,Unknown,table_p6_ri9_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion_root,Ant_ngg,0.51,Unknown,table_p6_ri9_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Cabbage,Ant_ngg,0.27,Unknown,table_p6_ri9_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Coriander,Ant_ngg,0.71,Unknown,table_p6_ri9_ci4,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Beans,Ant_ngg,0.58,Unknown,table_p6_ri9_ci5,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Spinach,Ant_ngg,0.99,Unknown,table_p6_ri9_ci6,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_fruit,Ant_ngg,1.33,Unknown,table_p6_ri9_ci9,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_leaves,Ant_ngg,1.46,Unknown,table_p6_ri9_ci10,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_root,Ant_ngg,1.07,Unknown,table_p6_ri9_ci11,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion,Chr_ngg,3.72,Unknown,table_p6_ri10_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion_root,Chr_ngg,4.31,Unknown,table_p6_ri10_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Cabbage,Chr_ngg,3.77,Unknown,table_p6_ri10_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Coriander,Chr_ngg,4.1,Unknown,table_p6_ri10_ci4,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Beans,Chr_ngg,3.3,Unknown,table_p6_ri10_ci5,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Spinach,Chr_ngg,2.2,Unknown,table_p6_ri10_ci6,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Celery,Chr_ngg,1.92,Unknown,table_p6_ri10_ci7,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Lettuce,Chr_ngg,4.17,Unknown,table_p6_ri10_ci8,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_fruit,Chr_ngg,3.63,Unknown,table_p6_ri10_ci9,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_leaves,Chr_ngg,4.6,Unknown,table_p6_ri10_ci10,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_root,Chr_ngg,3.33,Unknown,table_p6_ri10_ci11,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion,Flt_ngg,2.08,Unknown,table_p6_ri11_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion_root,Flt_ngg,0.7,Unknown,table_p6_ri11_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Cabbage,Flt_ngg,0.13,Unknown,table_p6_ri11_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Coriander,Flt_ngg,0.6,Unknown,table_p6_ri11_ci4,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Beans,Flt_ngg,0.39,Unknown,table_p6_ri11_ci5,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Spinach,Flt_ngg,1.33,Unknown,table_p6_ri11_ci6,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Celery,Flt_ngg,0.59,Unknown,table_p6_ri11_ci7,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_fruit,Flt_ngg,0.41,Unknown,table_p6_ri11_ci9,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_leaves,Flt_ngg,2.32,Unknown,table_p6_ri11_ci10,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion,Flt_ngg,0.54,Unknown,table_p6_ri12_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion_root,Flt_ngg,0.58,Unknown,table_p6_ri12_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Cabbage,Flt_ngg,0.36,Unknown,table_p6_ri12_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Coriander,Flt_ngg,0.77,Unknown,table_p6_ri12_ci4,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Beans,Flt_ngg,0.7,Unknown,table_p6_ri12_ci5,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Spinach,Flt_ngg,0.84,Unknown,table_p6_ri12_ci6,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Celery,Flt_ngg,0.43,Unknown,table_p6_ri12_ci7,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Lettuce,Flt_ngg,0.55,Unknown,table_p6_ri12_ci8,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_fruit,Flt_ngg,0.65,Unknown,table_p6_ri12_ci9,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_leaves,Flt_ngg,1.51,Unknown,table_p6_ri12_ci10,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_root,Flt_ngg,0.69,Unknown,table_p6_ri12_ci11,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion,Pyr_ngg,0.53,Unknown,table_p6_ri13_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion_root,Pyr_ngg,0.12,Unknown,table_p6_ri13_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Cabbage,Pyr_ngg,0.32,Unknown,table_p6_ri13_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Coriander,Pyr_ngg,0.43,Unknown,table_p6_ri13_ci4,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Beans,Pyr_ngg,0.45,Unknown,table_p6_ri13_ci5,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Spinach,Pyr_ngg,0.32,Unknown,table_p6_ri13_ci6,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Celery,Pyr_ngg,0.2,Unknown,table_p6_ri13_ci7,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Lettuce,Pyr_ngg,0.05,Unknown,table_p6_ri13_ci8,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_fruit,Pyr_ngg,0.07,Unknown,table_p6_ri13_ci9,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_leaves,Pyr_ngg,0.59,Unknown,table_p6_ri13_ci10,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_root,Pyr_ngg,0.31,Unknown,table_p6_ri13_ci11,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion,Ant_ngg,0.92,Unknown,table_p6_ri16_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion,DahA_ngg,0.92,Unknown,table_p6_ri16_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion_root,Ant_ngg,0.35,Unknown,table_p6_ri16_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion_root,DahA_ngg,0.35,Unknown,table_p6_ri16_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Cabbage,Ant_ngg,0.61,Unknown,table_p6_ri16_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Cabbage,DahA_ngg,0.61,Unknown,table_p6_ri16_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Coriander,Ant_ngg,0.82,Unknown,table_p6_ri16_ci4,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Coriander,DahA_ngg,0.82,Unknown,table_p6_ri16_ci4,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Beans,Ant_ngg,0.76,Unknown,table_p6_ri16_ci5,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Beans,DahA_ngg,0.76,Unknown,table_p6_ri16_ci5,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Spinach,Ant_ngg,1.32,Unknown,table_p6_ri16_ci6,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Spinach,DahA_ngg,1.32,Unknown,table_p6_ri16_ci6,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Celery,Ant_ngg,0.65,Unknown,table_p6_ri16_ci7,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Celery,DahA_ngg,0.65,Unknown,table_p6_ri16_ci7,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Lettuce,Ant_ngg,0.37,Unknown,table_p6_ri16_ci8,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Lettuce,DahA_ngg,0.37,Unknown,table_p6_ri16_ci8,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_fruit,Ant_ngg,0.49,Unknown,table_p6_ri16_ci9,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_fruit,DahA_ngg,0.49,Unknown,table_p6_ri16_ci9,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_leaves,Ant_ngg,1.16,Unknown,table_p6_ri16_ci10,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_leaves,DahA_ngg,1.16,Unknown,table_p6_ri16_ci10,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_root,Ant_ngg,0.53,Unknown,table_p6_ri16_ci11,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_root,DahA_ngg,0.53,Unknown,table_p6_ri16_ci11,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion,Sum_PAH_ngg,504.43,Unknown,table_p6_ri17_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Onion_root,Sum_PAH_ngg,366.72,Unknown,table_p6_ri17_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Cabbage,Sum_PAH_ngg,363.33,Unknown,table_p6_ri17_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Coriander,Sum_PAH_ngg,191.32,Unknown,table_p6_ri17_ci4,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Beans,Sum_PAH_ngg,242.12,Unknown,table_p6_ri17_ci5,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Spinach,Sum_PAH_ngg,210.69,Unknown,table_p6_ri17_ci6,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Celery,Sum_PAH_ngg,132.44,Unknown,table_p6_ri17_ci7,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Lettuce,Sum_PAH_ngg,357.18,Unknown,table_p6_ri17_ci8,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_fruit,Sum_PAH_ngg,247.95,Unknown,table_p6_ri17_ci9,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_leaves,Sum_PAH_ngg,352.64,Unknown,table_p6_ri17_ci10,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_Sunflower_root,Sum_PAH_ngg,285.13,Unknown,table_p6_ri17_ci11,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,Acy_ngg,0.001,Unknown,table_p9_ri2_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,Acy_ngg,10.82,Unknown,table_p9_ri2_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,Acy_ngg,0.01,Unknown,table_p9_ri2_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,Ace_ngg,0.001,Unknown,table_p9_ri3_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,Ace_ngg,20.03,Unknown,table_p9_ri3_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,Ace_ngg,0.02,Unknown,table_p9_ri3_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,Flu_ngg,0.001,Unknown,table_p9_ri4_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,Flu_ngg,75.51,Unknown,table_p9_ri4_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,Flu_ngg,0.08,Unknown,table_p9_ri4_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,Phe_ngg,0.001,Unknown,table_p9_ri5_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,Phe_ngg,538.46,Unknown,table_p9_ri5_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,Phe_ngg,0.54,Unknown,table_p9_ri5_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,Ant_ngg,0.001,Unknown,table_p9_ri6_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,Ant_ngg,143.74,Unknown,table_p9_ri6_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,Ant_ngg,0.14,Unknown,table_p9_ri6_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,Pyr_ngg,0.001,Unknown,table_p9_ri8_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,Pyr_ngg,177.24,Unknown,table_p9_ri8_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,Pyr_ngg,0.18,Unknown,table_p9_ri8_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,BaA_ngg,0.1,Unknown,table_p9_ri9_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,BaA_ngg,181.12,Unknown,table_p9_ri9_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,BaA_ngg,18.11,Unknown,table_p9_ri9_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,Chr_ngg,0.01,Unknown,table_p9_ri10_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,Chr_ngg,194.56,Unknown,table_p9_ri10_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,Chr_ngg,1.95,Unknown,table_p9_ri10_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,BbF_ngg,0.1,Unknown,table_p9_ri11_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,BbF_ngg,192.93,Unknown,table_p9_ri11_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,BbF_ngg,19.29,Unknown,table_p9_ri11_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,BkF_ngg,0.1,Unknown,table_p9_ri12_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,BkF_ngg,196.26,Unknown,table_p9_ri12_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,BkF_ngg,19.63,Unknown,table_p9_ri12_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,BaP_ngg,1.0,Unknown,table_p9_ri13_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,BaP_ngg,114.54,Unknown,table_p9_ri13_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,BaP_ngg,114.54,Unknown,table_p9_ri13_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEF,BghiP_ngg,0.01,Unknown,table_p9_ri15_ci1,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_$\textstyle_\sum___{_1_6_}_P_A_H_s$,BghiP_ngg,153.78,Unknown,table_p9_ri15_ci2,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
s00477-022-02299-8,s00477-022-02299-8_TEQ,BghiP_ngg,1.54,Unknown,table_p9_ri15_ci3,soil,,,phase14_batch2; matrix=score=152:high; conf=high; flag=,,
