paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
70601_c2em30785e,70601_c2em30785e_Current_study,SumPBDE_ngg,208.0,Unknown,table_p5_ri2_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,70601_c2em30785e_Current_study,V_mgkg,208.0,Unknown,table_p5_ri2_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,70601_c2em30785e_Four_sites_in_Thailand29,SumPBDE_ngg,250.0,Unknown,table_p5_ri3_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,70601_c2em30785e_Four_sites_in_Thailand29,V_mgkg,250.0,Unknown,table_p5_ri3_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Guiyu,_Guangdong,_China30",SumPBDE_ngg,122.5,Unknown,table_p5_ri4_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Guiyu,_Guangdong,_China30",V_mgkg,122.5,Unknown,table_p5_ri4_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Fengjiang,_Taizhou,_China31",SumPBDE_ngg,3683.5,Unknown,table_p5_ri5_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Fengjiang,_Taizhou,_China31",V_mgkg,3683.5,Unknown,table_p5_ri5_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Guiyu,_Guangdong,_China32",SumPBDE_ngg,188.0,Unknown,table_p5_ri6_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Guiyu,_Guangdong,_China32",V_mgkg,188.0,Unknown,table_p5_ri6_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Qingyuan,_Guangdong,_China33",SumPBDE_ngg,3194.5,Unknown,table_p5_ri7_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Qingyuan,_Guangdong,_China33",V_mgkg,3194.5,Unknown,table_p5_ri7_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Fengjiang,_Taizhou,_China31",SumPBDE_ngg,2820.0,Unknown,table_p5_ri8_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Fengjiang,_Taizhou,_China31",V_mgkg,2820.0,Unknown,table_p5_ri8_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Guiyu,_Guangdong,_China34",SumPBDE_ngg,2662.5,Unknown,table_p5_ri9_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
70601_c2em30785e,"70601_c2em30785e_Guiyu,_Guangdong,_China34",V_mgkg,2662.5,Unknown,table_p5_ri9_ci3,soil,industrial,,phase14_auto; confidence=high; flag=range_mean,,
