paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
s11356-014-3648-3,s11356-014-3648-3_Minimum,Nap_ngg,0.98,Unknown,table_p3_ri1_ci1,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Fifth_percentile,Nap_ngg,5.16,Unknown,table_p3_ri1_ci2,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_95th_percentile,Nap_ngg,140.0,Unknown,table_p3_ri1_ci4,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Maximum,Nap_ngg,506.0,Unknown,table_p3_ri1_ci5,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Detection_rate_(%),Nap_ngg,100.0,Unknown,table_p3_ri1_ci9,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Minimum,Acy_ngg,0.28,Unknown,table_p3_ri2_ci1,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Fifth_percentile,Acy_ngg,0.6,Unknown,table_p3_ri2_ci2,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_95th_percentile,Acy_ngg,12.1,Unknown,table_p3_ri2_ci4,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Maximum,Acy_ngg,124.0,Unknown,table_p3_ri2_ci5,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Detection_rate_(%),Acy_ngg,100.0,Unknown,table_p3_ri2_ci9,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Fifth_percentile,Ace_ngg,0.46,Unknown,table_p3_ri3_ci2,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_95th_percentile,Ace_ngg,11.5,Unknown,table_p3_ri3_ci4,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Maximum,Ace_ngg,59.0,Unknown,table_p3_ri3_ci5,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Geometrical_mean,Ace_ngg,1.74,Unknown,table_p3_ri3_ci8,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Detection_rate_(%),Ace_ngg,99.0,Unknown,table_p3_ri3_ci9,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Minimum,Flu_ngg,0.41,Unknown,table_p3_ri4_ci1,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_Fifth_percentile,Flu_ngg,0.71,Unknown,table_p3_ri4_ci2,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
s11356-014-3648-3,s11356-014-3648-3_95th_percentile,Flu_ngg,22.3,Unknown,table_p3_ri4_ci4,soil,,,phase14_batch2; matrix=score=254:high; conf=high; flag=,,
