paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
toxics-14-00049,toxics-14-00049_Max_(mg/kg),Flu_ngg,0.141,Unknown,table_p12_ri9_ci2,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Mean_(mg/kg),Flu_ngg,0.02,Unknown,table_p12_ri9_ci3,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Standard_Deviation,Flu_ngg,0.039,Unknown,table_p12_ri9_ci4,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Limit_of_Detection_(μg/kg),Flu_ngg,3.0,Unknown,table_p12_ri9_ci5,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Ring_Content,Phe_ngg,3.0,Unknown,table_p12_ri10_ci1,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Max_(mg/kg),Phe_ngg,0.051,Unknown,table_p12_ri10_ci2,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Mean_(mg/kg),Phe_ngg,0.005,Unknown,table_p12_ri10_ci3,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Standard_Deviation,Phe_ngg,0.015,Unknown,table_p12_ri10_ci4,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Limit_of_Detection_(μg/kg),Phe_ngg,5.0,Unknown,table_p12_ri10_ci5,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Eco-SSLs_(μg/kg),Phe_ngg,40.0,Unknown,table_p12_ri10_ci7,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Ring_Content,Ant_ngg,3.0,Unknown,table_p12_ri11_ci1,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Max_(mg/kg),Ant_ngg,0.183,Unknown,table_p12_ri11_ci2,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Standard_Deviation,Ant_ngg,0.056,Unknown,table_p12_ri11_ci4,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Limit_of_Detection_(μg/kg),Ant_ngg,45.0,Unknown,table_p12_ri11_ci5,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Ring_Content,Pyr_ngg,4.0,Unknown,table_p12_ri13_ci1,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Max_(mg/kg),Pyr_ngg,0.646,Unknown,table_p12_ri13_ci2,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_S01_(μg/L),As_mgkg,3.8,Unknown,table_p13_ri1_ci1,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Limit_of_Detection_(μg/L),Cu_mgkg,9.0,Unknown,table_p13_ri4_ci3,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_Limit_of_Detection_(μg/L),Ni_mgkg,6.0,Unknown,table_p13_ri8_ci3,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_S00_(μg/L),Zn_mgkg,2.0,Unknown,table_p13_ri9_ci2,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_S01_(μg/L),Mn_mgkg,105.0,Unknown,table_p13_ri10_ci1,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
toxics-14-00049,toxics-14-00049_S00_(μg/L),Mn_mgkg,54.0,Unknown,table_p13_ri10_ci2,soil,,,phase14_batch2; matrix=score=149:high; conf=high; flag=,,
