paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72131_s00244-010-9590-6,72131_s00244-010-9590-6_e-Waste_open_burning_site,Sum_PAH_ngg,1008.0,Unknown,table_p10_ri1_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_e-Waste_open_burning_site,SumPBDE_ngg,32.34,Unknown,table_p10_ri1_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_e-Waste_storage,Sum_PAH_ngg,107.0,Unknown,table_p10_ri12_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_e-Waste_storage,SumPBDE_ngg,50.0,Unknown,table_p10_ri12_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Rice_field,SumPBDE_ngg,48.0,Unknown,table_p10_ri14_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Agricultural,Sum_PAH_ngg,128.0,Unknown,table_p10_ri22_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Agricultural,SumPBDE_ngg,27.5,Unknown,table_p10_ri22_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Reservoir,SumPBDE_ngg,4.0,Unknown,table_p10_ri27_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Reservoir,SumPBDE_ngg,4.1,Unknown,table_p10_ri28_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Reservoir,Sum_PAH_ngg,94.0,Unknown,table_p10_ri29_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Reservoir,Sum_PAH_ngg,125.0,Unknown,table_p10_ri30_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Reservoir,Cr_mgkg,117.05,Unknown,table_p11_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Reservoir,Cu_mgkg,36.1,Unknown,table_p11_ri8_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Reservoir,Zn_mgkg,75.1,Unknown,table_p11_ri8_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Reservoir,Pb_mgkg,86.25,Unknown,table_p11_ri8_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Rice_field,Cr_mgkg,9.8,Unknown,table_p11_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Rice_field,Cu_mgkg,41.4,Unknown,table_p11_ri9_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Rice_field,Zn_mgkg,74.9,Unknown,table_p11_ri9_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Rice_field,Cd_mgkg,0.09,Unknown,table_p11_ri9_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72131_s00244-010-9590-6,72131_s00244-010-9590-6_Rice_field,Pb_mgkg,28.1,Unknown,table_p11_ri9_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
