paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
211%252F2017-swr,211%252F2017-swr_North,Cu_mgkg,0.0,Unknown,table_p5_ri6_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Northeast,Cu_mgkg,6.25,Unknown,table_p5_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_East,Cu_mgkg,3.33,Unknown,table_p5_ri6_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_South_central,Cu_mgkg,5.71,Unknown,table_p5_ri6_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Southwest,Cu_mgkg,10.0,Unknown,table_p5_ri6_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Northwest,Cu_mgkg,0.0,Unknown,table_p5_ri6_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_North,Ni_mgkg,12.5,Unknown,table_p5_ri7_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Northeast,Ni_mgkg,0.0,Unknown,table_p5_ri7_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_East,Ni_mgkg,2.13,Unknown,table_p5_ri7_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_South_central,Ni_mgkg,22.7,Unknown,table_p5_ri7_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Southwest,Ni_mgkg,0.0,Unknown,table_p5_ri7_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Northwest,Ni_mgkg,20.0,Unknown,table_p5_ri7_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_North,Pb_mgkg,0.0,Unknown,table_p5_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Northeast,Pb_mgkg,4.0,Unknown,table_p5_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_East,Pb_mgkg,1.01,Unknown,table_p5_ri8_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_South_central,Pb_mgkg,2.44,Unknown,table_p5_ri8_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Southwest,Pb_mgkg,1.41,Unknown,table_p5_ri8_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Northwest,Pb_mgkg,0.0,Unknown,table_p5_ri8_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_North,SumHCH_ngg,0.0,Unknown,table_p5_ri9_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Northeast,SumHCH_ngg,0.0,Unknown,table_p5_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_East,SumHCH_ngg,3.23,Unknown,table_p5_ri9_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_South_central,SumHCH_ngg,0.0,Unknown,table_p5_ri9_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Southwest,SumHCH_ngg,0.0,Unknown,table_p5_ri9_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Northwest,SumHCH_ngg,0.0,Unknown,table_p5_ri9_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_North,SumDDT_ngg,0.0,Unknown,table_p5_ri10_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Northeast,SumDDT_ngg,0.0,Unknown,table_p5_ri10_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_East,SumDDT_ngg,3.45,Unknown,table_p5_ri10_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_South_central,SumDDT_ngg,0.0,Unknown,table_p5_ri10_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Southwest,SumDDT_ngg,0.0,Unknown,table_p5_ri10_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Northwest,SumDDT_ngg,0.0,Unknown,table_p5_ri10_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Zn,Cr_mgkg,0.121,Unknown,table_p5_ri3_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Cr,Hg_mgkg,0.034,Unknown,table_p5_ri4_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Cr,Cu_mgkg,0.141,Unknown,table_p5_ri5_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_As,Ni_mgkg,0.094,Unknown,table_p5_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Zn,Ni_mgkg,0.084,Unknown,table_p5_ri6_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Cr,Pb_mgkg,0.037,Unknown,table_p5_ri7_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Ni,Pb_mgkg,0.099,Unknown,table_p5_ri7_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_As,SumHCH_ngg,0.498,Unknown,table_p5_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Zn,SumHCH_ngg,0.223,Unknown,table_p5_ri8_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Cr,SumHCH_ngg,0.379,Unknown,table_p5_ri8_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Ni,SumHCH_ngg,0.504,Unknown,table_p5_ri8_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Zn,SumDDT_ngg,0.584,Unknown,table_p5_ri9_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Cr,SumDDT_ngg,0.518,Unknown,table_p5_ri9_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
211%252F2017-swr,211%252F2017-swr_Ni,SumDDT_ngg,0.612,Unknown,table_p5_ri9_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
