paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Ni_mgkg,0.00104,Unknown,table_p9_ri4_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Zn_mgkg,0.00052,Unknown,table_p9_ri5_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Pb_mgkg,0.0147,Unknown,table_p9_ri6_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Cd_mgkg,0.00418,Unknown,table_p9_ri7_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",As_mgkg,0.112,Unknown,table_p9_ri8_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Hg_mgkg,0.000787,Unknown,table_p9_ri9_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Cd_mgkg,1.59e-06,Unknown,table_p9_ri11_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",As_mgkg,1.92e-05,Unknown,table_p9_ri12_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Acy_ngg,0.00917,Unknown,table_p9_ri18_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Ant_ngg,0.00346,Unknown,table_p9_ri19_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Flu_ngg,0.0974,Unknown,table_p9_ri22_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Nap_ngg,0.138,Unknown,table_p9_ri23_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Phe_ngg,0.112,Unknown,table_p9_ri24_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Pyr_ngg,0.0843,Unknown,table_p9_ri25_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0304389424030796,"1-s2.0-S0304389424030796_（5_%CI,95_%CI）",Cr_mgkg,0.0487,Unknown,table_p9_ri26_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
