paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Nest_#1,SumHCH_ngg,31.5,Unknown,table_p3_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Nest_#2,SumHCH_ngg,27.2,Unknown,table_p3_ri2_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Nest_#3,SumHCH_ngg,30.9,Unknown,table_p3_ri2_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Chemicals,SumHCH_ngg,14.15,Unknown,table_p3_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Chemicals,SumDDT_ngg,260.95,Unknown,table_p3_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Chemicals,SumDDT_ngg,51.150000000000006,Unknown,table_p3_ri12_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Chemicals,SumHCH_ngg,16.5,Unknown,table_p3_ri19_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati,72478_Sarun Keithmaleesatti 等 - 2009 - Contaminati_Chemicals,SumDDT_ngg,317.15000000000003,Unknown,table_p3_ri21_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
