paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
_dup_s00128-005-0892-8,_dup_s00128-005-0892-8_Table_3._Program_of_excitation_and_emission_wavelength_pairs.,Phe_ngg,7.2,Unknown,table_p4_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_s00128-005-0892-8,_dup_s00128-005-0892-8_Table_3._Program_of_excitation_and_emission_wavelength_pairs.,Ant_ngg,7.2,Unknown,table_p4_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_s00128-005-0892-8,_dup_s00128-005-0892-8_Table_3._Program_of_excitation_and_emission_wavelength_pairs.,Pyr_ngg,10.0,Unknown,table_p4_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_s00128-005-0892-8,_dup_s00128-005-0892-8_Table_3._Program_of_excitation_and_emission_wavelength_pairs.,BaA_ngg,10.0,Unknown,table_p4_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_s00128-005-0892-8,_dup_s00128-005-0892-8_Table_3._Program_of_excitation_and_emission_wavelength_pairs.,Chr_ngg,10.0,Unknown,table_p4_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_s00128-005-0892-8,_dup_s00128-005-0892-8_Table_3._Program_of_excitation_and_emission_wavelength_pairs.,BaP_ngg,17.0,Unknown,table_p4_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
