paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
1-s2.0-S0048969722054833,1-s2.0-S0048969722054833_Minimum,SumPAE_ngg,1143.0,Unknown,table_p1_ri3_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0048969722054833,1-s2.0-S0048969722054833_Maximum,SumPAE_ngg,5911.0,Unknown,table_p1_ri3_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0048969722054833,1-s2.0-S0048969722054833_Arithmetic,SumPAE_ngg,1756.25,Unknown,table_p1_ri3_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0048969722054833,1-s2.0-S0048969722054833_Geomean,SumPAE_ngg,703.73,Unknown,table_p1_ri3_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0048969722054833,1-s2.0-S0048969722054833_Raw_data,SumPAE_ngg,1680.57,Unknown,table_p1_ri3_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0048969722054833,1-s2.0-S0048969722054833_Log-transformed,SumPAE_ngg,4.82,Unknown,table_p1_ri3_ci7,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0048969722054833,1-s2.0-S0048969722054833_col8,SumPAE_ngg,28.53,Unknown,table_p1_ri3_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0048969722054833,1-s2.0-S0048969722054833_col9,SumPAE_ngg,2.23,Unknown,table_p1_ri3_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0048969722054833,1-s2.0-S0048969722054833_col10,SumPAE_ngg,9.97,Unknown,table_p1_ri3_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
