paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
ijerph15040607,ijerph15040607_AC,Nap_ngg,15.0,Unknown,table_p5_ri1_ci6,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,ijerph15040607_AC,Phe_ngg,50.0,Unknown,table_p5_ri5_ci6,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,ijerph15040607_AC,Ant_ngg,50.0,Unknown,table_p5_ri6_ci6,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,ijerph15040607_AC,BaA_ngg,20.0,Unknown,table_p5_ri9_ci6,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,ijerph15040607_AC,BkF_ngg,25.0,Unknown,table_p5_ri12_ci6,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,ijerph15040607_AC,BaP_ngg,25.0,Unknown,table_p5_ri13_ci6,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,ijerph15040607_AC,BghiP_ngg,20.0,Unknown,table_p5_ri16_ci6,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Xi&#x27;an,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri1_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Beijing,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri2_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Beijing,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri3_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Beijing,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri4_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Beijing,_China",Sum_PAH_ngg,15.0,Unknown,table_p6_ri5_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Beijing,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri6_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Beijing,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri7_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Dalian,_China",Sum_PAH_ngg,14.0,Unknown,table_p6_ri8_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Hong_Kong,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri9_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Lanzhou,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri10_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Nanjing,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri11_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Shanghai,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri12_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Shanghai,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri13_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Shanghai,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri14_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Shanghai,_China",Sum_PAH_ngg,16.0,Unknown,table_p6_ri15_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Bratislava,_Slovakia",Sum_PAH_ngg,16.0,Unknown,table_p6_ri16_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Dhanbad,_India",Sum_PAH_ngg,13.0,Unknown,table_p6_ri17_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Isfahan,_Iran",Sum_PAH_ngg,16.0,Unknown,table_p6_ri18_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Kragujevac,_Serbia",Sum_PAH_ngg,15.0,Unknown,table_p6_ri19_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Kumasi,_Ghana",Sum_PAH_ngg,22.0,Unknown,table_p6_ri20_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Kathmandu,_Nepal",Sum_PAH_ngg,20.0,Unknown,table_p6_ri21_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Lisbon,_Portugal",Sum_PAH_ngg,16.0,Unknown,table_p6_ri22_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_Lisbon,_Portugal",Sum_PAH_ngg,16.0,Unknown,table_p6_ri23_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
ijerph15040607,"ijerph15040607_London,_UK",Sum_PAH_ngg,16.0,Unknown,table_p6_ri24_ci1,soil,,,phase14_batch2; matrix=score=201:high; conf=high; flag=,,
