paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72386_b617338c,72386_b617338c_${_\mathrm_{_T_E_F_}_}___{_\mathbf_{_B_a_P_}_}_a_^_{_a_}$,Nap_ngg,0.001,Unknown,table_p2_ri1_ci1,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_${_\mathrm_{_T_E_F_}_}___{_\mathbf_{_B_a_P_}_}_a_^_{_a_}$,Phe_ngg,0.001,Unknown,table_p2_ri4_ci1,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_${_\mathrm_{_T_E_F_}_}___{_\mathbf_{_B_a_P_}_}_a_^_{_a_}$,Flu_ngg,0.001,Unknown,table_p2_ri6_ci1,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_${_\mathrm_{_T_E_F_}_}___{_\mathbf_{_B_a_P_}_}_a_^_{_a_}$,Pyr_ngg,0.001,Unknown,table_p2_ri7_ci1,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_${_\mathrm_{_T_E_F_}_}___{_\mathbf_{_B_a_P_}_}_a_^_{_a_}$,BaA_ngg,0.1,Unknown,table_p2_ri8_ci1,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_$\mathrm_{_T_E_F___{_T_C_D_D_}_}_^_{_b_}$,BaA_ngg,2.5e-05,Unknown,table_p2_ri8_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_${_\mathrm_{_T_E_F_}_}___{_\mathbf_{_B_a_P_}_}_a_^_{_a_}$,Chr_ngg,0.01,Unknown,table_p2_ri9_ci1,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_$\mathrm_{_T_E_F___{_T_C_D_D_}_}_^_{_b_}$,Chr_ngg,0.0002,Unknown,table_p2_ri9_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_${_\mathrm_{_T_E_F_}_}___{_\mathbf_{_B_a_P_}_}_a_^_{_a_}$,BbF_ngg,0.1,Unknown,table_p2_ri10_ci1,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_$\mathrm_{_T_E_F___{_T_C_D_D_}_}_^_{_b_}$,BbF_ngg,0.00253,Unknown,table_p2_ri10_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_${_\mathrm_{_T_E_F_}_}___{_\mathbf_{_B_a_P_}_}_a_^_{_a_}$,BkF_ngg,0.1,Unknown,table_p2_ri11_ci1,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_$\mathrm_{_T_E_F___{_T_C_D_D_}_}_^_{_b_}$,BkF_ngg,0.00478,Unknown,table_p2_ri11_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_${_\mathrm_{_T_E_F_}_}___{_\mathbf_{_B_a_P_}_}_a_^_{_a_}$,BaP_ngg,1.0,Unknown,table_p2_ri12_ci1,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_$\mathrm_{_T_E_F___{_T_C_D_D_}_}_^_{_b_}$,BaP_ngg,0.000354,Unknown,table_p2_ri12_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_${_\mathrm_{_T_E_F_}_}___{_\mathbf_{_B_a_P_}_}_a_^_{_a_}$,BghiP_ngg,0.01,Unknown,table_p2_ri14_ci1,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_Hong_Kong,Sum_PAH_ngg,16.0,Unknown,table_p2_ri1_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,"72386_b617338c_Seine_River_basin,_France",Sum_PAH_ngg,16.0,Unknown,table_p2_ri2_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,"72386_b617338c_Chiang-Mai,_Thailand",Sum_PAH_ngg,16.0,Unknown,table_p2_ri3_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,"72386_b617338c_New_Orleans,_USA",Sum_PAH_ngg,16.0,Unknown,table_p2_ri4_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_South_Korea,Sum_PAH_ngg,16.0,Unknown,table_p2_ri5_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,"72386_b617338c_Beijing,_China",Sum_PAH_ngg,16.0,Unknown,table_p2_ri6_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_Switzerland,Sum_PAH_ngg,16.0,Unknown,table_p2_ri7_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,72386_b617338c_Estonia,Sum_PAH_ngg,12.0,Unknown,table_p2_ri8_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,"72386_b617338c_Beijing,_China",Sum_PAH_ngg,16.0,Unknown,table_p2_ri9_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,"72386_b617338c_Uberlândia,_Brazil",Sum_PAH_ngg,20.0,Unknown,table_p2_ri10_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,"72386_b617338c_Bangkok,_Thailand",Sum_PAH_ngg,20.0,Unknown,table_p2_ri11_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,"72386_b617338c_Tarragona,_Spain",Sum_PAH_ngg,16.0,Unknown,table_p2_ri12_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,"72386_b617338c_Toronto,_Canada",Sum_PAH_ngg,12.0,Unknown,table_p2_ri13_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
72386_b617338c,"72386_b617338c_Dalian,_China",Sum_PAH_ngg,15.0,Unknown,table_p2_ri14_ci2,soil,industrial,,phase14_auto; confidence=high; flag=,,
