paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
1-s2.0-S0147651322012192,1-s2.0-S0147651322012192_content__$(_~_\mu_\mathbf_{_g_}_{_\cdot_}_\mathbf_{_k_}_\mathbf_{_g_}_^_{_-_1_}_~_)$,Flt_ngg,332.06,Unknown,table_p2_ri1_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0147651322012192,1-s2.0-S0147651322012192_content__$(_~_\mu_\mathbf_{_g_}_{_\cdot_}_\mathbf_{_k_}_\mathbf_{_g_}_^_{_-_1_}_~_)$,Pyr_ngg,267.31,Unknown,table_p2_ri1_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0147651322012192,1-s2.0-S0147651322012192_content__$(_~_\mu_\mathbf_{_g_}_{_\cdot_}_\mathbf_{_k_}_\mathbf_{_g_}_^_{_-_1_}_~_)$,BaA_ngg,247.39,Unknown,table_p2_ri1_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0147651322012192,1-s2.0-S0147651322012192_content__$(_~_\mu_\mathbf_{_g_}_{_\cdot_}_\mathbf_{_k_}_\mathbf_{_g_}_^_{_-_1_}_~_)$,BbF_ngg,612.32,Unknown,table_p2_ri1_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0147651322012192,1-s2.0-S0147651322012192_content__$(_~_\mu_\mathbf_{_g_}_{_\cdot_}_\mathbf_{_k_}_\mathbf_{_g_}_^_{_-_1_}_~_)$,BkF_ngg,173.6,Unknown,table_p2_ri1_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0147651322012192,1-s2.0-S0147651322012192_content__$(_~_\mu_\mathbf_{_g_}_{_\cdot_}_\mathbf_{_k_}_\mathbf_{_g_}_^_{_-_1_}_~_)$,Flt_ngg,65.07,Unknown,table_p2_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0147651322012192,1-s2.0-S0147651322012192_content__$(_~_\mu_\mathbf_{_g_}_{_\cdot_}_\mathbf_{_k_}_\mathbf_{_g_}_^_{_-_1_}_~_)$,Pyr_ngg,77.75,Unknown,table_p2_ri4_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0147651322012192,1-s2.0-S0147651322012192_content__$(_~_\mu_\mathbf_{_g_}_{_\cdot_}_\mathbf_{_k_}_\mathbf_{_g_}_^_{_-_1_}_~_)$,BaA_ngg,257.37,Unknown,table_p2_ri4_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0147651322012192,1-s2.0-S0147651322012192_content__$(_~_\mu_\mathbf_{_g_}_{_\cdot_}_\mathbf_{_k_}_\mathbf_{_g_}_^_{_-_1_}_~_)$,BbF_ngg,2597.39,Unknown,table_p2_ri4_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0147651322012192,1-s2.0-S0147651322012192_content__$(_~_\mu_\mathbf_{_g_}_{_\cdot_}_\mathbf_{_k_}_\mathbf_{_g_}_^_{_-_1_}_~_)$,BkF_ngg,3196.16,Unknown,table_p2_ri4_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
