paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
s10653-021-01089-5,s10653-021-01089-5_Site_9,Ant_ngg,3.98,Unknown,table_p6_ri8_ci9,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_10,Ant_ngg,1.75,Unknown,table_p6_ri8_ci10,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_1,Pyr_ngg,14.39,Unknown,table_p6_ri10_ci1,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_2,Pyr_ngg,7.51,Unknown,table_p6_ri10_ci2,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_3,Pyr_ngg,10.94,Unknown,table_p6_ri10_ci3,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_4,Pyr_ngg,6.61,Unknown,table_p6_ri10_ci4,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_5,Pyr_ngg,21.86,Unknown,table_p6_ri10_ci5,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_6,Pyr_ngg,7.69,Unknown,table_p6_ri10_ci6,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_7,Pyr_ngg,52.34,Unknown,table_p6_ri10_ci7,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_8,Pyr_ngg,13.11,Unknown,table_p6_ri10_ci8,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_9,Pyr_ngg,60.98,Unknown,table_p6_ri10_ci9,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_10,Pyr_ngg,25.38,Unknown,table_p6_ri10_ci10,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_1,BaA_ngg,6.21,Unknown,table_p6_ri11_ci1,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_2,BaA_ngg,2.81,Unknown,table_p6_ri11_ci2,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_3,BaA_ngg,5.28,Unknown,table_p6_ri11_ci3,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_4,BaA_ngg,2.59,Unknown,table_p6_ri11_ci4,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_5,BaA_ngg,11.01,Unknown,table_p6_ri11_ci5,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_6,BaA_ngg,3.26,Unknown,table_p6_ri11_ci6,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_7,BaA_ngg,14.64,Unknown,table_p6_ri11_ci7,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_8,BaA_ngg,5.92,Unknown,table_p6_ri11_ci8,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_9,BaA_ngg,22.59,Unknown,table_p6_ri11_ci9,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_10,BaA_ngg,8.55,Unknown,table_p6_ri11_ci10,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_1,Chr_ngg,22.91,Unknown,table_p6_ri12_ci1,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_2,Chr_ngg,16.38,Unknown,table_p6_ri12_ci2,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_3,Chr_ngg,30.91,Unknown,table_p6_ri12_ci3,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_4,Chr_ngg,18.1,Unknown,table_p6_ri12_ci4,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_5,Chr_ngg,25.01,Unknown,table_p6_ri12_ci5,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_6,Chr_ngg,15.78,Unknown,table_p6_ri12_ci6,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_7,Chr_ngg,63.63,Unknown,table_p6_ri12_ci7,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_8,Chr_ngg,24.94,Unknown,table_p6_ri12_ci8,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_9,Chr_ngg,188.62,Unknown,table_p6_ri12_ci9,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_10,Chr_ngg,66.45,Unknown,table_p6_ri12_ci10,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_1,BbF_ngg,21.06,Unknown,table_p6_ri13_ci1,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_2,BbF_ngg,14.09,Unknown,table_p6_ri13_ci2,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_3,BbF_ngg,19.26,Unknown,table_p6_ri13_ci3,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_4,BbF_ngg,13.23,Unknown,table_p6_ri13_ci4,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_5,BbF_ngg,21.44,Unknown,table_p6_ri13_ci5,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_6,BbF_ngg,14.74,Unknown,table_p6_ri13_ci6,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_7,BbF_ngg,43.19,Unknown,table_p6_ri13_ci7,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_8,BbF_ngg,18.14,Unknown,table_p6_ri13_ci8,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_9,BbF_ngg,117.2,Unknown,table_p6_ri13_ci9,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_10,BbF_ngg,49.7,Unknown,table_p6_ri13_ci10,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_1,BkF_ngg,8.88,Unknown,table_p6_ri14_ci1,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_2,BkF_ngg,5.31,Unknown,table_p6_ri14_ci2,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_3,BkF_ngg,7.32,Unknown,table_p6_ri14_ci3,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_4,BkF_ngg,5.06,Unknown,table_p6_ri14_ci4,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_5,BkF_ngg,9.36,Unknown,table_p6_ri14_ci5,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_6,BkF_ngg,5.96,Unknown,table_p6_ri14_ci6,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_7,BkF_ngg,19.89,Unknown,table_p6_ri14_ci7,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_8,BkF_ngg,8.19,Unknown,table_p6_ri14_ci8,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_9,BkF_ngg,24.39,Unknown,table_p6_ri14_ci9,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_10,BkF_ngg,16.45,Unknown,table_p6_ri14_ci10,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_1,BaP_ngg,6.72,Unknown,table_p6_ri15_ci1,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_2,BaP_ngg,2.92,Unknown,table_p6_ri15_ci2,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_3,BaP_ngg,4.91,Unknown,table_p6_ri15_ci3,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_4,BaP_ngg,2.23,Unknown,table_p6_ri15_ci4,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_5,BaP_ngg,9.34,Unknown,table_p6_ri15_ci5,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_6,BaP_ngg,3.1,Unknown,table_p6_ri15_ci6,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_7,BaP_ngg,20.42,Unknown,table_p6_ri15_ci7,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_8,BaP_ngg,5.58,Unknown,table_p6_ri15_ci8,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_9,BaP_ngg,20.96,Unknown,table_p6_ri15_ci9,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_10,BaP_ngg,7.95,Unknown,table_p6_ri15_ci10,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_1,DahA_ngg,7.37,Unknown,table_p6_ri16_ci1,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_2,DahA_ngg,4.29,Unknown,table_p6_ri16_ci2,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_3,DahA_ngg,2.45,Unknown,table_p6_ri16_ci3,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_4,DahA_ngg,2.01,Unknown,table_p6_ri16_ci4,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_5,DahA_ngg,5.44,Unknown,table_p6_ri16_ci5,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_6,DahA_ngg,3.13,Unknown,table_p6_ri16_ci6,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_7,DahA_ngg,3.35,Unknown,table_p6_ri16_ci7,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_8,DahA_ngg,2.5,Unknown,table_p6_ri16_ci8,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_9,DahA_ngg,14.24,Unknown,table_p6_ri16_ci9,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_10,DahA_ngg,6.3,Unknown,table_p6_ri16_ci10,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_1,Ind_ngg,11.25,Unknown,table_p6_ri17_ci1,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_2,Ind_ngg,5.29,Unknown,table_p6_ri17_ci2,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_3,Ind_ngg,5.41,Unknown,table_p6_ri17_ci3,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_4,Ind_ngg,3.18,Unknown,table_p6_ri17_ci4,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_5,Ind_ngg,6.56,Unknown,table_p6_ri17_ci5,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_6,Ind_ngg,4.37,Unknown,table_p6_ri17_ci6,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_7,Ind_ngg,11.52,Unknown,table_p6_ri17_ci7,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_8,Ind_ngg,3.91,Unknown,table_p6_ri17_ci8,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_9,Ind_ngg,30.32,Unknown,table_p6_ri17_ci9,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_10,Ind_ngg,12.88,Unknown,table_p6_ri17_ci10,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_1,BghiP_ngg,9.29,Unknown,table_p6_ri18_ci1,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_2,BghiP_ngg,4.83,Unknown,table_p6_ri18_ci2,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_3,BghiP_ngg,4.1,Unknown,table_p6_ri18_ci3,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_4,BghiP_ngg,2.47,Unknown,table_p6_ri18_ci4,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_5,BghiP_ngg,5.42,Unknown,table_p6_ri18_ci5,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_6,BghiP_ngg,3.23,Unknown,table_p6_ri18_ci6,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_7,BghiP_ngg,8.97,Unknown,table_p6_ri18_ci7,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_8,BghiP_ngg,3.58,Unknown,table_p6_ri18_ci8,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_9,BghiP_ngg,28.74,Unknown,table_p6_ri18_ci9,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
s10653-021-01089-5,s10653-021-01089-5_Site_10,BghiP_ngg,11.22,Unknown,table_p6_ri18_ci10,soil,,,phase14_batch2; matrix=score=146:high; conf=high; flag=,,
