paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Samples_of_well_soil_in_Zhongyuan_Oilfield_area_have_been_used_for_more_than,TotalPHC_mgkg,327.805,Unknown,table_p5_ri1_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Acy_ngg,145.5,Unknown,table_p9_ri2_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,Acy_ngg,11.53,Unknown,table_p9_ri2_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,Ace_ngg,3.0,Unknown,table_p9_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Ace_ngg,12.81,Unknown,table_p9_ri3_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Ace_ngg,243.47,Unknown,table_p9_ri3_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,Ace_ngg,7.85,Unknown,table_p9_ri3_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,Flu_ngg,3.0,Unknown,table_p9_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Flu_ngg,12.31,Unknown,table_p9_ri4_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Flu_ngg,253.53,Unknown,table_p9_ri4_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,Flu_ngg,47.06,Unknown,table_p9_ri4_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,Phe_ngg,3.0,Unknown,table_p9_ri5_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Phe_ngg,12.31,Unknown,table_p9_ri5_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Phe_ngg,292.17,Unknown,table_p9_ri5_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,Phe_ngg,8.27,Unknown,table_p9_ri5_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,Ant_ngg,3.0,Unknown,table_p9_ri6_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Ant_ngg,2.97,Unknown,table_p9_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Ant_ngg,248.07,Unknown,table_p9_ri6_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,Ant_ngg,9.22,Unknown,table_p9_ri6_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,Flt_ngg,4.0,Unknown,table_p9_ri7_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Flt_ngg,15.78,Unknown,table_p9_ri7_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Flt_ngg,274.83,Unknown,table_p9_ri7_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,Flt_ngg,12.41,Unknown,table_p9_ri7_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,Pyr_ngg,4.0,Unknown,table_p9_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Pyr_ngg,9.97,Unknown,table_p9_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Pyr_ngg,442.11,Unknown,table_p9_ri8_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,Pyr_ngg,16.48,Unknown,table_p9_ri8_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,BaA_ngg,4.0,Unknown,table_p9_ri9_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,BaA_ngg,18.08,Unknown,table_p9_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,BaA_ngg,492.09,Unknown,table_p9_ri9_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,BaA_ngg,38.46,Unknown,table_p9_ri9_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,Chr_ngg,4.0,Unknown,table_p9_ri10_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Chr_ngg,25.11,Unknown,table_p9_ri10_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Chr_ngg,379.08,Unknown,table_p9_ri10_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,Chr_ngg,45.63,Unknown,table_p9_ri10_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,BbF_ngg,5.0,Unknown,table_p9_ri11_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,BbF_ngg,9.26,Unknown,table_p9_ri11_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,BbF_ngg,167.46,Unknown,table_p9_ri11_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,BbF_ngg,7.52,Unknown,table_p9_ri11_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,BkF_ngg,5.0,Unknown,table_p9_ri12_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,BkF_ngg,7.84,Unknown,table_p9_ri12_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,BkF_ngg,179.93,Unknown,table_p9_ri12_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,BkF_ngg,35.77,Unknown,table_p9_ri12_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,BaP_ngg,5.0,Unknown,table_p9_ri13_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,BaP_ngg,9.04,Unknown,table_p9_ri13_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,BaP_ngg,161.26,Unknown,table_p9_ri13_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,BaP_ngg,22.87,Unknown,table_p9_ri13_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,BghiP_ngg,6.0,Unknown,table_p9_ri15_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,BghiP_ngg,5.95,Unknown,table_p9_ri15_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,BghiP_ngg,327.32,Unknown,table_p9_ri15_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Standard_deviation,BghiP_ngg,18.22,Unknown,table_p9_ri15_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_rings,Sum_PAH_ngg,216.48,Unknown,table_p9_ri17_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Sum_PAH_ngg,3637.59,Unknown,table_p9_ri17_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Sum_PAH_ngg,1238.57,Unknown,table_p9_ri17_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Nap_ngg,0.01,Unknown,table_p10_ri1_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Nap_ngg,0.32,Unknown,table_p10_ri1_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Acy_ngg,0.01,Unknown,table_p10_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Acy_ngg,0.15,Unknown,table_p10_ri2_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Ace_ngg,0.01,Unknown,table_p10_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Ace_ngg,0.24,Unknown,table_p10_ri3_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Flu_ngg,0.01,Unknown,table_p10_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Flu_ngg,0.25,Unknown,table_p10_ri4_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Phe_ngg,0.01,Unknown,table_p10_ri5_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Phe_ngg,0.29,Unknown,table_p10_ri5_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Ant_ngg,0.03,Unknown,table_p10_ri6_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Ant_ngg,2.48,Unknown,table_p10_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Flt_ngg,0.02,Unknown,table_p10_ri7_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Flt_ngg,0.27,Unknown,table_p10_ri7_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Pyr_ngg,0.01,Unknown,table_p10_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Pyr_ngg,0.44,Unknown,table_p10_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,BaA_ngg,1.81,Unknown,table_p10_ri9_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,BaA_ngg,49.21,Unknown,table_p10_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Chr_ngg,0.25,Unknown,table_p10_ri10_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Chr_ngg,3.79,Unknown,table_p10_ri10_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,BbF_ngg,0.93,Unknown,table_p10_ri11_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,BbF_ngg,16.75,Unknown,table_p10_ri11_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,BkF_ngg,0.78,Unknown,table_p10_ri12_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,BkF_ngg,17.99,Unknown,table_p10_ri12_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,BaP_ngg,9.04,Unknown,table_p10_ri13_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,BaP_ngg,161.26,Unknown,table_p10_ri13_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,BghiP_ngg,0.06,Unknown,table_p10_ri15_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,BghiP_ngg,3.27,Unknown,table_p10_ri15_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Minimum,Sum_PAH_ngg,24.42,Unknown,table_p10_ri17_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Maximum,Sum_PAH_ngg,502.03,Unknown,table_p10_ri17_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERL_standard,Nap_ngg,160.0,Unknown,table_p11_ri1_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERM_standard,Nap_ngg,2100.0,Unknown,table_p11_ri1_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,Nap_ngg,164.67000000000002,Unknown,table_p11_ri1_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,Nap_ngg,63.28,Unknown,table_p11_ri1_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,Nap_ngg,70.0,Unknown,table_p11_ri1_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERL_standard,Acy_ngg,44.0,Unknown,table_p11_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERM_standard,Acy_ngg,640.0,Unknown,table_p11_ri2_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,Acy_ngg,75.825,Unknown,table_p11_ri2_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,Acy_ngg,46.93,Unknown,table_p11_ri2_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,Acy_ngg,40.0,Unknown,table_p11_ri2_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERL_standard,Ace_ngg,16.0,Unknown,table_p11_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERM_standard,Ace_ngg,500.0,Unknown,table_p11_ri3_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,Ace_ngg,128.14,Unknown,table_p11_ri3_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,Ace_ngg,80.24,Unknown,table_p11_ri3_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,Ace_ngg,4.0,Unknown,table_p11_ri3_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERL_standard,Flu_ngg,19.0,Unknown,table_p11_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERM_standard,Flu_ngg,540.0,Unknown,table_p11_ri4_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,Flu_ngg,132.92,Unknown,table_p11_ri4_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,Flu_ngg,74.0,Unknown,table_p11_ri4_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,Flu_ngg,7.0,Unknown,table_p11_ri4_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERL_standard,Phe_ngg,240.0,Unknown,table_p11_ri5_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERM_standard,Phe_ngg,1500.0,Unknown,table_p11_ri5_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,Phe_ngg,152.24,Unknown,table_p11_ri5_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,Phe_ngg,81.42,Unknown,table_p11_ri5_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,Phe_ngg,75.0,Unknown,table_p11_ri5_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERL_standard,Ant_ngg,85.3,Unknown,table_p11_ri6_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERM_standard,Ant_ngg,1100.0,Unknown,table_p11_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,Ant_ngg,125.52,Unknown,table_p11_ri6_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,Ant_ngg,41.55,Unknown,table_p11_ri6_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,Ant_ngg,65.0,Unknown,table_p11_ri6_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERL_standard,Flt_ngg,600.0,Unknown,table_p11_ri7_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERM_standard,Flt_ngg,5100.0,Unknown,table_p11_ri7_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,Flt_ngg,145.30499999999998,Unknown,table_p11_ri7_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,Flt_ngg,91.42,Unknown,table_p11_ri7_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,Flt_ngg,75.0,Unknown,table_p11_ri7_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERL_standard,BaA_ngg,261.0,Unknown,table_p11_ri9_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERM_standard,BaA_ngg,1600.0,Unknown,table_p11_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,BaA_ngg,255.08499999999998,Unknown,table_p11_ri9_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,BaA_ngg,123.51,Unknown,table_p11_ri9_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Number_of_samples_with_concentrations_less_than_ERL,BaA_ngg,68.0,Unknown,table_p11_ri9_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERL_standard,Chr_ngg,384.0,Unknown,table_p11_ri10_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_ERM_standard,Chr_ngg,2800.0,Unknown,table_p11_ri10_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_PAHs_concentration_range,Chr_ngg,202.095,Unknown,table_p11_ri10_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
1-s2.0-S0025326X25010434,1-s2.0-S0025326X25010434_Mean_concentration,Chr_ngg,129.28,Unknown,table_p11_ri10_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
