paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F1,Sum_PAH_ngg,101.0,Unknown,table_p8_ri15_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F1,Sum_PAH_ngg,33.0,Unknown,table_p8_ri15_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F1,OC_pct,33.0,Unknown,table_p8_ri15_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F1,Sum_PAH_ngg,7.0,Unknown,table_p8_ri15_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F1,OC_pct,7.0,Unknown,table_p8_ri15_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F1,BaA_ngg,0.28,Unknown,table_p8_ri15_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F1,Chr_ngg,0.28,Unknown,table_p8_ri15_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F1,BghiP_ngg,0.48,Unknown,table_p8_ri15_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F2,Sum_PAH_ngg,441.0,Unknown,table_p8_ri16_ci1,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F2,Sum_PAH_ngg,410.0,Unknown,table_p8_ri16_ci2,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F2,Sum_PAH_ngg,31.0,Unknown,table_p8_ri16_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F2,Sum_PAH_ngg,79.0,Unknown,table_p8_ri16_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F2,OC_pct,79.0,Unknown,table_p8_ri16_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F2,Sum_PAH_ngg,5.0,Unknown,table_p8_ri16_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F2,OC_pct,5.0,Unknown,table_p8_ri16_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F2,BaA_ngg,0.18,Unknown,table_p8_ri16_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F2,Chr_ngg,0.18,Unknown,table_p8_ri16_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_F2,BghiP_ngg,0.46,Unknown,table_p8_ri16_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G1,Sum_PAH_ngg,514.0,Unknown,table_p8_ri17_ci1,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G1,Sum_PAH_ngg,392.0,Unknown,table_p8_ri17_ci2,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G1,Sum_PAH_ngg,122.0,Unknown,table_p8_ri17_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G1,Sum_PAH_ngg,36.0,Unknown,table_p8_ri17_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G1,OC_pct,36.0,Unknown,table_p8_ri17_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G1,Sum_PAH_ngg,9.0,Unknown,table_p8_ri17_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G1,OC_pct,9.0,Unknown,table_p8_ri17_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G1,BaA_ngg,0.25,Unknown,table_p8_ri17_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G1,Chr_ngg,0.25,Unknown,table_p8_ri17_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G1,BghiP_ngg,0.47,Unknown,table_p8_ri17_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G2,Sum_PAH_ngg,362.0,Unknown,table_p8_ri18_ci1,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G2,Sum_PAH_ngg,323.0,Unknown,table_p8_ri18_ci2,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G2,Sum_PAH_ngg,39.0,Unknown,table_p8_ri18_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G2,Sum_PAH_ngg,39.0,Unknown,table_p8_ri18_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G2,OC_pct,39.0,Unknown,table_p8_ri18_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G2,Sum_PAH_ngg,4.0,Unknown,table_p8_ri18_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G2,OC_pct,4.0,Unknown,table_p8_ri18_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G2,BaA_ngg,0.25,Unknown,table_p8_ri18_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G2,Chr_ngg,0.25,Unknown,table_p8_ri18_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G2,BghiP_ngg,0.47,Unknown,table_p8_ri18_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G3,Sum_PAH_ngg,540.0,Unknown,table_p8_ri19_ci1,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G3,Sum_PAH_ngg,502.0,Unknown,table_p8_ri19_ci2,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G3,Sum_PAH_ngg,39.0,Unknown,table_p8_ri19_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G3,Sum_PAH_ngg,113.0,Unknown,table_p8_ri19_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G3,Sum_PAH_ngg,8.0,Unknown,table_p8_ri19_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G3,OC_pct,8.0,Unknown,table_p8_ri19_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G3,BaA_ngg,0.16,Unknown,table_p8_ri19_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G3,Chr_ngg,0.16,Unknown,table_p8_ri19_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_G3,BghiP_ngg,0.45,Unknown,table_p8_ri19_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H1,Sum_PAH_ngg,1034.0,Unknown,table_p8_ri20_ci1,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H1,Sum_PAH_ngg,672.0,Unknown,table_p8_ri20_ci2,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H1,Sum_PAH_ngg,362.0,Unknown,table_p8_ri20_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H1,Sum_PAH_ngg,59.0,Unknown,table_p8_ri20_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H1,OC_pct,59.0,Unknown,table_p8_ri20_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H1,Sum_PAH_ngg,21.0,Unknown,table_p8_ri20_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H1,OC_pct,21.0,Unknown,table_p8_ri20_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H1,BaA_ngg,0.28,Unknown,table_p8_ri20_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H1,Chr_ngg,0.28,Unknown,table_p8_ri20_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H1,BghiP_ngg,0.51,Unknown,table_p8_ri20_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H2,Sum_PAH_ngg,582.0,Unknown,table_p8_ri21_ci1,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H2,Sum_PAH_ngg,539.0,Unknown,table_p8_ri21_ci2,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H2,Sum_PAH_ngg,43.0,Unknown,table_p8_ri21_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H2,Sum_PAH_ngg,61.0,Unknown,table_p8_ri21_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H2,OC_pct,61.0,Unknown,table_p8_ri21_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H2,Sum_PAH_ngg,5.0,Unknown,table_p8_ri21_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H2,OC_pct,5.0,Unknown,table_p8_ri21_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H2,BaA_ngg,0.18,Unknown,table_p8_ri21_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H2,Chr_ngg,0.18,Unknown,table_p8_ri21_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_H2,BghiP_ngg,0.5,Unknown,table_p8_ri21_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I1,Sum_PAH_ngg,2224.0,Unknown,table_p8_ri22_ci1,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I1,Sum_PAH_ngg,1667.0,Unknown,table_p8_ri22_ci2,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I1,Sum_PAH_ngg,556.0,Unknown,table_p8_ri22_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I1,Sum_PAH_ngg,75.0,Unknown,table_p8_ri22_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I1,OC_pct,75.0,Unknown,table_p8_ri22_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I1,Sum_PAH_ngg,19.0,Unknown,table_p8_ri22_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I1,OC_pct,19.0,Unknown,table_p8_ri22_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I1,BaA_ngg,0.3,Unknown,table_p8_ri22_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I1,Chr_ngg,0.3,Unknown,table_p8_ri22_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I1,BghiP_ngg,0.51,Unknown,table_p8_ri22_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I2,Sum_PAH_ngg,666.0,Unknown,table_p8_ri23_ci1,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I2,Sum_PAH_ngg,597.0,Unknown,table_p8_ri23_ci2,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I2,Sum_PAH_ngg,70.0,Unknown,table_p8_ri23_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I2,Sum_PAH_ngg,77.0,Unknown,table_p8_ri23_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I2,OC_pct,77.0,Unknown,table_p8_ri23_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I2,Sum_PAH_ngg,8.0,Unknown,table_p8_ri23_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I2,OC_pct,8.0,Unknown,table_p8_ri23_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I2,BaA_ngg,0.18,Unknown,table_p8_ri23_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I2,Chr_ngg,0.18,Unknown,table_p8_ri23_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_I2,BghiP_ngg,0.52,Unknown,table_p8_ri23_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J1,Sum_PAH_ngg,1185.0,Unknown,table_p8_ri24_ci1,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J1,Sum_PAH_ngg,925.0,Unknown,table_p8_ri24_ci2,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J1,Sum_PAH_ngg,261.0,Unknown,table_p8_ri24_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J1,Sum_PAH_ngg,47.0,Unknown,table_p8_ri24_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J1,OC_pct,47.0,Unknown,table_p8_ri24_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J1,Sum_PAH_ngg,10.0,Unknown,table_p8_ri24_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J1,OC_pct,10.0,Unknown,table_p8_ri24_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J1,BaA_ngg,0.32,Unknown,table_p8_ri24_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J1,Chr_ngg,0.32,Unknown,table_p8_ri24_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J1,BghiP_ngg,0.47,Unknown,table_p8_ri24_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J2,Sum_PAH_ngg,404.0,Unknown,table_p8_ri25_ci1,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J2,Sum_PAH_ngg,360.0,Unknown,table_p8_ri25_ci2,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J2,Sum_PAH_ngg,44.0,Unknown,table_p8_ri25_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J2,Sum_PAH_ngg,112.0,Unknown,table_p8_ri25_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J2,Sum_PAH_ngg,12.0,Unknown,table_p8_ri25_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J2,OC_pct,12.0,Unknown,table_p8_ri25_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J2,BaA_ngg,0.23,Unknown,table_p8_ri25_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J2,Chr_ngg,0.23,Unknown,table_p8_ri25_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J2,BghiP_ngg,0.53,Unknown,table_p8_ri25_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J3,Sum_PAH_ngg,571.0,Unknown,table_p8_ri26_ci1,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J3,Sum_PAH_ngg,525.0,Unknown,table_p8_ri26_ci2,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J3,Sum_PAH_ngg,46.0,Unknown,table_p8_ri26_ci3,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J3,Sum_PAH_ngg,133.0,Unknown,table_p8_ri26_ci5,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J3,Sum_PAH_ngg,11.0,Unknown,table_p8_ri26_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J3,OC_pct,11.0,Unknown,table_p8_ri26_ci6,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J3,BaA_ngg,0.18,Unknown,table_p8_ri26_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J3,Chr_ngg,0.18,Unknown,table_p8_ri26_ci7,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
j.chemosphere.2019.03.001,j.chemosphere.2019.03.001_J3,BghiP_ngg,0.44,Unknown,table_p8_ri26_ci8,soil,,,phase14_batch2; matrix=score=162:high; conf=high; flag=,,
