paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathrm_{_R_Q_}___{_\mathrm_{_N_C_s_}_}$,Nap_ngg,131.04,Unknown,table_p7_ri1_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_D_I_}_\times_1_0_^_{_-_5_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Phe_ngg,11.46,Unknown,table_p8_ri5_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_H_I_}_\times_1_0_^_{_-_4_}$,Phe_ngg,76.43,Unknown,table_p8_ri5_ci4,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathcal_{_Z_}___{_\mathrm_{_r_}_}_\sqcup_\mathrm_{_c_D_I_}_{_\times_}_1_0_^_{_-_4_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Phe_ngg,9.72,Unknown,table_p8_ri5_ci6,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤_CDI×10-⁵__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Phe_ngg,2.66,Unknown,table_p8_ri5_ci7,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口__$\mathrm_{_C_R_}_\times_1_0_^_{_-_6_}$,Phe_ngg,70.99,Unknown,table_p8_ri5_ci8,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_R_}_\times_1_0_^_{_-_5_}$,Phe_ngg,14.2,Unknown,table_p8_ri5_ci9,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口_CDI×10⁻4__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Ant_ngg,5.88,Unknown,table_p8_ri6_ci1,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_D_I_}_\times_1_0_^_{_-_5_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Ant_ngg,1.61,Unknown,table_p8_ri6_ci2,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathcal_{_Y_}___{_\Sigma_}_\boxed_{_\mathbf_{_\Sigma_}_}$___$\mathrm_{_H_I_}_\times_1_0_^_{_-_6_}$,Ant_ngg,19.6,Unknown,table_p8_ri6_ci3,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_H_I_}_\times_1_0_^_{_-_4_}$,Ant_ngg,1.07,Unknown,table_p8_ri6_ci4,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_$\mathcal_{_Z_}___{_\mathrm_{_r_}_}_\sqcup_\mathrm_{_c_D_I_}_{_\times_}_1_0_^_{_-_4_}$___$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Ant_ngg,2.74,Unknown,table_p8_ri6_ci6,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤_CDI×10-⁵__$/_\mathrm_{_m_g_}_\cdot_(_\mathrm_{_k_g_}_\cdot_\mathrm_{_d_}_)_^_{_-_1_}$,Ant_ngg,0.75,Unknown,table_p8_ri6_ci7,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_经口__$\mathrm_{_C_R_}_\times_1_0_^_{_-_6_}$,Ant_ngg,20.02,Unknown,table_p8_ri6_ci8,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅,中国路域农田土壤多环芳烃污染特征和风险评价_赵冰帅_皮肤__$\mathrm_{_C_R_}_\times_1_0_^_{_-_5_}$,Ant_ngg,4.01,Unknown,table_p8_ri6_ci9,soil,,,phase14_batch2; matrix=score=123:high; conf=high; flag=,,
