paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_7,TotalPHC_mgkg,2.98,Unknown,table_p6_ri29_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_7,TotalPHC_mgkg,0.51,Unknown,table_p6_ri29_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_7,TotalPHC_mgkg,87.2,Unknown,table_p6_ri29_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_7,TotalPHC_mgkg,15.0,Unknown,table_p6_ri29_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_7,TotalPHC_mgkg,11.1,Unknown,table_p6_ri29_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_8,TotalPHC_mgkg,35.5,Unknown,table_p6_ri30_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_8,TotalPHC_mgkg,32.1,Unknown,table_p6_ri30_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_8,TotalPHC_mgkg,1.67,Unknown,table_p6_ri30_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_8,TotalPHC_mgkg,90.4,Unknown,table_p6_ri30_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_8,TotalPHC_mgkg,4.7,Unknown,table_p6_ri30_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_8,TotalPHC_mgkg,1.61,Unknown,table_p6_ri30_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_9,TotalPHC_mgkg,4.78,Unknown,table_p6_ri31_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_9,TotalPHC_mgkg,2.75,Unknown,table_p6_ri31_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_9,TotalPHC_mgkg,1.31,Unknown,table_p6_ri31_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_9,TotalPHC_mgkg,57.5,Unknown,table_p6_ri31_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_9,TotalPHC_mgkg,27.3,Unknown,table_p6_ri31_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_9,TotalPHC_mgkg,1.8,Unknown,table_p6_ri31_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_10,TotalPHC_mgkg,70.1,Unknown,table_p6_ri32_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_10,TotalPHC_mgkg,56.1,Unknown,table_p6_ri32_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_10,TotalPHC_mgkg,1.37,Unknown,table_p6_ri32_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_10,TotalPHC_mgkg,80.0,Unknown,table_p6_ri32_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_10,TotalPHC_mgkg,1.95,Unknown,table_p6_ri32_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_10,TotalPHC_mgkg,0.68,Unknown,table_p6_ri32_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_11,TotalPHC_mgkg,4.78,Unknown,table_p6_ri33_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_11,TotalPHC_mgkg,3.55,Unknown,table_p6_ri33_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_11,TotalPHC_mgkg,0.42,Unknown,table_p6_ri33_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_11,TotalPHC_mgkg,74.3,Unknown,table_p6_ri33_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_11,TotalPHC_mgkg,8.78,Unknown,table_p6_ri33_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_11,TotalPHC_mgkg,3.55,Unknown,table_p6_ri33_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_12,TotalPHC_mgkg,22.4,Unknown,table_p6_ri34_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_12,TotalPHC_mgkg,19.7,Unknown,table_p6_ri34_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_12,TotalPHC_mgkg,0.49,Unknown,table_p6_ri34_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_12,TotalPHC_mgkg,88.2,Unknown,table_p6_ri34_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_12,TotalPHC_mgkg,2.19,Unknown,table_p6_ri34_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_12,TotalPHC_mgkg,0.04,Unknown,table_p6_ri34_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_13,TotalPHC_mgkg,1.23,Unknown,table_p6_ri35_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_13,TotalPHC_mgkg,0.4,Unknown,table_p6_ri35_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_13,TotalPHC_mgkg,0.04,Unknown,table_p6_ri35_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_13,TotalPHC_mgkg,32.5,Unknown,table_p6_ri35_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_13,TotalPHC_mgkg,3.26,Unknown,table_p6_ri35_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_13,TotalPHC_mgkg,1.63,Unknown,table_p6_ri35_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_14,TotalPHC_mgkg,7.95,Unknown,table_p6_ri36_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_14,TotalPHC_mgkg,2.53,Unknown,table_p6_ri36_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_14,TotalPHC_mgkg,0.61,Unknown,table_p6_ri36_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_14,TotalPHC_mgkg,31.8,Unknown,table_p6_ri36_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_14,TotalPHC_mgkg,7.67,Unknown,table_p6_ri36_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_14,TotalPHC_mgkg,1.26,Unknown,table_p6_ri36_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_15,TotalPHC_mgkg,3.51,Unknown,table_p6_ri37_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_15,TotalPHC_mgkg,0.45,Unknown,table_p6_ri37_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_15,TotalPHC_mgkg,2.35,Unknown,table_p6_ri37_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_15,TotalPHC_mgkg,12.9,Unknown,table_p6_ri37_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_15,TotalPHC_mgkg,67.0,Unknown,table_p6_ri37_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_15,TotalPHC_mgkg,39.1,Unknown,table_p6_ri37_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_16,TotalPHC_mgkg,4.08,Unknown,table_p6_ri38_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_16,TotalPHC_mgkg,2.89,Unknown,table_p6_ri38_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_16,TotalPHC_mgkg,0.6,Unknown,table_p6_ri38_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_16,TotalPHC_mgkg,70.8,Unknown,table_p6_ri38_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_16,TotalPHC_mgkg,14.7,Unknown,table_p6_ri38_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_16,TotalPHC_mgkg,6.38,Unknown,table_p6_ri38_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_17,TotalPHC_mgkg,3.06,Unknown,table_p6_ri39_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_17,TotalPHC_mgkg,2.17,Unknown,table_p6_ri39_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_17,TotalPHC_mgkg,0.35,Unknown,table_p6_ri39_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_17,TotalPHC_mgkg,70.8,Unknown,table_p6_ri39_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_17,TotalPHC_mgkg,11.4,Unknown,table_p6_ri39_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_17,TotalPHC_mgkg,1.85,Unknown,table_p6_ri39_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_18,TotalPHC_mgkg,3.49,Unknown,table_p6_ri40_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_18,TotalPHC_mgkg,2.85,Unknown,table_p6_ri40_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_18,TotalPHC_mgkg,0.18,Unknown,table_p6_ri40_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_18,TotalPHC_mgkg,100.0,Unknown,table_p6_ri40_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_18,TotalPHC_mgkg,5.29,Unknown,table_p6_ri40_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_18,TotalPHC_mgkg,0.91,Unknown,table_p6_ri40_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_19,TotalPHC_mgkg,1.74,Unknown,table_p6_ri41_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_19,TotalPHC_mgkg,1.39,Unknown,table_p6_ri41_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_19,TotalPHC_mgkg,0.24,Unknown,table_p6_ri41_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_19,TotalPHC_mgkg,80.0,Unknown,table_p6_ri41_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_19,TotalPHC_mgkg,13.8,Unknown,table_p6_ri41_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_19,TotalPHC_mgkg,5.75,Unknown,table_p6_ri41_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_20,TotalPHC_mgkg,1.22,Unknown,table_p6_ri42_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_20,TotalPHC_mgkg,0.4,Unknown,table_p6_ri42_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_20,TotalPHC_mgkg,0.06,Unknown,table_p6_ri42_ci3,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_20,TotalPHC_mgkg,33.3,Unknown,table_p6_ri42_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_20,TotalPHC_mgkg,4.94,Unknown,table_p6_ri42_ci6,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Contaminated_soil_20,TotalPHC_mgkg,3.29,Unknown,table_p6_ri42_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_1,TotalPHC_mgkg,14.6,Unknown,table_p6_ri43_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_1,TotalPHC_mgkg,1.48,Unknown,table_p6_ri43_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_1,TotalPHC_mgkg,10.2,Unknown,table_p6_ri43_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_1,TotalPHC_mgkg,4.69,Unknown,table_p6_ri43_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_2,TotalPHC_mgkg,7.55,Unknown,table_p6_ri44_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_2,TotalPHC_mgkg,1.02,Unknown,table_p6_ri44_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_2,TotalPHC_mgkg,13.5,Unknown,table_p6_ri44_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_2,TotalPHC_mgkg,52.4,Unknown,table_p6_ri44_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_3,TotalPHC_mgkg,2.73,Unknown,table_p6_ri45_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_3,TotalPHC_mgkg,0.64,Unknown,table_p6_ri45_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_3,TotalPHC_mgkg,23.6,Unknown,table_p6_ri45_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_3,TotalPHC_mgkg,82.4,Unknown,table_p6_ri45_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_4,TotalPHC_mgkg,21.6,Unknown,table_p6_ri46_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_4,TotalPHC_mgkg,1.37,Unknown,table_p6_ri46_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_4,TotalPHC_mgkg,6.33,Unknown,table_p6_ri46_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_4,TotalPHC_mgkg,35.2,Unknown,table_p6_ri46_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_5,TotalPHC_mgkg,13.0,Unknown,table_p6_ri47_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_5,TotalPHC_mgkg,0.81,Unknown,table_p6_ri47_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_5,TotalPHC_mgkg,6.27,Unknown,table_p6_ri47_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_5,TotalPHC_mgkg,33.2,Unknown,table_p6_ri47_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_6,TotalPHC_mgkg,4.59,Unknown,table_p6_ri48_ci1,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_6,TotalPHC_mgkg,0.59,Unknown,table_p6_ri48_ci2,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_6,TotalPHC_mgkg,12.8,Unknown,table_p6_ri48_ci5,soil,mining,,phase14_auto; confidence=high; flag=,,
15275922.2013.814180,15275922.2013.814180_Background_plants_6,TotalPHC_mgkg,54.3,Unknown,table_p6_ri48_ci7,soil,mining,,phase14_auto; confidence=high; flag=,,
