paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72226_j.scitotenv.2012.11.013,72226_j.scitotenv.2012.11.013_Soil,SumPCB_ngg,0.01,Unknown,table_p5_ri5_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72226_j.scitotenv.2012.11.013,72226_j.scitotenv.2012.11.013_Yak,SumPCB_ngg,0.01,Unknown,table_p5_ri5_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72226_j.scitotenv.2012.11.013,72226_j.scitotenv.2012.11.013_col3,SumPCB_ngg,0.02,Unknown,table_p5_ri5_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72226_j.scitotenv.2012.11.013,72226_j.scitotenv.2012.11.013_col4,SumPCB_ngg,0.01,Unknown,table_p5_ri5_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72226_j.scitotenv.2012.11.013,72226_j.scitotenv.2012.11.013_col5,SumPCB_ngg,0.02,Unknown,table_p5_ri5_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72226_j.scitotenv.2012.11.013,72226_j.scitotenv.2012.11.013_col6,SumPCB_ngg,0.08,Unknown,table_p5_ri5_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72226_j.scitotenv.2012.11.013,72226_j.scitotenv.2012.11.013_col7,SumPCB_ngg,0.56,Unknown,table_p5_ri5_ci7,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72226_j.scitotenv.2012.11.013,72226_j.scitotenv.2012.11.013_col9,SumPCB_ngg,0.2,Unknown,table_p5_ri5_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72226_j.scitotenv.2012.11.013,72226_j.scitotenv.2012.11.013_col10,SumPCB_ngg,0.9,Unknown,table_p5_ri5_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
