paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
_dup_j.jhazmat.2013.05.003,_dup_j.jhazmat.2013.05.003_Abiotic_control,TotalPHC_mgkg,97.2,Unknown,table_p6_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2013.05.003,_dup_j.jhazmat.2013.05.003_Biotic_control,TotalPHC_mgkg,87.3,Unknown,table_p6_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2013.05.003,_dup_j.jhazmat.2013.05.003_EK1,TotalPHC_mgkg,88.5,Unknown,table_p6_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2013.05.003,_dup_j.jhazmat.2013.05.003_EK2,TotalPHC_mgkg,80.7,Unknown,table_p6_ri5_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2013.05.003,_dup_j.jhazmat.2013.05.003_BioEK1,TotalPHC_mgkg,49.0,Unknown,table_p6_ri6_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2013.05.003,_dup_j.jhazmat.2013.05.003_BioEK2,TotalPHC_mgkg,27.2,Unknown,table_p6_ri7_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.jhazmat.2013.05.003,_dup_j.jhazmat.2013.05.003_BioEK3,TotalPHC_mgkg,11.7,Unknown,table_p6_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
