paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72393_clen.201600823,72393_clen.201600823_Detection_rate_(%),SumHCH_ngg,3.07,Unknown,table_p11_ri2_ci2,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Concentration_(ng_L--1),SumHCH_ngg,1.31,Unknown,table_p11_ri3_ci1,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Detection_rate_(%),SumHCH_ngg,5.21,Unknown,table_p11_ri3_ci2,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Concentration_(ng_L--1),SumHCH_ngg,1.72,Unknown,table_p11_ri4_ci1,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Detection_rate_(%),SumHCH_ngg,3.68,Unknown,table_p11_ri4_ci2,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Concentration_(ng_L--1),SumHCH_ngg,1.9,Unknown,table_p11_ri5_ci1,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Detection_rate_(%),SumHCH_ngg,9.9,Unknown,table_p11_ri5_ci2,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Detection_rate_(%),SumHCH_ngg,11.25,Unknown,table_p11_ri6_ci2,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Concentration_(ng_L--1),SumHCH_ngg,10.11,Unknown,table_p11_ri7_ci1,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Detection_rate_(%),SumHCH_ngg,29.38,Unknown,table_p11_ri7_ci2,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Concentration_(ng_L--1),SumDDT_ngg,2.72,Unknown,table_p11_ri14_ci1,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Detection_rate_(%),SumDDT_ngg,39.14,Unknown,table_p11_ri14_ci2,water,agricultural,,phase14_auto; confidence=high; flag=,,
72393_clen.201600823,72393_clen.201600823_Concentration_(ng_L--1),SumOCP_ngg,2.25,Unknown,table_p11_ri22_ci1,water,agricultural,,phase14_auto; confidence=high; flag=,,
