paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S102,Nap_ngg,243.1,Unknown,table_p25_ri1_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Nap_ngg,2.39,Unknown,table_p28_ri11_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Ace_ngg,9.86,Unknown,table_p28_ri11_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Acy_ngg,4.33,Unknown,table_p28_ri11_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Phe_ngg,5.92,Unknown,table_p28_ri11_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Ant_ngg,17.7,Unknown,table_p28_ri11_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S105,Pyr_ngg,2.24,Unknown,table_p28_ri11_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Nap_ngg,5.62,Unknown,table_p28_ri12_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Ace_ngg,4.94,Unknown,table_p28_ri12_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Acy_ngg,7.48,Unknown,table_p28_ri12_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Phe_ngg,17.3,Unknown,table_p28_ri12_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Ant_ngg,16.4,Unknown,table_p28_ri12_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S106,Pyr_ngg,2.75,Unknown,table_p28_ri12_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Nap_ngg,3.92,Unknown,table_p28_ri13_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Ace_ngg,7.95,Unknown,table_p28_ri13_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Acy_ngg,4.33,Unknown,table_p28_ri13_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Phe_ngg,9.72,Unknown,table_p28_ri13_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_G12,Ant_ngg,8.65,Unknown,table_p28_ri13_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Nap_ngg,4.15,Unknown,table_p28_ri14_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Ace_ngg,8.27,Unknown,table_p28_ri14_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Acy_ngg,5.17,Unknown,table_p28_ri14_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Phe_ngg,13.8,Unknown,table_p28_ri14_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S101,Ant_ngg,14.1,Unknown,table_p28_ri14_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S8,BaA_ngg,1.52,Unknown,table_p29_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S8,BbF_ngg,1.08,Unknown,table_p29_ri8_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S8,BkF_ngg,1.62,Unknown,table_p29_ri8_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S8,BaP_ngg,1.48,Unknown,table_p29_ri8_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S9,BaA_ngg,1.41,Unknown,table_p29_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S9,BbF_ngg,1.11,Unknown,table_p29_ri9_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S9,BkF_ngg,3.51,Unknown,table_p29_ri9_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S9,BaP_ngg,1.14,Unknown,table_p29_ri9_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_Dermal,BaA_ngg,6.67,Unknown,table_p29_ri10_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_Dermal,BbF_ngg,5.5,Unknown,table_p29_ri10_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_Dermal,BkF_ngg,6.39,Unknown,table_p29_ri10_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_Dermal,BaP_ngg,2.27,Unknown,table_p29_ri10_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S11,BaA_ngg,1.02,Unknown,table_p29_ri11_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S11,BbF_ngg,1.08,Unknown,table_p29_ri11_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S11,BkF_ngg,1.49,Unknown,table_p29_ri11_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S11,BaP_ngg,1.03,Unknown,table_p29_ri11_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S12,BaA_ngg,7.45,Unknown,table_p29_ri12_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S12,BbF_ngg,5.74,Unknown,table_p29_ri12_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S12,BkF_ngg,7.13,Unknown,table_p29_ri12_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S12,BaP_ngg,2.5,Unknown,table_p29_ri12_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S13,BaA_ngg,2.26,Unknown,table_p29_ri13_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S13,BbF_ngg,3.72,Unknown,table_p29_ri13_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S13,BkF_ngg,3.48,Unknown,table_p29_ri13_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S13,BaP_ngg,1.78,Unknown,table_p29_ri13_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S14,BaA_ngg,6.07,Unknown,table_p29_ri14_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S14,BbF_ngg,2.06,Unknown,table_p29_ri14_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S14,BkF_ngg,2.16,Unknown,table_p29_ri14_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
70637_10807039.2015.1104627,70637_10807039.2015.1104627_S14,BaP_ngg,2.1,Unknown,table_p29_ri14_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
