paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S19,Flu_ngg,337.0,Unknown,table_p6_ri19_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S19,Phe_ngg,879.0,Unknown,table_p6_ri19_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S19,Ant_ngg,72.0,Unknown,table_p6_ri19_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S19,Pyr_ngg,195.0,Unknown,table_p6_ri19_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S19,BbF_ngg,331.0,Unknown,table_p6_ri19_ci13,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S19,BkF_ngg,162.0,Unknown,table_p6_ri19_ci14,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S19,BaP_ngg,144.0,Unknown,table_p6_ri19_ci15,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S19,Sum_PAH_ngg,3582.0,Unknown,table_p6_ri19_ci18,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S19,Sum_PAH_ngg,673.0,Unknown,table_p6_ri19_ci19,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S20,Nap_ngg,1267.0,Unknown,table_p6_ri20_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S20,Flu_ngg,1290.0,Unknown,table_p6_ri20_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S20,Phe_ngg,1685.0,Unknown,table_p6_ri20_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S20,Ant_ngg,34.0,Unknown,table_p6_ri20_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S20,Pyr_ngg,166.0,Unknown,table_p6_ri20_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S20,Chr_ngg,144.0,Unknown,table_p6_ri20_ci12,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S20,BbF_ngg,233.0,Unknown,table_p6_ri20_ci13,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S20,BkF_ngg,69.0,Unknown,table_p6_ri20_ci14,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S20,BaP_ngg,110.0,Unknown,table_p6_ri20_ci15,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S20,Sum_PAH_ngg,5947.0,Unknown,table_p6_ri20_ci18,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S20,Sum_PAH_ngg,816.0,Unknown,table_p6_ri20_ci19,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S21,Nap_ngg,1420.0,Unknown,table_p6_ri21_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S21,Flu_ngg,811.0,Unknown,table_p6_ri21_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S21,Phe_ngg,1827.0,Unknown,table_p6_ri21_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S21,Ant_ngg,49.0,Unknown,table_p6_ri21_ci7,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S21,Pyr_ngg,325.0,Unknown,table_p6_ri21_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S21,Chr_ngg,99123.0,Unknown,table_p6_ri21_ci12,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S21,BbF_ngg,21323.0,Unknown,table_p6_ri21_ci13,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S21,BkF_ngg,6928.0,Unknown,table_p6_ri21_ci14,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S21,BaP_ngg,8624.0,Unknown,table_p6_ri21_ci15,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_S21,Sum_PAH_ngg,218.0,Unknown,table_p6_ri21_ci19,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Oral_ingestion,BaA_ngg,3.27,Unknown,table_p9_ri1_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Oral_ingestion,Chr_ngg,327.17,Unknown,table_p9_ri1_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Oral_ingestion,BbF_ngg,3.27,Unknown,table_p9_ri1_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Oral_ingestion,BkF_ngg,32.71,Unknown,table_p9_ri1_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Oral_ingestion,BaP_ngg,0.32,Unknown,table_p9_ri1_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Skin_contact,BaA_ngg,4.41,Unknown,table_p9_ri2_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Skin_contact,Chr_ngg,440.75,Unknown,table_p9_ri2_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Skin_contact,BbF_ngg,4.41,Unknown,table_p9_ri2_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Skin_contact,BkF_ngg,44.08,Unknown,table_p9_ri2_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Skin_contact,BaP_ngg,0.44,Unknown,table_p9_ri2_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Inhalation_of_soil_particles,BaA_ngg,651.41,Unknown,table_p9_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Inhalation_of_soil_particles,Chr_ngg,65141.49,Unknown,table_p9_ri3_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Inhalation_of_soil_particles,BbF_ngg,651.41,Unknown,table_p9_ri3_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Inhalation_of_soil_particles,BkF_ngg,6514.15,Unknown,table_p9_ri3_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_10934529.2021.1927597,_dup_10934529.2021.1927597_Inhalation_of_soil_particles,BaP_ngg,65.14,Unknown,table_p9_ri3_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
