paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Concentration_(mg/kg)",Ant_ngg,0.11889999999999999,Unknown,table_p2_ri9_ci2,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=range_mean,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Ringnumber",Pyr_ngg,4.0,Unknown,table_p2_ri11_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Concentration_(mg/kg)",Pyr_ngg,0.019500000000000003,Unknown,table_p2_ri11_ci2,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=range_mean,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Ringnumber",BaA_ngg,4.0,Unknown,table_p2_ri12_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Ringnumber",BbF_ngg,5.0,Unknown,table_p2_ri14_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Concentration_(mg/kg)",BbF_ngg,0.6335,Unknown,table_p2_ri14_ci2,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=range_mean,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Ringnumber",BkF_ngg,5.0,Unknown,table_p2_ri15_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Concentration_(mg/kg)",BkF_ngg,0.3245,Unknown,table_p2_ri15_ci2,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=range_mean,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Ringnumber",BaP_ngg,5.0,Unknown,table_p2_ri16_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Concentration_(mg/kg)",BaP_ngg,0.476,Unknown,table_p2_ri16_ci2,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=range_mean,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Ringnumber",BghiP_ngg,6.0,Unknown,table_p2_ri19_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Concentration_(mg/kg)",Sum_PAH_ngg,1.132,Unknown,table_p2_ri20_ci2,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=range_mean,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_Concentration_(mg/kg)",Sum_PAH_ngg,6.281,Unknown,table_p2_ri21_ci2,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=range_mean,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",Nap_ngg,0.001,Unknown,table_p7_ri3_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",Ace_ngg,0.001,Unknown,table_p7_ri4_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",Acy_ngg,0.001,Unknown,table_p7_ri5_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",Flu_ngg,0.001,Unknown,table_p7_ri6_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",Phe_ngg,0.001,Unknown,table_p7_ri7_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",Ant_ngg,0.01,Unknown,table_p7_ri8_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",Pyr_ngg,0.001,Unknown,table_p7_ri10_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",BaA_ngg,0.1,Unknown,table_p7_ri11_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",BbF_ngg,0.1,Unknown,table_p7_ri13_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",BkF_ngg,0.1,Unknown,table_p7_ri14_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",BaP_ngg,1.0,Unknown,table_p7_ri15_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
"Nuerla Ailijiang 等 - 2022 - Levels, sources, and r","Nuerla Ailijiang 等 - 2022 - Levels, sources, and r_$\bf_{_T_E_F___{_B_a_p_}_}$",BghiP_ngg,0.1,Unknown,table_p7_ri18_ci1,soil,,,phase14_batch2; matrix=score=173:high; conf=high; flag=,,
