paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72245_j.chemosphere.2009.08.055,72245_j.chemosphere.2009.08.055_MDL,SumHCH_ngg,0.02,Unknown,table_p1_ri1_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72245_j.chemosphere.2009.08.055,72245_j.chemosphere.2009.08.055_MDL,SumHCH_ngg,0.014,Unknown,table_p1_ri1_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72245_j.chemosphere.2009.08.055,72245_j.chemosphere.2009.08.055_MDL,SumHCH_ngg,0.045,Unknown,table_p1_ri3_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72245_j.chemosphere.2009.08.055,72245_j.chemosphere.2009.08.055_MDL,SumHCH_ngg,0.028,Unknown,table_p1_ri3_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72245_j.chemosphere.2009.08.055,72245_j.chemosphere.2009.08.055_MDL,SumHCH_ngg,0.021,Unknown,table_p1_ri4_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72245_j.chemosphere.2009.08.055,72245_j.chemosphere.2009.08.055_MDL,SumHCH_ngg,0.068,Unknown,table_p1_ri4_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72245_j.chemosphere.2009.08.055,72245_j.chemosphere.2009.08.055_MDL,SumHCH_ngg,0.026,Unknown,table_p1_ri5_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72245_j.chemosphere.2009.08.055,72245_j.chemosphere.2009.08.055_MDL,SumHCH_ngg,0.013,Unknown,table_p1_ri5_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72245_j.chemosphere.2009.08.055,72245_j.chemosphere.2009.08.055_Roadside,SumHCH_ngg,0.0,Unknown,table_p1_ri2_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
