paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Sichuang)_Guangzhou,Pyr_ngg,28.0,Unknown,table_p33_ri6_ci8,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Sichuang)_Guangzhou,Chr_ngg,13.5,Unknown,table_p33_ri6_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Sichuang)_Guangzhou,BbF_ngg,14.6,Unknown,table_p33_ri6_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Sichuang)_Guangzhou,BaP_ngg,8.04,Unknown,table_p33_ri6_ci13,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Sichuang)_Guangzhou,BghiP_ngg,8.92,Unknown,table_p33_ri6_ci16,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guangdong)_Kunmin,Nap_ngg,1.77,Unknown,table_p33_ri7_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guangdong)_Kunmin,Acy_ngg,0.61,Unknown,table_p33_ri7_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guangdong)_Kunmin,Ace_ngg,0.28,Unknown,table_p33_ri7_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guangdong)_Kunmin,Flu_ngg,4.37,Unknown,table_p33_ri7_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guangdong)_Kunmin,Ant_ngg,2.71,Unknown,table_p33_ri7_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guangdong)_Kunmin,Pyr_ngg,9.48,Unknown,table_p33_ri7_ci8,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guangdong)_Kunmin,Chr_ngg,2.32,Unknown,table_p33_ri7_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guangdong)_Kunmin,BbF_ngg,2.06,Unknown,table_p33_ri7_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guangdong)_Kunmin,BaP_ngg,1.38,Unknown,table_p33_ri7_ci13,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guangdong)_Kunmin,BghiP_ngg,1.53,Unknown,table_p33_ri7_ci16,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,Nap_ngg,7.27,Unknown,table_p33_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,Acy_ngg,11.3,Unknown,table_p33_ri8_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,Ace_ngg,2.81,Unknown,table_p33_ri8_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,Flu_ngg,28.4,Unknown,table_p33_ri8_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,Ant_ngg,11.5,Unknown,table_p33_ri8_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,Pyr_ngg,25.0,Unknown,table_p33_ri8_ci8,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,BaA_ngg,5.98,Unknown,table_p33_ri8_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,Chr_ngg,8.51,Unknown,table_p33_ri8_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,BbF_ngg,6.53,Unknown,table_p33_ri8_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,BkF_ngg,4.7,Unknown,table_p33_ri8_ci12,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,BaP_ngg,4.74,Unknown,table_p33_ri8_ci13,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Yunnan_Taigu*,BghiP_ngg,5.5,Unknown,table_p33_ri8_ci16,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Shanxi)_Anshun*,Nap_ngg,297.2,Unknown,table_p33_ri9_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Shanxi)_Anshun*,Acy_ngg,162.3,Unknown,table_p33_ri9_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Shanxi)_Anshun*,Ace_ngg,71.7,Unknown,table_p33_ri9_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Shanxi)_Anshun*,Flu_ngg,155.2,Unknown,table_p33_ri9_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Shanxi)_Anshun*,Ant_ngg,26.8,Unknown,table_p33_ri9_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Shanxi)_Anshun*,Pyr_ngg,111.4,Unknown,table_p33_ri9_ci8,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Shanxi)_Anshun*,BaA_ngg,70.9,Unknown,table_p33_ri9_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Shanxi)_Anshun*,Chr_ngg,113.5,Unknown,table_p33_ri9_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Shanxi)_Anshun*,BbF_ngg,101.7,Unknown,table_p33_ri9_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Shanxi)_Anshun*,BaP_ngg,59.6,Unknown,table_p33_ri9_ci13,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Shanxi)_Anshun*,BghiP_ngg,64.6,Unknown,table_p33_ri9_ci16,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guizhou),Nap_ngg,73.8,Unknown,table_p33_ri10_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guizhou),Acy_ngg,39.3,Unknown,table_p33_ri10_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guizhou),Ace_ngg,39.1,Unknown,table_p33_ri10_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guizhou),Flu_ngg,45.0,Unknown,table_p33_ri10_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guizhou),Ant_ngg,4.1,Unknown,table_p33_ri10_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guizhou),Pyr_ngg,14.0,Unknown,table_p33_ri10_ci8,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guizhou),Chr_ngg,5.5,Unknown,table_p33_ri10_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guizhou),BkF_ngg,8.9,Unknown,table_p33_ri10_ci12,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guizhou),BaP_ngg,3.3,Unknown,table_p33_ri10_ci13,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_(Guizhou),BghiP_ngg,2.9,Unknown,table_p33_ri10_ci16,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_Xi&#x27;an_(Shaanxi),Acy_ngg,2.9,Unknown,table_p33_ri11_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_Xi&#x27;an_(Shaanxi),Ace_ngg,1.6,Unknown,table_p33_ri11_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_Xi&#x27;an_(Shaanxi),Flu_ngg,1.0,Unknown,table_p33_ri11_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_Xi&#x27;an_(Shaanxi),Ant_ngg,1.1,Unknown,table_p33_ri11_ci6,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_Xi&#x27;an_(Shaanxi),BaA_ngg,8.5,Unknown,table_p33_ri11_ci9,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_Xi&#x27;an_(Shaanxi),Chr_ngg,17.3,Unknown,table_p33_ri11_ci10,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_Xi&#x27;an_(Shaanxi),BbF_ngg,13.6,Unknown,table_p33_ri11_ci11,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_Xi&#x27;an_(Shaanxi),BkF_ngg,8.6,Unknown,table_p33_ri11_ci12,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_Xi&#x27;an_(Shaanxi),BaP_ngg,9.3,Unknown,table_p33_ri11_ci13,soil,agricultural,,phase14_auto; confidence=high; flag=,,
_dup_j.envpol.2019.05.022,_dup_j.envpol.2019.05.022_Xi&#x27;an_(Shaanxi),BghiP_ngg,10.1,Unknown,table_p33_ri11_ci16,soil,agricultural,,phase14_auto; confidence=high; flag=,,
