paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72301_es405632v,72301_es405632v_eucalyptus_leaf,OC_pct,6.405,Unknown,table_p2_ri8_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72301_es405632v,72301_es405632v_eucalyptus_leaf,SumPCB_ngg,361.5,Unknown,table_p2_ri11_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72301_es405632v,72301_es405632v_particle_gas,SumPCB_ngg,1010.25,Unknown,table_p2_ri11_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72301_es405632v,72301_es405632v_bare_land_soil,SumPCB_ngg,42077.5,Unknown,table_p2_ri11_ci5,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72301_es405632v,72301_es405632v_eucalyptus_leaf,SumPCB_ngg,400.2,Unknown,table_p2_ri24_ci1,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
72301_es405632v,72301_es405632v_farmland_soil,SumPCB_ngg,109.05,Unknown,table_p2_ri24_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=range_mean,,
