paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72418_j.envpol.2014.08.024,72418_j.envpol.2014.08.024_SL02,BaP_ngg,0.04,Unknown,table_p4_ri2_ci4,soil,industrial,,phase14_auto; confidence=high; flag=,,
72418_j.envpol.2014.08.024,72418_j.envpol.2014.08.024_SL02,Sum_PAH_ngg,0.151,Unknown,table_p4_ri2_ci5,soil,industrial,,phase14_auto; confidence=high; flag=,,
72418_j.envpol.2014.08.024,72418_j.envpol.2014.08.024_SL02,TotalPHC_mgkg,490.0,Unknown,table_p4_ri2_ci6,soil,industrial,,phase14_auto; confidence=high; flag=,,
72418_j.envpol.2014.08.024,72418_j.envpol.2014.08.024_SL03,BaP_ngg,0.05,Unknown,table_p4_ri3_ci4,soil,industrial,,phase14_auto; confidence=high; flag=,,
72418_j.envpol.2014.08.024,72418_j.envpol.2014.08.024_SL03,Sum_PAH_ngg,4.169,Unknown,table_p4_ri3_ci5,soil,industrial,,phase14_auto; confidence=high; flag=,,
72418_j.envpol.2014.08.024,72418_j.envpol.2014.08.024_SL03,TotalPHC_mgkg,8310.0,Unknown,table_p4_ri3_ci6,soil,industrial,,phase14_auto; confidence=high; flag=,,
72418_j.envpol.2014.08.024,72418_j.envpol.2014.08.024_SL04,BaP_ngg,0.162,Unknown,table_p4_ri4_ci4,soil,industrial,,phase14_auto; confidence=high; flag=,,
72418_j.envpol.2014.08.024,72418_j.envpol.2014.08.024_SL04,Sum_PAH_ngg,6.214,Unknown,table_p4_ri4_ci5,soil,industrial,,phase14_auto; confidence=high; flag=,,
72418_j.envpol.2014.08.024,72418_j.envpol.2014.08.024_SL04,TotalPHC_mgkg,10696.0,Unknown,table_p4_ri4_ci6,soil,industrial,,phase14_auto; confidence=high; flag=,,
