paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72271_s12665-015-4512-6,72271_s12665-015-4512-6_Detection_frequency_(%),SumHCH_ngg,100.0,Unknown,table_p3_ri1_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72271_s12665-015-4512-6,72271_s12665-015-4512-6_Detection_frequency_(%),SumHCH_ngg,94.0,Unknown,table_p3_ri2_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72271_s12665-015-4512-6,72271_s12665-015-4512-6_Detection_frequency_(%),SumHCH_ngg,94.0,Unknown,table_p3_ri3_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72271_s12665-015-4512-6,72271_s12665-015-4512-6_Detection_frequency_(%),SumHCH_ngg,100.0,Unknown,table_p3_ri4_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72271_s12665-015-4512-6,72271_s12665-015-4512-6_Shanghai,SumHCH_ngg,21.41,Unknown,table_p4_ri2_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72271_s12665-015-4512-6,72271_s12665-015-4512-6_Northwest_China,SumHCH_ngg,12.52,Unknown,table_p4_ri3_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72271_s12665-015-4512-6,72271_s12665-015-4512-6_Guangzhou,SumHCH_ngg,67.3,Unknown,table_p4_ri4_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72271_s12665-015-4512-6,72271_s12665-015-4512-6_Zhangzhou,SumHCH_ngg,3.86,Unknown,table_p4_ri5_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
72271_s12665-015-4512-6,72271_s12665-015-4512-6_Three_Gorges_Dam_region,SumHCH_ngg,1.8,Unknown,table_p4_ri6_ci2,soil,agricultural,,phase14_auto; confidence=high; flag=,,
