paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
j.envpol.2017.08.003,j.envpol.2017.08.003_Module_2,SumPBDE_ngg,0.17,Unknown,table_p5_ri2_ci7,soil,,,phase14_batch2; matrix=score=150:high; conf=high; flag=,,
j.envpol.2017.08.003,j.envpol.2017.08.003_Module_3,SumPBDE_ngg,0.05,Unknown,table_p5_ri3_ci7,soil,,,phase14_batch2; matrix=score=150:high; conf=high; flag=,,
