paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
1-s2.0-S0304389424033570,1-s2.0-S0304389424033570_Lower_leaves,SumPAE_ngg,129.0,Unknown,table_p4_ri6_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0304389424033570,1-s2.0-S0304389424033570_Middle_leaves,SumPAE_ngg,65.5,Unknown,table_p4_ri6_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0304389424033570,1-s2.0-S0304389424033570_Upper_leaves,SumPAE_ngg,97.5,Unknown,table_p4_ri6_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0304389424033570,1-s2.0-S0304389424033570_col4,SumPAE_ngg,42.7,Unknown,table_p4_ri6_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0304389424033570,1-s2.0-S0304389424033570_col5,SumPAE_ngg,85.2,Unknown,table_p4_ri6_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
1-s2.0-S0304389424033570,1-s2.0-S0304389424033570_col6,SumPAE_ngg,40.9,Unknown,table_p4_ri6_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
