paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_Experimental_result,OTC_ngg,5.01,Unknown,table_p8_ri1_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_Experimental_result,CTC_ngg,2.63,Unknown,table_p8_ri1_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_Estimated_result,OTC_ngg,2.5,Unknown,table_p8_ri2_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_Estimated_result,CTC_ngg,1.31,Unknown,table_p8_ri2_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_WHO_standard,OTC_ngg,30.0,Unknown,table_p8_ri3_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_WHO_standard,CTC_ngg,30.0,Unknown,table_p8_ri3_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_S4,OTC_ngg,1800.0,Unknown,table_p8_ri4_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_S4,CTC_ngg,1800.0,Unknown,table_p8_ri4_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_Chinese_standard,OTC_ngg,100.0,Unknown,table_p8_ri5_ci3,soil,agricultural,,phase14_auto; confidence=high; flag=,,
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_Chinese_standard,CTC_ngg,100.0,Unknown,table_p8_ri5_ci4,soil,agricultural,,phase14_auto; confidence=high; flag=,,
