paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,Nap_ngg,0.0,Unknown,table_p4_ri2_ci1,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,Flu_ngg,0.02,Unknown,table_p4_ri2_ci4,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,Ant_ngg,0.24,Unknown,table_p4_ri2_ci6,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,Pyr_ngg,0.71,Unknown,table_p4_ri2_ci8,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,BaA_ngg,0.05,Unknown,table_p4_ri2_ci9,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,Chr_ngg,0.21,Unknown,table_p4_ri2_ci10,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,BbF_ngg,0.15,Unknown,table_p4_ri2_ci11,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,BkF_ngg,0.18,Unknown,table_p4_ri2_ci12,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,BaP_ngg,0.25,Unknown,table_p4_ri2_ci13,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,BghiP_ngg,0.11,Unknown,table_p4_ri2_ci15,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,Ind_ngg,0.07,Unknown,table_p4_ri2_ci16,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_11-PS,Sum_PAH_ngg,2.03,Unknown,table_p4_ri2_ci17,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_20-RA,Nap_ngg,0.0,Unknown,table_p4_ri3_ci1,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_20-RA,Flu_ngg,0.0,Unknown,table_p4_ri3_ci4,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_20-RA,Ant_ngg,0.0,Unknown,table_p4_ri3_ci6,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_20-RA,Pyr_ngg,0.0,Unknown,table_p4_ri3_ci8,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_20-RA,BaA_ngg,0.01,Unknown,table_p4_ri3_ci9,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_20-RA,Chr_ngg,0.02,Unknown,table_p4_ri3_ci10,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_20-RA,BaP_ngg,0.0,Unknown,table_p4_ri3_ci13,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_20-RA,Sum_PAH_ngg,0.09,Unknown,table_p4_ri3_ci17,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,Nap_ngg,0.07,Unknown,table_p4_ri4_ci1,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,Flu_ngg,0.02,Unknown,table_p4_ri4_ci4,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,Ant_ngg,0.42,Unknown,table_p4_ri4_ci6,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,Pyr_ngg,0.66,Unknown,table_p4_ri4_ci8,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,BaA_ngg,0.17,Unknown,table_p4_ri4_ci9,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,Chr_ngg,0.21,Unknown,table_p4_ri4_ci10,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,BbF_ngg,0.08,Unknown,table_p4_ri4_ci11,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,BkF_ngg,0.2,Unknown,table_p4_ri4_ci12,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,BaP_ngg,0.2,Unknown,table_p4_ri4_ci13,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,BghiP_ngg,0.22,Unknown,table_p4_ri4_ci15,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,Ind_ngg,0.07,Unknown,table_p4_ri4_ci16,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_21-P,Sum_PAH_ngg,2.35,Unknown,table_p4_ri4_ci17,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,Nap_ngg,0.12,Unknown,table_p4_ri5_ci1,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,Flu_ngg,0.0,Unknown,table_p4_ri5_ci4,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,Ant_ngg,0.13,Unknown,table_p4_ri5_ci6,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,Pyr_ngg,0.14,Unknown,table_p4_ri5_ci8,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,BaA_ngg,0.11,Unknown,table_p4_ri5_ci9,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,Chr_ngg,0.06,Unknown,table_p4_ri5_ci10,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,BbF_ngg,0.03,Unknown,table_p4_ri5_ci11,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,BkF_ngg,0.05,Unknown,table_p4_ri5_ci12,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,BaP_ngg,0.06,Unknown,table_p4_ri5_ci13,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,BghiP_ngg,0.04,Unknown,table_p4_ri5_ci15,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,Ind_ngg,0.03,Unknown,table_p4_ri5_ci16,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_23-RA,Sum_PAH_ngg,0.8,Unknown,table_p4_ri5_ci17,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,Nap_ngg,0.02,Unknown,table_p4_ri6_ci1,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,Flu_ngg,0.11,Unknown,table_p4_ri6_ci4,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,Ant_ngg,0.44,Unknown,table_p4_ri6_ci6,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,Pyr_ngg,0.08,Unknown,table_p4_ri6_ci8,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,BaA_ngg,0.67,Unknown,table_p4_ri6_ci9,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,Chr_ngg,0.12,Unknown,table_p4_ri6_ci10,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,BbF_ngg,0.24,Unknown,table_p4_ri6_ci11,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,BkF_ngg,0.03,Unknown,table_p4_ri6_ci12,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,BaP_ngg,0.07,Unknown,table_p4_ri6_ci13,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,BghiP_ngg,0.12,Unknown,table_p4_ri6_ci15,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,Ind_ngg,0.1,Unknown,table_p4_ri6_ci16,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_30-MR,Sum_PAH_ngg,2.1,Unknown,table_p4_ri6_ci17,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_7-P,Nap_ngg,0.0,Unknown,table_p4_ri8_ci1,soil,other,,phase14_auto; confidence=high; flag=,,
70676_15320383.2012.697937,70676_15320383.2012.697937_7-P,Flu_ngg,0.01,Unknown,table_p4_ri8_ci4,soil,other,,phase14_auto; confidence=high; flag=,,
