paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
fenvs-10-990471,fenvs-10-990471_S1,pH,6.39,Unknown,table_p3_ri2_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S1,OC_pct,3.55,Unknown,table_p3_ri2_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S1,CEC_cmolkg,11.28,Unknown,table_p3_ri2_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S2,pH,7.62,Unknown,table_p3_ri3_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S2,OC_pct,3.84,Unknown,table_p3_ri3_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S2,CEC_cmolkg,23.57,Unknown,table_p3_ri3_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S3,pH,7.48,Unknown,table_p3_ri4_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S3,OC_pct,5.61,Unknown,table_p3_ri4_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S3,CEC_cmolkg,12.28,Unknown,table_p3_ri4_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S4,pH,7.24,Unknown,table_p3_ri5_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S4,OC_pct,4.47,Unknown,table_p3_ri5_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S4,CEC_cmolkg,14.57,Unknown,table_p3_ri5_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S5,pH,7.37,Unknown,table_p3_ri6_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S5,OC_pct,9.46,Unknown,table_p3_ri6_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S5,CEC_cmolkg,26.45,Unknown,table_p3_ri6_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_CAS,Ant_ngg,1305.0,Unknown,table_p5_ri13_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=range_mean,,
fenvs-10-990471,fenvs-10-990471_CAS,Ant_ngg,1250.5,Unknown,table_p5_ri14_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=range_mean,,
fenvs-10-990471,fenvs-10-990471_CAS,Ant_ngg,77.0,Unknown,table_p5_ri15_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=range_mean,,
fenvs-10-990471,fenvs-10-990471_CAS,Pyr_ngg,1210.0,Unknown,table_p5_ri21_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=range_mean,,
fenvs-10-990471,fenvs-10-990471_S1,Sum_PAH_ngg,207.64,Unknown,table_p5_ri1_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S1,Sum_PAH_ngg,444.04,Unknown,table_p5_ri1_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S2,Sum_PAH_ngg,136.67,Unknown,table_p5_ri2_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S2,Sum_PAH_ngg,230.92,Unknown,table_p5_ri2_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S3,Sum_PAH_ngg,196.04,Unknown,table_p5_ri3_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S3,Sum_PAH_ngg,279.48,Unknown,table_p5_ri3_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S4,Sum_PAH_ngg,121.43,Unknown,table_p5_ri4_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S4,Sum_PAH_ngg,249.21,Unknown,table_p5_ri4_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S5,Sum_PAH_ngg,224.66,Unknown,table_p5_ri5_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_S5,Sum_PAH_ngg,530.72,Unknown,table_p5_ri5_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_Total,Sum_PAH_ngg,886.43,Unknown,table_p5_ri6_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_Total,Sum_PAH_ngg,1734.35,Unknown,table_p5_ri6_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_TEF,Nap_ngg,0.001,Unknown,table_p8_ri1_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_Sites_(1-5)_(ng/g),Nap_ngg,49.97,Unknown,table_p8_ri1_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_$\bf_{_T_E_Q_}___{_B_a_P_}$,Nap_ngg,0.05,Unknown,table_p8_ri1_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_Percentage_(%),Nap_ngg,0.03,Unknown,table_p8_ri1_ci4,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_TEF,Acy_ngg,0.001,Unknown,table_p8_ri2_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_TEF,Ace_ngg,0.001,Unknown,table_p8_ri3_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_TEF,Flu_ngg,0.001,Unknown,table_p8_ri4_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_Sites_(1-5)_(ng/g),Flu_ngg,66.155,Unknown,table_p8_ri4_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_$\bf_{_T_E_Q_}___{_B_a_P_}$,Flu_ngg,0.066,Unknown,table_p8_ri4_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_Percentage_(%),Flu_ngg,0.03,Unknown,table_p8_ri4_ci4,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_TEF,Phe_ngg,0.001,Unknown,table_p8_ri5_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_Sites_(1-5)_(ng/g),Phe_ngg,74.673,Unknown,table_p8_ri5_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_$\bf_{_T_E_Q_}___{_B_a_P_}$,Phe_ngg,0.075,Unknown,table_p8_ri5_ci3,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_Percentage_(%),Phe_ngg,0.04,Unknown,table_p8_ri5_ci4,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_TEF,Ant_ngg,0.01,Unknown,table_p8_ri6_ci1,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
fenvs-10-990471,fenvs-10-990471_Sites_(1-5)_(ng/g),Ant_ngg,67.928,Unknown,table_p8_ri6_ci2,soil,,,phase14_batch2; matrix=score=208:high; conf=high; flag=,,
