paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,0.0,Unknown,table_p3_ri46_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,0.0,Unknown,table_p3_ri46_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,0.0,Unknown,table_p3_ri46_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,0.0,Unknown,table_p3_ri46_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,0.0,Unknown,table_p3_ri46_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,137.0,Unknown,table_p3_ri47_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col2,SumPCB_ngg,0.0,Unknown,table_p3_ri47_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,0.0,Unknown,table_p3_ri47_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,0.0,Unknown,table_p3_ri47_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,0.0,Unknown,table_p3_ri47_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,0.0,Unknown,table_p3_ri47_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,0.0,Unknown,table_p3_ri47_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,138.0,Unknown,table_p3_ri48_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col2,SumPCB_ngg,93.71,Unknown,table_p3_ri48_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,50.52,Unknown,table_p3_ri48_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,3.26,Unknown,table_p3_ri48_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,83.33,Unknown,table_p3_ri48_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,23.11,Unknown,table_p3_ri48_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,2.51,Unknown,table_p3_ri48_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,153.0,Unknown,table_p3_ri49_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col2,SumPCB_ngg,68.55,Unknown,table_p3_ri49_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,31.29,Unknown,table_p3_ri49_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,3.28,Unknown,table_p3_ri49_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,43.75,Unknown,table_p3_ri49_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,29.5,Unknown,table_p3_ri49_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,2.49,Unknown,table_p3_ri49_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,162.0,Unknown,table_p3_ri50_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col2,SumPCB_ngg,0.0,Unknown,table_p3_ri50_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,0.0,Unknown,table_p3_ri50_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,0.0,Unknown,table_p3_ri50_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,0.0,Unknown,table_p3_ri50_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,0.0,Unknown,table_p3_ri50_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,0.0,Unknown,table_p3_ri50_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,163.0,Unknown,table_p3_ri51_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col2,SumPCB_ngg,98.74,Unknown,table_p3_ri51_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,43.8,Unknown,table_p3_ri51_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,3.16,Unknown,table_p3_ri51_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,87.5,Unknown,table_p3_ri51_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,21.99,Unknown,table_p3_ri51_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,2.55,Unknown,table_p3_ri51_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,168.0,Unknown,table_p3_ri52_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col2,SumPCB_ngg,69.81,Unknown,table_p3_ri52_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,42.33,Unknown,table_p3_ri52_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,3.31,Unknown,table_p3_ri52_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,40.97,Unknown,table_p3_ri52_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,29.01,Unknown,table_p3_ri52_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,2.21,Unknown,table_p3_ri52_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,169.0,Unknown,table_p3_ri53_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col2,SumPCB_ngg,0.0,Unknown,table_p3_ri53_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,0.0,Unknown,table_p3_ri53_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,0.0,Unknown,table_p3_ri53_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,0.0,Unknown,table_p3_ri53_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,0.0,Unknown,table_p3_ri53_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,0.0,Unknown,table_p3_ri53_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,178.0,Unknown,table_p3_ri54_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col2,SumPCB_ngg,0.0,Unknown,table_p3_ri54_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,0.0,Unknown,table_p3_ri54_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,0.0,Unknown,table_p3_ri54_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,0.0,Unknown,table_p3_ri54_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col9,SumPCB_ngg,0.0,Unknown,table_p3_ri54_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,0.0,Unknown,table_p3_ri54_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,180.0,Unknown,table_p3_ri55_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col2,SumPCB_ngg,64.78,Unknown,table_p3_ri55_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,9.18,Unknown,table_p3_ri55_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col5,SumPCB_ngg,1.17,Unknown,table_p3_ri55_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col7,SumPCB_ngg,25.69,Unknown,table_p3_ri55_ci7,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,10.84,Unknown,table_p3_ri55_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,187.0,Unknown,table_p3_ri56_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col3,SumPCB_ngg,4.4,Unknown,table_p3_ri56_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col5,SumPCB_ngg,1.62,Unknown,table_p3_ri56_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,0.06,Unknown,table_p3_ri56_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,0.0,Unknown,table_p3_ri56_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col9,SumPCB_ngg,0.0,Unknown,table_p3_ri56_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,190.0,Unknown,table_p3_ri57_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col3,SumPCB_ngg,34.59,Unknown,table_p3_ri57_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col5,SumPCB_ngg,5.42,Unknown,table_p3_ri57_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col7,SumPCB_ngg,0.32,Unknown,table_p3_ri57_ci7,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col9,SumPCB_ngg,18.06,Unknown,table_p3_ri57_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,1.76,Unknown,table_p3_ri57_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,0.11,Unknown,table_p3_ri57_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,192.0,Unknown,table_p3_ri58_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col3,SumPCB_ngg,32.08,Unknown,table_p3_ri58_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col5,SumPCB_ngg,12.61,Unknown,table_p3_ri58_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col7,SumPCB_ngg,1.06,Unknown,table_p3_ri58_ci7,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col9,SumPCB_ngg,21.53,Unknown,table_p3_ri58_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,15.77,Unknown,table_p3_ri58_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,0.49,Unknown,table_p3_ri58_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,193.0,Unknown,table_p3_ri59_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col3,SumPCB_ngg,14.47,Unknown,table_p3_ri59_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col5,SumPCB_ngg,6.33,Unknown,table_p3_ri59_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col7,SumPCB_ngg,0.35,Unknown,table_p3_ri59_ci7,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col9,SumPCB_ngg,0.0,Unknown,table_p3_ri59_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,0.0,Unknown,table_p3_ri59_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,0.0,Unknown,table_p3_ri59_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,195.0,Unknown,table_p3_ri60_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col3,SumPCB_ngg,0.0,Unknown,table_p3_ri60_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col5,SumPCB_ngg,0.0,Unknown,table_p3_ri60_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col7,SumPCB_ngg,0.0,Unknown,table_p3_ri60_ci7,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col9,SumPCB_ngg,0.0,Unknown,table_p3_ri60_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,0.0,Unknown,table_p3_ri60_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col11,SumPCB_ngg,0.0,Unknown,table_p3_ri60_ci11,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,197.0,Unknown,table_p3_ri61_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col2,SumPCB_ngg,0.0,Unknown,table_p3_ri61_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,0.0,Unknown,table_p3_ri61_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,0.0,Unknown,table_p3_ri61_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,0.0,Unknown,table_p3_ri61_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col9,SumPCB_ngg,0.0,Unknown,table_p3_ri61_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,0.0,Unknown,table_p3_ri61_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,202.0,Unknown,table_p3_ri62_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col2,SumPCB_ngg,0.63,Unknown,table_p3_ri62_ci2,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col4,SumPCB_ngg,1.21,Unknown,table_p3_ri62_ci4,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col5,SumPCB_ngg,0.01,Unknown,table_p3_ri62_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col7,SumPCB_ngg,0.0,Unknown,table_p3_ri62_ci7,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,0.0,Unknown,table_p3_ri62_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,204.0,Unknown,table_p3_ri63_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col3,SumPCB_ngg,0.0,Unknown,table_p3_ri63_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col5,SumPCB_ngg,0.0,Unknown,table_p3_ri63_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,0.0,Unknown,table_p3_ri63_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,0.0,Unknown,table_p3_ri63_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col9,SumPCB_ngg,0.0,Unknown,table_p3_ri63_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,206.0,Unknown,table_p3_ri64_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col3,SumPCB_ngg,0.0,Unknown,table_p3_ri64_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col5,SumPCB_ngg,0.0,Unknown,table_p3_ri64_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,0.0,Unknown,table_p3_ri64_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,0.0,Unknown,table_p3_ri64_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col9,SumPCB_ngg,0.0,Unknown,table_p3_ri64_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,0.0,Unknown,table_p3_ri64_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col1,SumPCB_ngg,209.0,Unknown,table_p3_ri65_ci1,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col3,SumPCB_ngg,0.0,Unknown,table_p3_ri65_ci3,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col5,SumPCB_ngg,0.0,Unknown,table_p3_ri65_ci5,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col6,SumPCB_ngg,0.0,Unknown,table_p3_ri65_ci6,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col8,SumPCB_ngg,0.0,Unknown,table_p3_ri65_ci8,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col9,SumPCB_ngg,0.0,Unknown,table_p3_ri65_ci9,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
72272_es9038775,72272_es9038775_col10,SumPCB_ngg,0.0,Unknown,table_p3_ri65_ci10,soil,agricultural,,phase14_auto; confidence=medium; flag=,,
