paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W6,Phe_ngg,21.0,Unknown,table_p3_ri27_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W7,Phe_ngg,21.0,Unknown,table_p3_ri27_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W8,Phe_ngg,344.0,Unknown,table_p3_ri27_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W9,Phe_ngg,221.0,Unknown,table_p3_ri27_ci9,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W10,Phe_ngg,14.0,Unknown,table_p3_ri27_ci10,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W2,Phe_ngg,355.0,Unknown,table_p3_ri28_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W4,Phe_ngg,175.0,Unknown,table_p3_ri28_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W5,Phe_ngg,12258.0,Unknown,table_p3_ri28_ci5,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W7,Phe_ngg,16137.0,Unknown,table_p3_ri28_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W10,Phe_ngg,399.0,Unknown,table_p3_ri28_ci10,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W1,Ant_ngg,49.0,Unknown,table_p3_ri29_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W2,Ant_ngg,13.0,Unknown,table_p3_ri29_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W3,Ant_ngg,89.0,Unknown,table_p3_ri29_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W4,Ant_ngg,14.0,Unknown,table_p3_ri29_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W5,Ant_ngg,151.0,Unknown,table_p3_ri29_ci5,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W7,Ant_ngg,53.0,Unknown,table_p3_ri29_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W8,Ant_ngg,56.0,Unknown,table_p3_ri29_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W9,Ant_ngg,85.0,Unknown,table_p3_ri29_ci9,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W10,Ant_ngg,24.0,Unknown,table_p3_ri29_ci10,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W1,Chr_ngg,49.0,Unknown,table_p3_ri30_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W3,Chr_ngg,171.0,Unknown,table_p3_ri30_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W5,Chr_ngg,142.0,Unknown,table_p3_ri30_ci5,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W6,Chr_ngg,124.0,Unknown,table_p3_ri30_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W7,Chr_ngg,513.0,Unknown,table_p3_ri30_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W8,Chr_ngg,146.0,Unknown,table_p3_ri30_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W9,Chr_ngg,78.0,Unknown,table_p3_ri30_ci9,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W1,Pyr_ngg,389.0,Unknown,table_p3_ri31_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W2,Pyr_ngg,71.0,Unknown,table_p3_ri31_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W4,Pyr_ngg,33.0,Unknown,table_p3_ri31_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W6,Pyr_ngg,938.0,Unknown,table_p3_ri31_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W9,Pyr_ngg,667.0,Unknown,table_p3_ri31_ci9,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W10,Pyr_ngg,134.0,Unknown,table_p3_ri31_ci10,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W1,BaP_ngg,21.0,Unknown,table_p3_ri32_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W2,BaP_ngg,23.0,Unknown,table_p3_ri32_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W3,BaP_ngg,66.0,Unknown,table_p3_ri32_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W4,BaP_ngg,72.0,Unknown,table_p3_ri32_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W5,BaP_ngg,177.0,Unknown,table_p3_ri32_ci5,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W6,BaP_ngg,154.0,Unknown,table_p3_ri32_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W7,BaP_ngg,257.0,Unknown,table_p3_ri32_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W8,BaP_ngg,53.0,Unknown,table_p3_ri32_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W9,BaP_ngg,30.0,Unknown,table_p3_ri32_ci9,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W10,BaP_ngg,15.0,Unknown,table_p3_ri32_ci10,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W1,Flu_ngg,24.0,Unknown,table_p3_ri34_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W2,Flu_ngg,23.0,Unknown,table_p3_ri34_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W3,Flu_ngg,366.0,Unknown,table_p3_ri34_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W5,Flu_ngg,625.0,Unknown,table_p3_ri34_ci5,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W6,Flu_ngg,398.0,Unknown,table_p3_ri34_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W7,Flu_ngg,985.0,Unknown,table_p3_ri34_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W8,Flu_ngg,160.0,Unknown,table_p3_ri34_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W9,Flu_ngg,89.0,Unknown,table_p3_ri34_ci9,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W10,Flu_ngg,16.0,Unknown,table_p3_ri34_ci10,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W2,Sum_PAH_ngg,955.0,Unknown,table_p3_ri35_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W3,Sum_PAH_ngg,22743.0,Unknown,table_p3_ri35_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W4,Sum_PAH_ngg,382.0,Unknown,table_p3_ri35_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W5,Sum_PAH_ngg,27300.0,Unknown,table_p3_ri35_ci5,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W6,Sum_PAH_ngg,13637.0,Unknown,table_p3_ri35_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W7,Sum_PAH_ngg,34462.0,Unknown,table_p3_ri35_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_W8,Sum_PAH_ngg,10508.0,Unknown,table_p3_ri35_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Nap_ngg,43.0,Unknown,table_p4_ri1_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,Nap_ngg,42.0,Unknown,table_p4_ri1_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q3,Nap_ngg,31.0,Unknown,table_p4_ri1_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q4,Nap_ngg,28.0,Unknown,table_p4_ri1_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q5,Nap_ngg,25.0,Unknown,table_p4_ri1_ci5,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Nap_ngg,80.0,Unknown,table_p4_ri1_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q7,Nap_ngg,59.0,Unknown,table_p4_ri1_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q8,Nap_ngg,58.0,Unknown,table_p4_ri1_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Flu_ngg,35.0,Unknown,table_p4_ri4_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Phe_ngg,32.0,Unknown,table_p4_ri5_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,Phe_ngg,44.0,Unknown,table_p4_ri5_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q3,Phe_ngg,23.0,Unknown,table_p4_ri5_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q4,Phe_ngg,43.0,Unknown,table_p4_ri5_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Phe_ngg,126.0,Unknown,table_p4_ri5_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q7,Phe_ngg,66.0,Unknown,table_p4_ri5_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q8,Phe_ngg,35.0,Unknown,table_p4_ri5_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Ant_ngg,12.0,Unknown,table_p4_ri6_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q4,Pyr_ngg,19.0,Unknown,table_p4_ri8_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Pyr_ngg,51.0,Unknown,table_p4_ri8_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q7,Pyr_ngg,35.0,Unknown,table_p4_ri8_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q8,Pyr_ngg,19.0,Unknown,table_p4_ri8_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,BaA_ngg,138.0,Unknown,table_p4_ri9_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Chr_ngg,29.0,Unknown,table_p4_ri10_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,Chr_ngg,104.0,Unknown,table_p4_ri10_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q3,Chr_ngg,45.0,Unknown,table_p4_ri10_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Chr_ngg,14.0,Unknown,table_p4_ri10_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,BbF_ngg,88.0,Unknown,table_p4_ri11_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,BbF_ngg,124.0,Unknown,table_p4_ri11_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q3,BbF_ngg,25.0,Unknown,table_p4_ri11_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,BbF_ngg,38.0,Unknown,table_p4_ri11_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,BkF_ngg,59.0,Unknown,table_p4_ri12_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,BkF_ngg,155.0,Unknown,table_p4_ri12_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q3,BkF_ngg,62.0,Unknown,table_p4_ri12_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q4,BkF_ngg,20.0,Unknown,table_p4_ri12_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,BkF_ngg,28.0,Unknown,table_p4_ri12_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q7,BkF_ngg,266.0,Unknown,table_p4_ri12_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q8,BkF_ngg,144.0,Unknown,table_p4_ri12_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,BaP_ngg,34.0,Unknown,table_p4_ri13_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,BaP_ngg,135.0,Unknown,table_p4_ri13_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Sum_PAH_ngg,571.0,Unknown,table_p4_ri17_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,Sum_PAH_ngg,783.0,Unknown,table_p4_ri17_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q3,Sum_PAH_ngg,250.0,Unknown,table_p4_ri17_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q4,Sum_PAH_ngg,110.0,Unknown,table_p4_ri17_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q5,Sum_PAH_ngg,25.0,Unknown,table_p4_ri17_ci5,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Sum_PAH_ngg,430.0,Unknown,table_p4_ri17_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q7,Sum_PAH_ngg,454.0,Unknown,table_p4_ri17_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q8,Sum_PAH_ngg,256.0,Unknown,table_p4_ri17_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Nap_ngg,27.0,Unknown,table_p4_ri18_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,Nap_ngg,30.0,Unknown,table_p4_ri18_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q4,Nap_ngg,32.0,Unknown,table_p4_ri18_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Nap_ngg,101.0,Unknown,table_p4_ri18_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q7,Nap_ngg,38.0,Unknown,table_p4_ri18_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q8,Nap_ngg,19.0,Unknown,table_p4_ri18_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Nap_ngg,32.0,Unknown,table_p4_ri19_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,Nap_ngg,58.0,Unknown,table_p4_ri19_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q3,Nap_ngg,27.0,Unknown,table_p4_ri19_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q4,Nap_ngg,38.0,Unknown,table_p4_ri19_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Nap_ngg,181.0,Unknown,table_p4_ri19_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q7,Nap_ngg,70.0,Unknown,table_p4_ri19_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Nap_ngg,46.0,Unknown,table_p4_ri20_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Nap_ngg,98.0,Unknown,table_p4_ri20_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q7,Nap_ngg,34.0,Unknown,table_p4_ri20_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Nap_ngg,106.0,Unknown,table_p4_ri23_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,Nap_ngg,88.0,Unknown,table_p4_ri23_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q3,Nap_ngg,27.0,Unknown,table_p4_ri23_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q4,Nap_ngg,70.0,Unknown,table_p4_ri23_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Nap_ngg,379.0,Unknown,table_p4_ri23_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q7,Nap_ngg,142.0,Unknown,table_p4_ri23_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q8,Nap_ngg,19.0,Unknown,table_p4_ri23_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Phe_ngg,24.0,Unknown,table_p4_ri24_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q4,Phe_ngg,11.0,Unknown,table_p4_ri24_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Phe_ngg,63.0,Unknown,table_p4_ri24_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Phe_ngg,364.0,Unknown,table_p4_ri25_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,Phe_ngg,244.0,Unknown,table_p4_ri25_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q3,Phe_ngg,123.0,Unknown,table_p4_ri25_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q4,Phe_ngg,130.0,Unknown,table_p4_ri25_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q5,Phe_ngg,75.0,Unknown,table_p4_ri25_ci5,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Phe_ngg,159.0,Unknown,table_p4_ri25_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q7,Phe_ngg,85.0,Unknown,table_p4_ri25_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q8,Phe_ngg,53.0,Unknown,table_p4_ri25_ci8,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q1,Phe_ngg,711.0,Unknown,table_p4_ri26_ci1,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q2,Phe_ngg,306.0,Unknown,table_p4_ri26_ci2,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q3,Phe_ngg,87.0,Unknown,table_p4_ri26_ci3,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q4,Phe_ngg,48.0,Unknown,table_p4_ri26_ci4,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q5,Phe_ngg,29.0,Unknown,table_p4_ri26_ci5,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q6,Phe_ngg,53.0,Unknown,table_p4_ri26_ci6,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
geac_a_2140411_sm7192,geac_a_2140411_sm7192_Q7,Phe_ngg,57.0,Unknown,table_p4_ri26_ci7,soil,,,phase14_batch2; matrix=score=22:high; conf=high; flag=,,
