paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes
P02403,6,"p, p′-DDE_ngg",21.60,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,7,"p, p′-DDE_ngg",0.83,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,8,"p, p′-DDE_ngg",2.78,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,9,"p, p′-DDE_ngg",17.70,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,10,"p, p′-DDE_ngg",69.80,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,11–1,"p, p′-DDE_ngg",7.16,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,11–2,"p, p′-DDE_ngg",35.40,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,12,"p, p′-DDE_ngg",2.96,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,13,"p, p′-DDE_ngg",6.40,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,14–1,"p, p′-DDE_ngg",24.90,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,14–2,"p, p′-DDE_ngg",25.40,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,15,"p, p′-DDE_ngg",49.40,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,16,"p, p′-DDE_ngg",13.20,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,17,"p, p′-DDE_ngg",9.74,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,18,"p, p′-DDE_ngg",8.99,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,19,"p, p′-DDE_ngg",13.50,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,20,"p, p′-DDE_ngg",16.40,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,21,"p, p′-DDE_ngg",2.30,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,22,"p, p′-DDE_ngg",7.39,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,23–1,"p, p′-DDE_ngg",8.86,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,23–2,"p, p′-DDE_ngg",12.70,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,24,"p, p′-DDE_ngg",7.36,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,25,"p, p′-DDE_ngg",14.30,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDE; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,3,"o, p′-DDD_ngg",5.56,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,4–1,"o, p′-DDD_ngg",4.45,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,4–2,"o, p′-DDD_ngg",4.14,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,5,"o, p′-DDD_ngg",12.50,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,6,"o, p′-DDD_ngg",5.74,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,8,"o, p′-DDD_ngg",0.53,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,9,"o, p′-DDD_ngg",10.80,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,10,"o, p′-DDD_ngg",37.40,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,11–1,"o, p′-DDD_ngg",1.15,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,11–2,"o, p′-DDD_ngg",5.25,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,12,"o, p′-DDD_ngg",1.20,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,13,"o, p′-DDD_ngg",2.03,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,14–1,"o, p′-DDD_ngg",9.33,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,14–2,"o, p′-DDD_ngg",3.35,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,15,"o, p′-DDD_ngg",10.10,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,16,"o, p′-DDD_ngg",6.45,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,17,"o, p′-DDD_ngg",0.83,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,18,"o, p′-DDD_ngg",2.48,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,19,"o, p′-DDD_ngg",6.53,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,20,"o, p′-DDD_ngg",1.50,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,22,"o, p′-DDD_ngg",1.11,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,23–1,"o, p′-DDD_ngg",1.99,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,23–2,"o, p′-DDD_ngg",4.31,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,24,"o, p′-DDD_ngg",4.20,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,25,"o, p′-DDD_ngg",2.57,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,11–2,"p, p′-DDD_ngg",4.05,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,14–2,"p, p′-DDD_ngg",4.70,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDD; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,3,"o, p′-DDT_ngg",11.20,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,4–1,"o, p′-DDT_ngg",13.10,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,4–2,"o, p′-DDT_ngg",14.80,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,5,"o, p′-DDT_ngg",42.90,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,6,"o, p′-DDT_ngg",22.10,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,7,"o, p′-DDT_ngg",1.05,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,8,"o, p′-DDT_ngg",1.42,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,9,"o, p′-DDT_ngg",24.10,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,10,"o, p′-DDT_ngg",129.00,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,11–1,"o, p′-DDT_ngg",7.46,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,11–2,"o, p′-DDT_ngg",9.65,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,12,"o, p′-DDT_ngg",2.20,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,13,"o, p′-DDT_ngg",4.20,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,14–1,"o, p′-DDT_ngg",38.30,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,14–2,"o, p′-DDT_ngg",3.19,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,15,"o, p′-DDT_ngg",48.50,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,16,"o, p′-DDT_ngg",14.70,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,17,"o, p′-DDT_ngg",2.62,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,18,"o, p′-DDT_ngg",5.72,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,19,"o, p′-DDT_ngg",17.10,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,20,"o, p′-DDT_ngg",6.89,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,21,"o, p′-DDT_ngg",1.69,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,22,"o, p′-DDT_ngg",29.20,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,23–1,"o, p′-DDT_ngg",2.92,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,23–2,"o, p′-DDT_ngg",16.00,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,24,"o, p′-DDT_ngg",11.10,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,25,"o, p′-DDT_ngg",6.66,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=o, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,6,"p, p′-DDT_ngg",11.20,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,11–2,"p, p′-DDT_ngg",23.80,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,14–2,"p, p′-DDT_ngg",16.10,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,19,"p, p′-DDT_ngg",3.87,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,21,"p, p′-DDT_ngg",26.80,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,22,"p, p′-DDT_ngg",25.90,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,23–1,"p, p′-DDT_ngg",15.00,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,24,"p, p′-DDT_ngg",15.10,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,"SI CSV direct read; compound=p, p′-DDT; 27 sites x 37 compounds matrix; original unit ng/g"
P02403,3,HCB_ngg,2.35,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,4–1,HCB_ngg,3.13,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,4–2,HCB_ngg,5.55,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,5,HCB_ngg,4.07,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,6,HCB_ngg,2.41,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,7,HCB_ngg,0.95,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,8,HCB_ngg,1.43,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,9,HCB_ngg,3.02,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,10,HCB_ngg,3.13,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,11–1,HCB_ngg,3.39,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,11–2,HCB_ngg,3.11,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,12,HCB_ngg,4.66,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,13,HCB_ngg,6.63,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,14–1,HCB_ngg,2.54,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,14–2,HCB_ngg,4.83,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,15,HCB_ngg,11.90,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,16,HCB_ngg,2.25,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,17,HCB_ngg,2.33,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,18,HCB_ngg,2.15,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,19,HCB_ngg,1.89,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,20,HCB_ngg,3.15,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,21,HCB_ngg,1.89,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,22,HCB_ngg,0.77,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,23–1,HCB_ngg,3.37,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,23–2,HCB_ngg,8.28,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,24,HCB_ngg,2.08,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,25,HCB_ngg,4.16,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Hexachlorobenzene; 27 sites x 37 compounds matrix; original unit ng/g
P02403,4–1,Atrazine_ngg,7.56,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,5,Atrazine_ngg,7.67,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,6,Atrazine_ngg,47.00,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,8,Atrazine_ngg,2.57,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,9,Atrazine_ngg,2.83,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,10,Atrazine_ngg,2.43,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,11–2,Atrazine_ngg,61.40,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,14–1,Atrazine_ngg,6.04,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,14–2,Atrazine_ngg,36.80,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,18,Atrazine_ngg,2.83,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,19,Atrazine_ngg,5.98,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,21,Atrazine_ngg,73.30,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,22,Atrazine_ngg,4.07,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,23–1,Atrazine_ngg,55.20,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,23–2,Atrazine_ngg,11.50,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,24,Atrazine_ngg,88.60,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Atrazine; 27 sites x 37 compounds matrix; original unit ng/g
P02403,5,Heptachlor_ngg,1.50,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Heptachlor; 27 sites x 37 compounds matrix; original unit ng/g
P02403,6,Heptachlor_ngg,1.55,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Heptachlor; 27 sites x 37 compounds matrix; original unit ng/g
P02403,7,Heptachlor_ngg,2.10,ng/g,SI Table T0001 (supplementary CSV),soil,e_waste,Zhejiang,SI CSV direct read; compound=Heptachlor; 27 sites x 37 compounds matrix; original unit ng/g
