SoilpH,OC_pct,CEC_cmolkg,Sand_pct,Silt_pct,Clay_pct,SoilBD_gcm3,Elevation_m,MAP_mm,EC_mScm,TN_gkg,gee_ndvi,gee_precip_annual_mm,gee_temp_mean_c,gee_elevation_m,gee_slope_deg,gee_aspect_deg,gee_soil_pH,gee_soc_g_kg,gee_cec_cmol_kg,gee_clay_pct,gee_sand_pct,gee_silt_pct,gee_bulk_density_g_cm3,gee_nitrogen_g_kg,SoilpH__missing,OC_pct__missing,CEC_cmolkg__missing,Sand_pct__missing,Silt_pct__missing,Clay_pct__missing,SoilBD_gcm3__missing,Elevation_m__missing,MAP_mm__missing,EC_mScm__missing,TN_gkg__missing,gee_ndvi__missing,gee_precip_annual_mm__missing,gee_temp_mean_c__missing,gee_elevation_m__missing,gee_slope_deg__missing,gee_aspect_deg__missing,gee_soil_pH__missing,gee_soc_g_kg__missing,gee_cec_cmol_kg__missing,gee_clay_pct__missing,gee_sand_pct__missing,gee_silt_pct__missing,gee_bulk_density_g_cm3__missing,gee_nitrogen_g_kg__missing
7.9,2.373,19.26,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.3949521739130435,1477.0,17.399999618530273,13.0,0.1769339889287948,229.06138610839844,6.599999904632568,213.0,182.0,32.599998474121094,20.299999237060547,47.20000076293945,1.2699999809265137,1567.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09999999999998,2.743,21.79,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4812869565217391,1354.0,18.299999237060547,51.0,0.5327798128128052,209.4947204589844,6.199999809265137,130.0,174.0,33.79999923706055,28.700000762939453,37.5,1.2599999904632568,1378.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09999999999998,2.359,24.74,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6800260869565217,1723.0,19.100000381469727,411.0,10.393566131591797,198.42242431640625,5.300000190734863,380.0,187.0,25.200000762939453,43.20000076293945,31.600000381469727,1.1399999856948853,2819.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.79999999999999,1.549,21.68,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.460204347826087,856.0,14.600000381469728,380.0,1.8879337906837463,166.61608123779297,6.599999904632568,291.0,204.0,25.5,33.099998474121094,41.29999923706055,1.2400000095367432,2777.5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5.29999999999999,1.705,15.0,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5522695652173913,1548.0,19.100000381469727,244.0,5.950217247009277,82.1893310546875,5.800000190734863,274.0,179.0,30.700000762939453,40.79999923706055,28.5,1.2200000286102295,1948.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,0.86,16.32,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5431782608695652,1696.0,18.299999237060547,41.0,3.725709438323975,186.08273315429688,5.199999809265137,186.0,192.0,21.899999618530277,46.5,31.600000381469727,1.2899999618530271,1603.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29999999999999,2.187,8.96,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7170304347826087,1882.0,17.5,751.0,10.816651344299316,119.15484619140624,5.199999809265137,494.0,190.0,34.099998474121094,36.79999923706055,29.200000762939453,1.1299999952316284,3350.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,1.063,20.29,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7178173913043479,1596.0,19.799999237060547,236.0,5.686057567596436,203.86273193359372,5.400000095367432,359.0,177.0,35.0,33.0,32.099998474121094,1.2000000476837158,3099.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.181,10.79,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5590304347826087,1550.0,19.399999618530277,154.0,1.9870498180389404,134.41665649414062,5.5,201.0,158.0,30.5,33.900001525878906,35.599998474121094,1.25,1378.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,0.963,16.24,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7441086956521739,1672.0,19.700000762939453,293.0,6.262152194976807,282.78424072265625,5.900000095367432,373.0,204.0,25.0,42.20000076293945,32.70000076293945,1.2000000476837158,3238.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7,1.227,9.9,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5731391304347826,1556.0,19.700000762939453,207.0,7.45304012298584,315.3583984375,5.5,177.0,157.0,28.399999618530277,42.20000076293945,29.5,1.2599999904632568,1828.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29999999999999,0.623,12.24,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4344130434782609,1559.0,19.5,151.0,2.3828303813934326,234.3013458251953,6.0,160.0,206.0,27.600000381469727,36.20000076293945,36.20000076293945,1.2699999809265137,1829.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79999999999999,0.81,6.76,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5665347826086957,1555.0,19.600000381469727,179.0,1.1629024744033811,206.2156219482422,5.699999809265137,202.0,213.0,26.100000381469727,36.20000076293945,37.59999847412109,1.2200000286102295,1716.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6,1.366,8.5,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5159521739130435,1338.0,18.399999618530277,35.0,0.1311588734388351,90.0,6.199999809265137,174.0,187.0,29.799999237060547,28.899999618530277,41.29999923706055,1.25,1506.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.59999999999998,1.533,13.44,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5650521739130435,1572.0,18.399999618530277,343.0,9.791887283325195,337.85595703125,5.5,498.0,233.0,29.799999237060547,43.79999923706055,26.399999618530277,1.1299999952316284,3361.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0,0.835,14.87,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4461130434782609,1320.0,18.399999618530277,30.0,0.175053596496582,311.4746398925781,5.900000095367432,232.0,190.0,29.600000381469727,39.79999923706055,30.600000381469727,1.2000000476837158,1502.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.4,1.354,8.74,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5114173913043478,1464.0,17.200000762939453,30.0,4.906442165374756,224.99659729003903,5.900000095367432,478.0,188.0,35.29999923706055,21.299999237060547,43.400001525878906,1.2000000476837158,2492.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09999999999998,1.411,13.34,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7207869565217391,1771.0,19.299999237060547,399.0,3.254447221755981,304.70635986328125,5.5,437.0,207.0,27.399999618530277,45.70000076293945,26.899999618530277,1.149999976158142,3284.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79999999999999,2.487,13.83,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6776913043478261,1493.0,19.0,189.0,7.591057777404785,245.7983856201172,5.599999904632568,262.0,205.0,22.5,35.79999923706055,41.70000076293945,1.2200000286102295,2172.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.532,22.7,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5561,1519.0,19.5,149.0,5.13673210144043,230.9301300048828,5.599999904632568,154.0,150.0,30.799999237060547,41.0,28.299999237060547,1.25,1545.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79999999999999,1.058,14.86,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6837260869565217,1809.0,17.399999618530273,769.0,6.139094829559326,168.0297393798828,5.199999809265137,509.0,207.0,26.899999618530277,43.0,30.0,1.1399999856948853,3367.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29999999999999,0.942,10.75,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5132652173913043,1616.0,19.200000762939453,174.0,5.513653755187988,259.1254272460937,5.699999809265137,193.0,166.0,24.399999618530277,37.5,38.09999847412109,1.2699999809265137,1599.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,1.333,9.71,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5656260869565217,1601.0,19.200000762939453,299.0,8.160995483398438,171.0030517578125,5.5,251.0,179.0,32.79999923706055,34.70000076293945,32.5,1.25,2562.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.7,1.39,13.16,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7267521739130435,1866.0,18.0,698.0,18.205310821533203,244.09835815429688,5.400000095367432,521.0,184.0,32.900001525878906,36.5,30.5,1.1200000047683716,3771.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,1.281,13.65,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7425826086956522,1625.0,17.200000762939453,104.0,4.729330539703369,143.8169403076172,5.599999904632568,354.0,193.0,27.600000381469727,28.100000381469727,44.29999923706055,1.190000057220459,2140.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79999999999999,0.98,12.71,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7070782608695652,1886.0,17.5,763.0,10.58453369140625,269.3795471191406,5.199999809265137,511.0,185.0,32.0,35.900001525878906,32.20000076293945,1.1299999952316284,3843.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.59999999999998,1.652,10.05,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5232695652173913,1531.0,19.600000381469727,151.0,3.143575429916382,343.3211364746094,5.900000095367432,168.0,166.0,32.70000076293945,39.79999923706055,27.399999618530277,1.2699999809265137,1473.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0,1.209,15.87,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5481913043478261,1547.0,19.799999237060547,149.0,1.629043459892273,119.87069702148438,5.800000190734863,176.0,187.0,32.099998474121094,31.200000762939453,36.70000076293945,1.2599999904632568,1675.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,0.976,12.08,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6536826086956522,1809.0,17.299999237060547,714.0,13.432476997375488,145.26707458496094,5.300000190734863,404.0,218.0,26.899999618530277,43.400001525878906,29.700000762939453,1.1799999475479126,3025.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2.058,10.02,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4704913043478261,1773.0,18.5,52.0,0.6312555074691772,303.4327392578125,5.400000095367432,147.0,174.0,27.399999618530277,39.20000076293945,33.400001525878906,1.2799999713897705,1359.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,0.911,19.24,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5329304347826087,1592.0,19.399999618530277,202.0,3.759810447692871,97.07483673095705,5.400000095367432,205.0,186.0,42.59999847412109,27.899999618530277,29.5,1.2699999809265137,2128.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79999999999999,2.545,9.42,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5455260869565217,1528.0,19.600000381469727,172.0,4.505884170532227,325.25146484375,5.5,254.0,174.0,26.200000762939453,34.70000076293945,39.09999847412109,1.2400000095367432,2057.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.0,0.807,23.17,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4892173913043478,1404.0,18.399999618530277,39.0,0.1310702413320541,90.0,6.099999904632568,226.0,180.0,29.799999237060547,24.899999618530277,45.400001525878906,1.2200000286102295,1560.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,1.407,8.48,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6130782608695652,1631.0,17.899999618530273,601.0,19.1872673034668,73.7929458618164,5.199999809265137,506.0,198.0,22.0,48.400001525878906,29.600000381469727,1.1399999856948853,3116.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.59999999999998,1.535,13.79,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5780782608695652,1639.0,18.799999237060547,205.0,6.072919845581055,171.4925994873047,5.400000095367432,210.0,165.0,36.29999923706055,33.099998474121094,30.700000762939453,1.2599999904632568,1631.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.696,14.88,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6634913043478261,1549.0,19.700000762939453,151.0,3.624502658843994,217.0030059814453,5.400000095367432,269.0,160.0,27.5,37.59999847412109,35.0,1.2599999904632568,2004.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,0.939,16.24,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6378347826086957,1639.0,18.899999618530277,339.0,1.4302978515625,279.3277282714844,5.300000190734863,350.0,184.0,33.20000076293945,33.599998474121094,33.20000076293945,1.2100000381469729,2405.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.131,9.69,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6029913043478261,1566.0,19.700000762939453,155.0,3.620492935180664,292.5664978027344,5.800000190734863,338.0,191.0,32.70000076293945,37.59999847412109,29.600000381469727,1.25,1609.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09999999999998,1.115,11.4,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7262347826086957,1674.0,16.600000381469727,186.0,12.441262245178224,36.18486785888672,5.599999904632568,410.0,175.0,26.600000381469727,31.100000381469727,42.20000076293945,1.149999976158142,3164.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.2,1.233,11.25,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4392,1630.0,19.200000762939453,177.0,0.1736777126789093,228.1228790283203,5.5,155.0,139.0,27.100000381469727,39.20000076293945,33.79999923706055,1.2799999713897705,1230.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,0.885,12.29,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7016565217391304,1836.0,18.5,487.0,15.559535026550291,221.5386657714844,5.400000095367432,454.0,207.0,32.599998474121094,39.29999923706055,28.0,1.1299999952316284,3464.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0,1.189,9.19,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7539260869565217,1806.0,18.700000762939453,594.0,2.233171939849853,218.8912506103516,5.5,466.0,209.0,26.899999618530277,43.20000076293945,29.799999237060547,1.100000023841858,3570.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79999999999999,1.232,11.9,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6553565217391304,1482.0,19.0,218.0,6.506222724914551,330.3877868652344,5.599999904632568,291.0,202.0,25.700000762939453,39.20000076293945,35.20000076293945,1.1799999475479126,2033.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09999999999998,1.228,12.28,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5127695652173913,1483.0,19.600000381469727,123.0,1.310466170310974,100.18972778320312,5.699999809265137,221.0,153.0,28.799999237060547,38.0,33.20000076293945,1.2300000190734863,1878.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.79999999999999,1.374,12.25,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6539521739130435,1624.0,17.5,50.0,0.1330149173736572,90.0,5.699999809265137,281.0,186.0,29.799999237060547,27.5,42.70000076293945,1.2200000286102295,1781.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79999999999999,1.293,13.51,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6506260869565217,1713.0,18.5,253.0,5.701257228851318,201.19883728027344,5.599999904632568,254.0,177.0,26.700000762939453,41.29999923706055,32.0,1.2699999809265137,2439.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29999999999999,0.831,12.81,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.695095652173913,1812.0,18.899999618530277,457.0,3.343078374862671,220.35177612304688,5.400000095367432,413.0,183.0,24.399999618530277,44.79999923706055,30.799999237060547,1.1299999952316284,2990.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,1.444,8.7,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4860826086956522,1485.0,19.5,128.0,2.4973316192626958,68.21297454833984,6.099999904632568,179.0,169.0,23.200000762939453,32.0,44.70000076293945,1.2599999904632568,1564.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29999999999999,1.414,14.11,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5405782608695652,1680.0,19.100000381469727,246.0,1.2451821565628052,236.0437469482422,5.5,193.0,160.0,35.29999923706055,31.700000762939453,33.0,1.2699999809265137,2289.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,1.399,13.85,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7417217391304348,1663.0,16.0,712.0,1.0359556674957275,38.43609237670898,5.099999904632568,485.0,181.0,21.600000381469727,50.59999847412109,27.799999237060547,1.1299999952316284,3025.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29999999999999,1.996,13.73,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6137913043478261,1527.0,19.200000762939453,171.0,1.3373578786849976,105.07151794433594,5.400000095367432,182.0,170.0,29.899999618530277,41.400001525878906,28.700000762939453,1.25,1625.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09999999999998,2.996,18.73,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7101173913043478,1772.0,17.899999618530273,624.0,2.8480048179626465,260.6365051269531,5.300000190734863,346.0,196.0,26.100000381469727,43.400001525878906,30.5,1.1799999475479126,2611.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,2.166,26.72,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5177652173913043,1627.0,18.399999618530277,41.0,0.6366884708404541,24.43566131591797,5.199999809265137,130.0,140.0,24.299999237060547,39.20000076293945,36.59999847412109,1.2599999904632568,1037.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79999999999999,1.09,20.12,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.4540521739130435,1658.0,18.5,29.0,0.2877598106861114,246.24105834960935,5.099999904632568,155.0,141.0,27.299999237060547,39.0,33.70000076293945,1.2999999523162842,1298.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,1.059,11.03,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.3956521739130435,1485.0,19.700000762939453,123.0,2.67467737197876,321.2294311523437,6.099999904632568,200.0,149.0,31.899999618530277,31.700000762939453,36.400001525878906,1.2400000095367432,1874.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29999999999999,0.874,10.76,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.460204347826087,856.0,14.600000381469728,380.0,1.8879337906837463,166.61608123779297,6.599999904632568,291.0,204.0,25.5,33.099998474121094,41.29999923706055,1.2400000095367432,2777.5,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.29999999999999,1.292,9.1,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6928304347826088,1624.0,17.5,83.0,3.9039368629455566,128.51194763183594,5.699999809265137,324.0,190.0,31.100000381469727,28.0,40.900001525878906,1.2400000095367432,1908.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,1.546,12.8,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6271869565217391,1528.0,18.600000381469727,222.0,2.338142871856689,133.93182373046875,5.5,258.0,206.0,26.899999618530277,40.900001525878906,32.20000076293945,1.2300000190734863,1630.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.59999999999998,1.632,14.97,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6645260869565217,1616.0,18.700000762939453,327.0,10.554861068725586,202.6210784912109,5.400000095367432,374.0,181.0,29.399999618530277,38.70000076293945,31.899999618530277,1.1799999475479126,2658.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,0.856,15.71,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.594095652173913,1608.0,17.799999237060547,390.0,6.007096767425537,125.23097229003906,5.400000095367432,333.0,173.0,25.600000381469727,35.900001525878906,38.5,1.1699999570846558,2508.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,1.162,8.93,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5646130434782609,1611.0,19.600000381469727,181.0,7.603750705718994,121.02151489257812,5.800000190734863,242.0,186.0,35.0,32.099998474121094,32.900001525878906,1.2100000381469729,1790.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,0.793,11.67,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5907391304347827,1699.0,19.799999237060547,287.0,4.328649997711182,188.46612548828125,5.5,347.0,175.0,26.100000381469727,40.09999847412109,33.79999923706055,1.2000000476837158,2761.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29999999999999,0.979,8.35,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5523913043478261,1551.0,19.399999618530277,148.0,3.197383165359497,75.31202697753906,5.599999904632568,156.0,178.0,35.5,30.100000381469727,34.400001525878906,1.2699999809265137,1634.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.9,0.812,10.04,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6321739130434783,1636.0,19.299999237060547,346.0,4.426490783691406,353.3616027832031,5.400000095367432,246.0,168.0,33.29999923706055,34.70000076293945,32.0,1.2599999904632568,2196.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.4,1.256,8.52,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.5701173913043478,1558.0,19.600000381469727,151.0,2.81628942489624,299.5773620605469,5.599999904632568,168.0,156.0,25.100000381469727,39.09999847412109,35.79999923706055,1.25,1445.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29999999999999,0.487,12.48,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6968913043478261,1521.0,16.700000762939453,83.0,5.945703506469727,119.06021118164062,5.699999809265137,369.0,179.0,29.299999237060547,21.799999237060547,48.900001525878906,1.2000000476837158,2104.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79999999999999,1.023,5.45,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7195478260869566,1607.0,18.299999237060547,308.0,6.659070491790772,351.08319091796875,5.400000095367432,334.0,189.0,24.899999618530277,42.70000076293945,32.29999923706055,1.2000000476837158,2330.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.59999999999998,2.264,10.43,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7273608695652174,1672.0,17.0,590.0,12.111611366271973,181.79624938964844,5.300000190734863,488.0,213.0,27.299999237060547,47.400001525878906,25.299999237060547,1.159999966621399,3533.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29999999999999,1.714,20.91,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.6766521739130436,1675.0,18.700000762939453,479.0,11.568286895751951,37.73697662353516,5.199999809265137,370.0,173.0,28.5,36.59999847412109,34.900001525878906,1.2200000286102295,2815.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29999999999999,1.317,16.4,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.598895652173913,1588.0,19.700000762939453,205.0,4.338812351226807,309.79718017578125,5.400000095367432,295.0,166.0,35.70000076293945,32.70000076293945,31.600000381469727,1.2599999904632568,1923.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7,1.565,13.02,40.0,37.0,21.0,1.28,540.0,600.0,0.3915,1.14,0.7025739130434783,1566.0,17.899999618530273,284.0,7.265924453735352,178.98973083496094,5.5,341.0,195.0,25.200000762939453,37.20000076293945,37.59999847412109,1.1799999475479126,2139.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
