paper_id,sample_id,site_label,pollutant_std,value,unit,value_flag,confidence,evidence_location,source_caption,matrix,site_type,province,latitude,longitude,source_pool
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,Nap_ngg,2.0,Unknown,,high,table_p2_ri1_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_All,All,Nap_ngg,14.0,Unknown,,high,table_p2_ri1_ci2,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,Acy_ngg,2.0,Unknown,,high,table_p2_ri2_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,Ace_ngg,2.0,Unknown,,high,table_p2_ri3_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,Phe_ngg,3.0,Unknown,,high,table_p2_ri5_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,Ant_ngg,3.0,Unknown,,high,table_p2_ri6_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,Pyr_ngg,4.0,Unknown,,high,table_p2_ri8_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,BaA_ngg,4.0,Unknown,,high,table_p2_ri9_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,Chr_ngg,4.0,Unknown,,high,table_p2_ri10_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,BbF_ngg,4.0,Unknown,,high,table_p2_ri11_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,BkF_ngg,4.0,Unknown,,high,table_p2_ri12_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,BaP_ngg,5.0,Unknown,,high,table_p2_ri13_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,Ind_ngg,5.0,Unknown,,high,table_p2_ri14_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,DahA_ngg,5.0,Unknown,,high,table_p2_ri15_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,BghiP_ngg,6.0,Unknown,,high,table_p2_ri16_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
_dup_srep33245,_dup_srep33245_Ring_number,Ring number,Sum_PAH_ngg,4.0,Unknown,range_mean,high,table_p2_ri17_ci1,"Table 1. Results of the Mann-Whitney U tests. “↓↓” and “↑↑” indicate highly significant (p-value equals to 0.01) decreases and increases between 2004 and 2013, respectively; “↓” and “↑” indicate signi",,,,,,phase14
