SoilpH,pH,OC_pct,Cd_mgkg,Pb_mgkg,As_mgkg,Cr_mgkg,Hg_mgkg,Cu_mgkg,Zn_mgkg,Ni_mgkg,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,标签,pH__missing,Cd_mgkg__missing,Pb_mgkg__missing,As_mgkg__missing,Cr_mgkg__missing,Hg_mgkg__missing,Cu_mgkg__missing,Zn_mgkg__missing,Ni_mgkg__missing,Sum_PAH_ngg__missing,BaP_ngg__missing,SumOCP_ngg__missing,SumDDTs_ngg__missing,SumPCB_ngg__missing,SumHCHs_ngg__missing,SumPAE_ugkg__missing,SumPBDE_ngg__missing,SumPFAS_ngg__missing,TPH_ngg__missing,HMWPAH_ngg__missing,LMWPAH_ngg__missing
,8.0,,1.18,45.52887921721365,27.48015096052269,68.5726398805177,0.3475620556906646,36.16030862996753,128.00592127617247,33.40612208150559,205557.0059879392,2108.979745628104,77.2,20.0,361.92438566184467,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,1.19,45.52887921721365,27.48015096052269,68.5726398805177,0.3475620556906646,35.71567316681676,128.00592127617247,33.40612208150559,205557.0059879392,2108.979745628104,77.2,20.0,361.92438566184467,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,5.06,182.9083452705515,25.33534353247327,236.0668413021514,1.10237871153167,139.08356013555473,563.2128752649921,68.91787464259153,80295.03560946755,1284.7778338867615,77.2,20.0,232.16161827252213,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,5.11,182.9083452705515,26.355726303306607,229.7710913021514,1.10237871153167,139.08356013555473,563.2128752649921,70.08138853148043,80295.03560946755,1284.7778338867615,77.2,20.0,232.16161827252213,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.3,8.0,1.96,38.4077261904762,826.9215141346154,100.02093749999996,373.2455903432825,5.633614999999998,816.3258438375349,972.9469570118478,252.09,107332.22959724462,7979.79761904762,77.2,20.0,325232.13002745976,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.3,8.0,1.96,40.956392857142866,904.1078474679488,102.50443749999997,849.7423792321712,6.781814999999997,806.3384462184874,1354.2034986785147,239.79,107332.22959724462,8585.130952380952,77.2,20.0,325219.94252745976,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.7612940703339448,47.879612642073354,20.0,64.80587333320759,0.4205554624228586,38.47527327921511,127.8181394268574,30.710141458504552,2726828.7321820785,550.0,77.2,20.0,400223.2518696578,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.7612940703339448,47.879612642073354,20.0,64.80587333320759,0.4205554624228586,38.47527327921511,127.8181394268574,30.710141458504552,2726828.7321820785,550.0,77.2,20.0,400223.2518696578,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,30,197.6850000000001,329.7393284836379,92.13012500000002,2132.92,4.415579999999997,532.4793303446961,1823.98,278.96,26193.509644056077,38.13349672990596,77.2,20.0,9378.703975460308,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.83,8.0,,2.58,35.0,18.08627780185491,77.5,0.5432386546788948,41.5,136.7926781081128,38.5,2829272.412504512,94600.0,77.2,20.0,1141252.5,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.28,8.0,,1.24,38.4,17.453797171059303,75.5,0.5284866774061675,36.0,124.2620978705378,35.8,2572516.451393401,49200.0,77.2,20.0,1104962.5,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.25,8.0,,1.35,97.9,17.862248789737787,76.6,0.1711454584484998,61.8,147.042666955911,33.8,232212.73736845175,1801.2261563153322,77.2,20.0,21374.4675,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.95,8.0,,1.28,52.1,17.478723479494267,67.6,0.5555010484517886,25.3,117.44679036572089,33.0,2653917.465976734,69300.0,77.2,20.0,1104962.5,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.15,8.0,,0.8,29.7,16.11627261156766,64.2,0.5670427151184552,22.8,109.09696460776031,28.1,2898447.715976734,70500.0,77.2,20.0,1122537.5,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.01,18.0,4.4,61.41897423138479,0.0535484290728499,24.769759508827907,65.25701308749683,25.058185314057692,979.9308138217028,19.69752717544276,77.2,20.0,17913.4525,6.07,1880.0,1080.0,6.55,0.006225,376.91,317.8,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
,8.0,,4.34,332.5,637.2,249.72816658692184,17.428818544345248,378.8421732291608,945.4059662938482,73.60237304111452,1724156.60619845,108848.43333333332,77.2,20.0,3432690.0,6.07,1880.0,1080.0,13.17,0.006225,376.91,317.8,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
,8.0,,8.67,647.0,1270.0,314.93761409774436,19.64458333333334,770.0564780483244,1144.7534506520312,78.59237464208138,226781000.0,4620775.0,77.2,20.0,3432690.0,6.07,1880.0,1080.0,19.79,0.006225,376.91,317.8,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
8.09-8.90,8.0,1.558,2.3539767365473145,119.1335223068234,24.170282352553823,70.85883705487902,0.6248337165225941,46.59855389480053,193.2294675191448,35.12019503749708,103.28,24.03025350627939,77.2,20.0,96.33731523966068,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.09-8.90,8.0,2.003,2.3539767365473145,119.1335223068234,24.170282352553823,70.85883705487902,0.6248337165225941,46.59855389480053,193.2294675191448,35.12019503749708,140.46,24.03025350627939,77.2,20.0,96.33731523966068,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.4241076364341921,38.383,14.352,65.31850699851387,0.2425350474369736,32.02342971170894,113.66882008286623,31.839,233720.07652438353,2319.152302711437,77.2,20.0,6898.391250000002,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.3189109924343674,34.464,14.218,65.51767700162364,0.1427548904892596,29.24407259019864,96.40427414175016,27.957,639095.439570491,1944.2609824019132,77.2,20.0,30035.057500000003,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.1660977069166855,30.798,13.65,61.78479620660994,0.0790151726111764,28.99044444334549,93.62492313518467,27.547,647481.2164177132,2513.9530467590566,77.2,20.0,29797.557500000003,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.3189109924343674,34.197,14.361,65.89651528361006,0.2403440448755877,29.24407259019864,96.40427414175016,28.639,269365.8477327168,2319.152302711437,77.2,20.0,6867.883750000003,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.56,8.0,,0.076,30.6,14.1,51.4,0.07,17.1,76.3,21.5,292557.89455811365,2718.6751588423895,77.2,20.0,19840.542500000003,1.1,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5.15,8.0,,0.084,11.0,10.6,216.7,0.074,70.7,89.9,106.0,330786.4704109974,2709.309970490741,77.2,20.0,19909.115,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.82,8.0,,0.158,72.5,5.66,31.7,0.073,86.0,151.3,21.5,293194.4439966147,2567.2010270383603,77.2,20.0,24127.115,0.0,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3.33,8.0,,0.037,49.2,3.99,15.8,0.069,15.7,76.9,6.5,1060.1897142969417,31.170914117468826,77.2,20.0,23051.542500000003,0.0,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3.63,8.0,,0.015,35.3,4.01,15.7,0.054,5.7,40.4,5.8,1060.1897142969417,31.170914117468826,77.2,20.0,23051.542500000003,0.4,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7e-06,0.0006,0.00143,0.00044,0.00112,0.00062,0.00076,0.00069,1060.1897142969417,31.170914117468826,77.2,20.0,23051.542500000003,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.1399856644315059,1.5255109392708064,0.00119,18.1736112301247,0.2815740045852157,12.226659957624353,123.72515155442898,2.659915691139738,979.9308138217028,19.762823290677375,77.2,20.0,1898.031758522895,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,6.2562551098033925,200.84706443753865,21.183771653458784,44.007118655719296,0.1913314454323643,0.00062,315.58099341875356,0.00132,159082.96759473934,982.3688483012636,77.2,20.0,21220.41175,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,7e-06,28.12891643518616,12.09629159086929,62.37738548780302,0.0511820921972255,27.4028907050143,67.20313075657579,30.238116933387545,1003.47084091051,19.26476626039673,77.2,20.0,17913.4525,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.3,8.0,1,0.1433710379528238,10.792,5.259570382256916,38.271846209554695,0.1539895194577897,9.204,97.75233699846072,6.420590574760543,248720.4352409659,1548.0590431075452,77.2,20.0,20593.305,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,31.96,1431.0,985.8149999999998,153.6,443.37929999999994,787.7,1288.6190522727277,114.2,145180000.0,6270000.0,77.2,20.0,3582745.0,6.07,1880.0,44360000.0,12.3,0.006225,34030000.0,111150000.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
,8.0,,5.84,540.9,496.2200000000001,12.21,442.711675,683.8,962.7092774724828,26.85,5700000.0,40000.0,77.2,20.0,3565377.5,6.07,1880.0,71840000.0,12.3,0.006225,460000.0,5240000.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
,8.0,,11.322528939907407,226.02287228201195,35.376470316666655,651.229116666667,427.8317250000001,633.4128829359861,1140.5244662133414,79.03370819051995,6000.0,1000.0,77.2,20.0,155785.72106274593,6.07,1880.0,2000.0,12.3,0.006225,3000.0,3000.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
,8.0,,2.92,11.41,16.697913892903927,2.66,425.44741410951247,28.98,621.5507034388581,13.35,2530000.0,74472.975,77.2,20.0,1315642.5,6.07,1880.0,1390000.0,12.3,0.006225,200000.0,2330000.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
,8.0,,0.9,18.74,11.960573604863423,1.92,425.4152141095125,32.61,559.4771114934055,2.49,4380000.0,10000.0,77.2,20.0,813010.775,6.07,1880.0,920000.0,12.3,0.006225,100000.0,4280000.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
,8.0,,1.25,43.93692967200926,36.22,14.47,0.3550019196600285,19.96,131.0,13.51,272682.11871669744,2116.496913822548,77.2,20.0,1997.1552929899808,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,6.87,198.7306547974847,20.44,15.2,0.2775638304189348,12.08,465.0,7.34,130012.79165303454,954.0385343686452,77.2,20.0,1356.9256294747297,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.65,30.35436025247684,19.79,7.68,0.2747834505488049,3.13,68.57,6.56,1003.47084091051,22.221578854050076,77.2,20.0,2784.6560486809244,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,2.8,121.77705565091657,32.65,337.0,1.2233016538755577,92.27,1171.0,91.89,888.3604768952995,22.221578854050076,77.2,20.0,9182.157834105255,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,1.7945038694609938,70.39519597619288,22.79343229594995,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631954,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,1.7945038694609938,70.39519597619288,22.79343229594995,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631954,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,1.7945038694609938,70.39519597619288,22.79343229594995,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631954,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,1.7945038694609938,70.39519597619288,22.79343229594995,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631954,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,1.7945038694609938,70.39519597619288,22.79343229594995,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631954,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,1.7945038694609938,70.39519597619288,22.79343229594995,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631954,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.25,24.9,9.59,62.9,0.3,26.4,78.8,33.2,1003.47084091051,22.221578854050076,77.2,20.0,105.27740506650048,50.0,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,3.46,50.2,8.46,54.8,0.15,35.8,303.1,23.5,234024.5407310543,1368.899763682942,77.2,20.0,20402.895,10.0,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.39,43.9,14.4,56.9,0.25,35.9,98.6,29.4,1060.8204154686896,26.186796860524368,77.2,50.0,5441.035363636364,10.0,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,1.96,75.4,11.2,74.5,0.75,33.7,218.5,43.3,1164.3572858540997,63.038441701305416,77.2,10.0,102.03594765652213,20.0,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.43,38.6,18.3,66.4,0.16,47.7,119.5,25.2,293464.6671771612,2438.17104822731,77.2,0.0,20909.4675,0.0,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.41,39.5,13.6,64.5,0.72,32.1,94.5,40.6,2252720.240890092,89554.90833333334,77.2,0.0,1107885.0,0.0,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,2.3e-06,2.3e-06,2.3e-06,2.3e-06,0.2925999094248425,2.3e-06,2.3e-06,2.3e-06,81.0,27.16592205808906,77.2,20.0,133.7936409043587,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.4241076364341921,38.383,14.352,65.31850699851387,0.2425350474369736,32.02342971170894,113.66882008286623,31.839,233720.07652438353,2319.152302711437,77.2,20.0,6898.391250000002,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.3189109924343674,34.464,14.218,65.51767700162364,0.1427548904892596,29.24407259019864,96.40427414175016,27.957,639095.439570491,1944.2609824019132,77.2,20.0,30035.057500000003,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.1660977069166855,30.798,13.65,61.78479620660994,0.0790151726111764,28.99044444334549,93.62492313518467,27.547,647481.2164177132,2513.9530467590566,77.2,20.0,29797.557500000003,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,0.3189109924343674,34.197,14.361,65.89651528361006,0.2403440448755877,29.24407259019864,96.40427414175016,28.639,269365.8477327168,2319.152302711437,77.2,20.0,6867.883750000003,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,1.7945038694609938,70.39519597619288,22.79343229594995,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631954,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,8.0,,1.7945038694609938,70.39519597619288,22.79343229594995,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631954,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.28,8.28,0.307,0.9247618768736612,53.07941268257265,20.384972398097837,62.987918625157285,0.1507202577764059,35.45551400611115,124.95397036428172,30.68038742511721,1470.7086890841897,146.7266267163798,77.2,20.0,24798.305,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.39,8.39,0.569,0.9247618768736612,53.07941268257265,20.384972398097837,62.987918625157285,0.1507202577764059,35.45551400611115,124.95397036428172,30.68038742511721,1470.7086890841897,146.7266267163798,77.2,20.0,24798.305,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.01,8.01,0.311,0.9247618768736612,53.07941268257265,20.384972398097837,62.987918625157285,0.1507202577764059,35.45551400611115,124.95397036428172,30.68038742511721,1470.7086890841897,146.7266267163798,77.2,20.0,24798.305,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,8.0,0.227,0.9247618768736612,53.07941268257265,20.384972398097837,62.987918625157285,0.1507202577764059,35.45551400611115,124.95397036428172,30.68038742511721,1470.7086890841897,146.7266267163798,77.2,20.0,24798.305,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
