DOI,Source,Latitude,Longitude,Province,Pollution_Type,SoilpH,pH,OC_pct,Cd_mgkg,Pb_mgkg,As_mgkg,Cr_mgkg,Hg_mgkg,Cu_mgkg,Zn_mgkg,Ni_mgkg,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,标签,id_DOI,id_Source,split_source,is_synthetic,pH__missing,Cd_mgkg__missing,Pb_mgkg__missing,As_mgkg__missing,Cr_mgkg__missing,Hg_mgkg__missing,Cu_mgkg__missing,Zn_mgkg__missing,Ni_mgkg__missing,Sum_PAH_ngg__missing,BaP_ngg__missing,SumOCP_ngg__missing,SumDDTs_ngg__missing,SumPCB_ngg__missing,SumHCHs_ngg__missing,SumPAE_ugkg__missing,SumPBDE_ngg__missing,SumPFAS_ngg__missing,TPH_ngg__missing,HMWPAH_ngg__missing,LMWPAH_ngg__missing
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,8.0,6.948652744293213,3.856210067432573,141.8521766990737,26.998040943742275,148.27863835161963,1.7490465239137323,166.64499595715193,285.3579472530892,71.52824314554827,888.3604768952995,1.7251748869944437,77.2,20.0,79.64575864854905,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,23.177246666666665,112.52394166666669,,HM+OP,,8.0,3.222737669944763,7.193323045126459,139.99690472684227,32.28727575452345,135.11943835161966,4.649286461371961,192.1842970049069,477.67675799122645,69.44028315050859,888.3604768952995,0.8507005850329198,77.2,20.0,191.38241924615355,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,8.0,6.31030011177063,3.9709208206377014,156.15710695890888,27.259505774114125,120.58330444070216,1.2367146709725556,50.84190001247988,264.93882582509235,36.93181654434689,888.3604768952995,2.0467740354374904,77.2,20.0,79.64575864854905,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,8.0,37.28255653381348,1.6732628361421782,65.35157665801106,23.62560422818439,69.02844589166581,0.7336171073176435,42.743234965706954,130.5259086474742,32.14657524227372,967.5538446749651,3.293994922831331,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,8.0,32.6507625579834,3.856210067432573,141.8521766990737,26.998040943742275,148.27863835161963,1.7490465239137323,166.64499595715193,285.3579472530892,71.52824314554827,888.3604768952995,1.820342740213326,77.2,20.0,79.64575864854905,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,25.649413888888887,118.22413888888887,,HM+OP,,8.0,11.584070682525637,3.856210067432573,141.8521766990737,26.998040943742275,148.27863835161963,1.7490465239137323,166.64499595715193,285.3579472530892,71.52824314554827,888.3604768952995,1.6867896933127964,77.2,20.0,79.64575864854905,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,8.0,42.117393493652344,3.9676559007659074,160.13452447144022,28.395601945650924,129.48328094446154,1.7490465239137323,70.4851888625187,278.67315434988143,55.56054656148783,888.3604768952995,0.9369670340750188,77.2,20.0,79.64575864854905,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,8.0,39.30778694152832,1.6732628361421782,65.35157665801106,23.62560422818439,69.02844589166581,0.7371171073176435,42.743234965706954,130.5259086474742,32.14657524227372,967.5538446749651,5.01187764690814,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,27.895516666666666,108.71501944444444,,HM+OP,,8.0,24.700450897216797,0.959287722002897,51.30730903140685,21.392433867683774,68.31443671087484,0.7616665677080499,40.03315121948042,124.95397036428172,32.14657524227372,1003.47084091051,12.609474333053225,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1038/s41598-017-02999-0,SI_sheet:Sheet1,,,,HM+OP,,8.0,42.79267692565918,0.9592335342923708,48.6236532343054,21.392433867683774,68.31443671087484,0.7807507343747165,39.16755661254844,124.95397036428172,32.14657524227372,1003.47084091051,22.534553096400497,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,10.1038/s41598-017-02999-0,SI_sheet:Sheet1,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
