DOI,Source,Latitude,Longitude,Province,Pollution_Type,SoilpH,pH,OC_pct,Cd_mgkg,Pb_mgkg,As_mgkg,Cr_mgkg,Hg_mgkg,Cu_mgkg,Zn_mgkg,Ni_mgkg,Sum_PAH_ngg,BaP_ngg,SumOCP_ngg,SumDDTs_ngg,SumPCB_ngg,SumHCHs_ngg,SumPAE_ugkg,SumPBDE_ngg,SumPFAS_ngg,TPH_ngg,HMWPAH_ngg,LMWPAH_ngg,标签_生产,标签_生态,标签,id_DOI,id_Source,split_source,is_synthetic,pH__missing,Cd_mgkg__missing,Pb_mgkg__missing,As_mgkg__missing,Cr_mgkg__missing,Hg_mgkg__missing,Cu_mgkg__missing,Zn_mgkg__missing,Ni_mgkg__missing,Sum_PAH_ngg__missing,BaP_ngg__missing,SumOCP_ngg__missing,SumDDTs_ngg__missing,SumPCB_ngg__missing,SumHCHs_ngg__missing,SumPAE_ugkg__missing,SumPBDE_ngg__missing,SumPFAS_ngg__missing,TPH_ngg__missing,HMWPAH_ngg__missing,LMWPAH_ngg__missing
10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,,,Guangdong,HM+OP,5.98,5.98,,0.34,105.42,13.859100543885024,187.13444346902207,1.05,46.74,149.67,55.94199586946852,562154.7232659,9380.0,77.2,20.0,339168.0,6.07,1880.0,1080.0,12.3,0.006225,103460.0,41610.0,1,1,1,10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,real_model_ready,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,,,Guangdong,HM+OP,5.96,8.0,,0.34,105.42,11.347487945813842,51.65,1.05,46.74,149.67,15.17,989.3179059633794,9.38,77.2,20.0,92.00638822362613,6.07,1880.0,1080.0,12.3,0.006225,103.46,41.61,1,0,1,10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,real_model_ready,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,,,Beijing,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1089/ees.2020.0416,p7new_Shenwei_Zhao_等_-_2021_-_The_pollution_characteristics_and_full-scale_risk_assess,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1007/s11356-015-5249-1,"Temporal trends and risk assessment of polychlorinated biphenyls and heavy metals in a solid waste site in Taizhou, China",29.1053,121.5286,Zhejiang,HM+OP,,8.0,,1.1,132.46,23.450545324653415,408.28,1.45,300.3,59.46,36.24,206077.2785231467,1656.0830417121583,77.2,20.0,6902.9,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,1,1,10.1007/s11356-015-5249-1,"Temporal trends and risk assessment of polychlorinated biphenyls and heavy metals in a solid waste site in Taizhou, China",real_model_ready,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.21203/rs.3.rs-1769519/v1,"Combined Pollution of Heavy Metals and Polycyclic Aromatic Hydrocarbons in the soil in Shenfu Region, China - A Case of Three Different Cities",,,Liaoning,HM+OP,,8.0,,11.78312050331106,31.39,8.39,104.57,426.10859625,45.51,110.23,37.01,3906.68,113147.725,77.2,20.0,981898.0743825572,6.07,1880.0,1080.0,12.3,0.006225,2193.11,1713.56,1,1,1,10.21203/rs.3.rs-1769519/v1,"Combined Pollution of Heavy Metals and Polycyclic Aromatic Hydrocarbons in the soil in Shenfu Region, China - A Case of Three Different Cities",real_model_ready,False,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
10.1016/j.envpol.2021.117191,A novel method to analyze the spatial distribution and potential sources of pollutant combinations in the soil of Beijing urban parks,,,Beijing,HM+OP,8.4,8.0,,0.52,50.05,37.32952758599017,254.8,1.5681586376695418,52.8,178.6,53.984744306281186,3798.485,66.06626752234689,77.2,20.0,73.65627312384655,6.07,1880.0,1080.0,12.3,0.006225,376.91,95.46,1,1,1,10.1016/j.envpol.2021.117191,A novel method to analyze the spatial distribution and potential sources of pollutant combinations in the soil of Beijing urban parks,real_model_ready,False,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
10.1016/j.geoderma.2019.07.036,Delineation of soil contaminant plumes at a co-contaminated site using BP neural networks and geostatistics,,,Beijing,HM+OP,,8.0,,4.121615834603198,132.3012566290884,28.36,65.9955394075348,0.2894652614712158,48.093708198509866,406.1243596975057,33.396572700648626,888.3604768952998,15.36484436915706,77.2,20.0,821.3228789752691,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,10.1016/j.geoderma.2019.07.036,Delineation of soil contaminant plumes at a co-contaminated site using BP neural networks and geostatistics,real_model_ready,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,,,Guangdong,HM+OP,5.98,8.0,,0.34,105.42,18.22934448935931,68.36314471341487,1.05,46.74,149.67,37.99034018005854,145.07,9.38,77.2,20.0,92.00638822362613,6.07,1880.0,1080.0,12.3,0.006225,103.46,41.61,1,0,1,10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,real_model_ready,False,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
10.1016/j.envpol.2021.117191,p8_batch_09_10.1016_j.envpol.2021.117191,,,Beijing,HM+OP,8.4,8.0,,0.52,50.05,37.597855737984894,254.8,1.3511502437301475,52.8,178.6,52.60458209363751,472.37,65.22626752234689,77.2,20.0,73.65627312384655,6.07,1880.0,1080.0,12.3,0.006225,376.91,95.46,1,0,1,10.1016/j.envpol.2021.117191,p8_batch_09_10.1016_j.envpol.2021.117191,real_model_ready,False,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,,,Guangdong,HM+OP,5.98,8.0,,0.34,105.42,17.07,51.65,1.05,46.74,149.67,15.17,1049.2469218388896,63.03844170130543,77.2,20.0,88.76493081364774,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,1,0,1,10.1016/j.scitotenv.2025.178384,Identification of driving factors for heavy metals and polycyclic aromatic hydrocarbons pollution in agricultural soils using interpretable machine learning,real_model_ready,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://scholar.google.com/scholar?q=哈尔滨市典型物流工业区土壤及室外灰尘污染生态、健康风险评价,哈尔滨市典型物流工业区土壤及室外灰尘污染生态、健康风险评价,,,Heilongjiang,HM+OP,,8.0,,1.7945038694609932,70.39519597619287,22.793432295949955,68.59379748317774,0.7705278303568593,43.51440184206983,127.96522381631948,32.57490145460838,967.5538446749651,15.36484436915706,77.2,20.0,96.99923190632734,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,https://scholar.google.com/scholar?q=哈尔滨市典型物流工业区土壤及室外灰尘污染生态、健康风险评价,哈尔滨市典型物流工业区土壤及室外灰尘污染生态、健康风险评价,real_model_ready,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,8.0,,2.210672185526531,104.80242012590693,23.39,64.46945131659429,0.2902576125576294,44.12468036823083,131.5354939407599,32.20542044655026,967.5538446749651,19.762823290677368,77.2,20.0,983.7803789752692,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,8.0,,2.4059023616694715,87.59806164529913,22.97,65.01987361389159,0.29460586255762944,43.02539111429205,131.5354939407599,30.813175642178017,967.5538446749651,19.762823290677368,77.2,20.0,283.0913747634701,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,8.0,,0.8592853163052677,60.18472188888385,21.45,65.38832259056147,0.26780450541477235,35.45551400611116,124.95397036428167,30.68038742511721,1003.47084091051,19.762823290677368,77.2,20.0,5745.337335227274,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,8.0,,0.8592853163052677,60.18472188888385,21.42,65.38832259056147,0.26780450541477235,35.45551400611116,124.95397036428167,30.68038742511721,1003.47084091051,19.762823290677368,77.2,20.0,5745.337335227274,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,,,Zhejiang,HM+OP,,8.0,,2.4059023616694715,87.59806164529913,22.97,65.01987361389159,0.29460586255762944,43.02539111429205,131.5354939407599,30.813175642178017,967.5538446749651,19.762823290677368,77.2,20.0,283.0913747634701,6.07,1880.0,1080.0,12.3,0.006225,376.91,317.8,0,0,0,https://scholar.google.com/scholar?q=p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,p7new_多环芳烃和砷复合污染土壤的强化微生物修复机制研究_张蒙,real_model_ready,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
