sample_id,source_id,paper_id,province,city_or_region,latitude,longitude,matrix,x_measured_SumPFAS_ngg,audit_flag
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_103,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Guangdong,Chaozhou,23.90111111,116.9344444,soil,0.5476666666666666,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_104,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Guangdong,Zhaoqing,23.05166667,112.6638889,soil,0.985858974037513,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_105,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Guangdong,Guangzhou,23.20527778,113.7355556,soil,1.1657734366664243,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_106,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Zhejiang,Quzhou,29.37861111,118.5830556,soil,1.2879664410985487,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_107,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Zhejiang,Wenzhou,27.78194444,120.6013889,soil,2.380970341955643,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_108,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Zhejiang,Taizhou,28.88166667,121.0480556,soil,1.3759255005827047,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_109,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Zhejiang,Jiaxing,30.52222222,120.5408333,soil,3.3816407857004327,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_110,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Zhejiang,Shaoxing,30.01805556,120.7708333,soil,2.6539785886314298,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_111,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Zhejiang,Hangzhou,30.16611111,119.1397222,soil,0.8157299512323637,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_112,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Tianjin,Tianjin,39.785,117.2719444,soil,0.8539325462077784,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_113,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Tianjin,Tianjin,39.73944444,117.545,soil,0.7395891636649695,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_114,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Fujian,Ningde,26.98222222,120.1855556,soil,0.8335931019114063,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_115,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Fujian,Putian,24.675,117.7605556,soil,0.4154921035867665,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_116,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Fujian,Zhangzhou,25.39444444,119.0819444,soil,0.6943248196497762,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_117,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Fujian,Fuzhou,26.18222222,119.6027778,soil,0.6844535575452488,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_118,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Fujian,Xiamen,24.63194444,118.2211111,soil,0.8410094805029786,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_119,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Jiangsu,Huaian,33.12361111,118.7819444,soil,0.5502715278876458,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_120,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Jiangsu,Zhenjiang,32.17083333,119.4569444,soil,1.1649159012385508,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_121,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Jiangsu,Nanjing,32.08277778,118.4638889,soil,1.1629975205321545,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_122,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Jiangsu,Wuxi,31.64527778,120.2352778,soil,2.634849039515058,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_123,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Shanghai,Shanghai,30.87555556,121.0338889,soil,1.4478081354964207,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_124,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Beijing,Beijing,39.58611111,116.0527778,soil,0.5010690402930195,si_native_table_verified
PFAS_SURFACE_SOILS_CHINA_SI_TABLE2_125,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,PFAS_SURFACE_SOILS_CHINA_SI_TABLE2,Beijing,Beijing,39.67694444,116.265,soil,0.7432062455377617,si_native_table_verified
