ID,DOI,Source,Year,镉,铅,砷,铜,锌,镍,铬,汞,超标因子数,标签,标签_生产,标签_生态,id_DOI,id_Source,split_source,is_synthetic,镉__missing,铅__missing,砷__missing,铜__missing,锌__missing,镍__missing,铬__missing,汞__missing
2521,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,51.4,3560.0,68.3,771.6491708563485,2363.026292183296,84.55069368148048,27.6,0.218,3.0,1,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2522,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.29,13.72,1.63,31.645322275739062,84.04961703440192,31.508291478836117,67.89,0.03,0.0,0,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2523,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,17.7,1104.8,5.6,82.50100370633214,1403.8417986819652,38.6711987444277,72.58,0.26,2.0,1,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
2524,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,11.6,79.12,35.95458661683069,59.64069855131785,84.65162306656,46.986406918792355,109.08386705456606,0.133,1.0,1,1,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2525,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,3.33,290.93,37.8903601632712,74.11504771722676,143.50761578777008,51.82082942684745,110.49735299682591,0.062,2.0,1,1,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2526,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.14,285.5,96.45829836841742,3485.6202043390267,157.89598290646512,539.243680658671,301.9233193079359,0.05,1.0,1,1,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2527,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.347,39.6,12.655797085402693,32.45037973366827,164.4564488738863,31.710790904878404,74.08427201834431,0.421,1.0,1,1,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2528,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.119,28.0,11.597311040994889,32.45037973366827,153.4286111938461,30.99319340537382,59.8642171898925,0.191,0.0,0,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2529,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.0528,26.57,11.597311040994889,32.45037973366827,161.00088367405883,30.99319340537382,59.51938264041721,0.225,0.0,0,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2530,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.315,56.71859873576508,22.061,45.02017214664171,84.65162306656,11.631605958557333,8.559,0.1371373188824641,1.0,1,1,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2531,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.351,35.51901871627953,6.308,32.45037973366827,84.65162306656,17.56174404721973,11.868,0.1371373188824641,1.0,1,1,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2532,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.347,35.51901871627953,9.333,32.45037973366827,84.65162306656,17.56174404721973,13.163,0.1371373188824641,1.0,1,1,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2533,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.361,35.51901871627953,10.588,32.45037973366827,84.65162306656,17.762791473560764,11.162,0.1371373188824641,1.0,1,1,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2534,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.343,35.51901871627953,8.043,32.45037973366827,84.65162306656,9.168630480115107,4.775,0.1371373188824641,1.0,1,1,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
