paper_id,sample_id,site_label,pollutant_std,value,unit,value_flag,confidence,evidence_location,source_caption,matrix,site_type,province,latitude,longitude,source_pool
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_Pearson&#x27;s_r_coefficient,Pearson&#x27;s r coefficient,Fe_mgkg,0.536,Unknown,,high,table_p7_ri4_ci1,Correlations between the concentration of TCs in soil and the physicochemical properties of soil samples collected from eight sampling sites in the Pearl River Delta.,,,,,,phase14
1-s2.0-S0048969721010263,1-s2.0-S0048969721010263_Pearson&#x27;s_r_coefficient,Pearson&#x27;s r coefficient,Al_mgkg,0.536,Unknown,,high,table_p7_ri4_ci1,Correlations between the concentration of TCs in soil and the physicochemical properties of soil samples collected from eight sampling sites in the Pearl River Delta.,,,,,,phase14
