paper_id,sample_id,site_label,pollutant_std,value,unit,value_flag,confidence,evidence_location,source_caption
j.jhazmat.2021.125730,j.jhazmat.2021.125730_Aromatic,Aromatic,Nap_ngg,2.0,Unknown,,high,table_p4_ri1_ci1,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_Standard_deviation,Standard deviation,Nap_ngg,3.92,Unknown,,high,table_p4_ri1_ci3,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_Coefficient_variation,Coefficient variation,Nap_ngg,4.81,Unknown,,high,table_p4_ri1_ci4,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_Geometric_mean,Geometric mean,Nap_ngg,0.19,Unknown,,high,table_p4_ri1_ci5,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_90th,90th,Nap_ngg,0.15,Unknown,,high,table_p4_ri1_ci11,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_Aromatic,Aromatic,BaA_ngg,4.0,Unknown,,high,table_p4_ri9_ci1,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_Standard_deviation,Standard deviation,BaA_ngg,6.81,Unknown,,high,table_p4_ri9_ci3,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_Coefficient_variation,Coefficient variation,BaA_ngg,1.56,Unknown,,high,table_p4_ri9_ci4,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_Geometric_mean,Geometric mean,BaA_ngg,1.82,Unknown,,high,table_p4_ri9_ci5,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_10th,10th,BaA_ngg,0.15,Unknown,,high,table_p4_ri9_ci7,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_25th,25th,BaA_ngg,0.79,Unknown,,high,table_p4_ri9_ci8,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_50th,50th,BaA_ngg,2.54,Unknown,,high,table_p4_ri9_ci9,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_75th,75th,BaA_ngg,5.33,Unknown,,high,table_p4_ri9_ci10,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_90th,90th,BaA_ngg,9.13,Unknown,,high,table_p4_ri9_ci11,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_Aromatic,Aromatic,BaP_ngg,5.0,Unknown,,high,table_p4_ri13_ci1,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_Standard_deviation,Standard deviation,BaP_ngg,3.26,Unknown,,high,table_p4_ri13_ci3,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
j.jhazmat.2021.125730,j.jhazmat.2021.125730_Coefficient_variation,Coefficient variation,BaP_ngg,2.17,Unknown,,high,table_p4_ri13_ci4,"Table 1 Summary of the PAHs in soils of Jilin province (n = 1780, ng/g). ND: not detected; LMW: Low molecular weight PAHs (2–3 ring); HMW: high molecular weight PAHs (4–5 ring); Σ7PAHs: sum of the 7 c"
