ID,DOI,Source,Year,镉,铅,砷,铜,锌,镍,铬,汞,超标因子数,标签,id_DOI,id_Source,split_source,is_synthetic
2930,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.66,43.89,11.307,,,,48.37,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2931,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.41,37.27,4.6,,,,44.65,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2932,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.31,84.19,16.533,,,,67.83,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2933,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.52,69.23,10.008,,,,58.65,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2934,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.45,53.97,5.018,,,,47.81,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2935,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.27,53.42,8.497,,,,55.48,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2936,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.42,40.2,4.8,,,,71.0,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2937,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.25,34.68,4.49,,,,49.36,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2938,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.21,29.33,6.493,,,,47.9,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2939,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.26,23.92,5.372,,,,32.08,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2940,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.29,24.29,7.32,,,,32.0,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2941,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.35,45.61,8.884,,,,62.48,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2942,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.26,30.22,5.013,,,,44.7,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2943,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.31,49.73,9.563,,,,73.04,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2944,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.26,33.67,4.185,,,,51.9,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2945,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.33,35.85,6.715,,,,44.63,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2946,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.47,32.98,9.405,,,,35.38,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2947,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.32,35.34,9.125,,,,51.78,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2948,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.46,32.35,4.451,,,,43.4,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2949,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.27,35.96,4.816,,,,60.19,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2950,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.25,38.91,11.56,,,,54.09,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2951,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.29,40.27,5.174,,,,46.2,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2952,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.21,36.42,6.01,,,,18.07,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2953,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.12,51.32,6.22,,,,36.18,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2954,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.18,9.3,6.9,,,,46.8,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2955,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,36.6,,,,,32.0,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2956,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.02,43.0,,,,,43.8,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2957,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.05,36.6,,,,,45.0,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2958,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.37,70.2,6.68,,,,20.1,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2959,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.19,219.0,19.3,,,,47.6,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2960,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.11,44.8,2.87,,,,9.24,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2961,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.75,91.6,3.65,,,,12.5,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2962,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.38,65.9,7.61,,,,39.9,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2963,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.43,94.4,13.0,,,,50.5,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2964,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.32,341.0,6.39,,,,14.8,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2965,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.39,138.0,3.92,,,,5.5,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2966,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.23,1.55,1.31,,,,0.74,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2967,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.2,22.1,15.0,,,,70.0,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2968,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,,33.8,6.4,,,,82.46,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2969,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.18,16.3,11.3,,,,52.9,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2970,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.02,0.17,4.538,,,,0.04,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2971,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,,0.03,4.6242,,,,0.04,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2972,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.01,0.08,4.9181,,,,0.03,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2973,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,,8.6,6.6,,,,3.37,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2974,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.17,15.1,7.4,,,,38.6,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2975,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.16,26.0,14.8,,,,72.6,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2976,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.16,15.1,2.95,,,,12.7,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2977,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.16,11.7,4.08,,,,14.4,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2978,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.09,16.3,7.46,,,,23.9,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2979,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.2,16.9,10.3,,,,63.4,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2980,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.28,16.6,7.4,,,,35.8,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2981,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.18,27.8,15.0,,,,69.1,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2982,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.12,13.2,10.9,,,,27.4,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2983,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.19,24.1,15.0,,,,70.6,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2984,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.2,16.4,9.7,,,,19.0,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2985,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.2,9.35,12.3,,,,40.1,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2986,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.18,21.8,15.4,,,,79.8,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2987,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.2,13.0,6.3,,,,18.5,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2988,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.24,19.6,10.2,,,,68.0,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2989,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.12,16.6,5.7,,,,54.0,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2990,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.1,22.16,,,,,58.36,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2991,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.4,10.24,,,,,51.43,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2992,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.05,22.34,,,,,61.32,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2993,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.01,69.72,,,,,83.72,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2994,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.06,23.6,,,,,61.27,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2995,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.09,20.07,,,,,59.46,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2996,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,23.74,,,,,64.81,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2997,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.06,23.42,,,,,62.49,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2998,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.06,25.45,,,,,66.29,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
2999,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.08,25.64,,,,,62.14,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3000,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.04,23.63,,,,,64.69,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3001,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.08,22.38,,,,,61.25,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3002,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,24.03,,,,,61.28,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3003,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,25.56,,,,,63.77,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3004,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.1,24.26,,,,,61.72,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3005,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.08,25.55,,,,,65.72,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3006,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.04,23.21,,,,,61.58,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3007,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.08,23.52,,,,,64.02,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3008,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.06,24.12,,,,,53.18,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3009,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.09,21.91,,,,,57.16,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3010,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,24.13,,,,,59.69,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3011,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.08,24.11,,,,,61.21,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3012,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.11,21.73,,,,,61.49,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3013,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.06,19.25,,,,,59.55,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3014,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.04,22.14,,,,,62.76,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3015,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.08,21.99,,,,,60.1,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3016,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.08,24.57,,,,,70.46,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3017,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.06,26.51,,,,,61.31,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3018,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.09,24.19,,,,,62.38,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3019,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,19.27,,,,,59.72,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3020,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.21,22.16,11.28,,,,64.22,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3021,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,21.09,,,,,59.91,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3022,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.04,22.89,,,,,61.42,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3023,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.09,25.46,,,,,63.48,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3024,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,27.44,,,,,60.61,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3025,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.06,20.92,,,,,51.66,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3026,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.08,24.35,,,,,60.82,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3027,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,25.93,,,,,64.58,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3028,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.09,20.76,,,,,60.03,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3029,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.09,21.33,,,,,58.37,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3030,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,24.65,,,,,61.99,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3031,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.09,23.43,,,,,62.25,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3032,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,28.42,,,,,61.93,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3033,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.17,41.23,4.63,,,,12.82,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3034,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.86,110.41,,,,,56.83,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3035,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.49,109.3,,,,,37.71,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3036,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.29,35.0,15.07,,,,86.7,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3037,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.13,54.8,21.78,,,,60.3,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3038,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.17,63.9,19.09,,,,59.1,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3039,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.59,60.8,16.44,,,,68.1,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3040,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.12,20.0,8.08,,,,40.9,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3041,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.16,21.4,5.69,,,,23.4,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3042,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.16,15.4,5.06,,,,15.3,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3043,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.24,25.1,3.88,,,,13.2,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3044,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.05,13.4,7.57,,,,13.7,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3045,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.02,6.9,4.26,,,,12.1,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3046,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.03,11.5,4.0,,,,13.0,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3047,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.15,23.01,8.54,,,,33.81,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3048,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.1,31.0,27.7,,,,68.63,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3049,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.01,16.0,25.1,,,,2.61,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3050,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.04,30.6,22.9,,,,55.04,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3051,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.02,17.1,27.9,,,,5.43,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3052,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.18,15.3,7.7,,,,52.0,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3053,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,2.12,424.31,,,,,101.0,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3054,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.85,394.0,,,,,81.5,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3055,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.35,151.86,,,,,71.75,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3056,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.08,164.55,,,,,77.75,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3057,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.7,115.93,,,,,86.76,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3058,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.28,186.34,,,,,64.6,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3059,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.88,151.85,,,,,93.26,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3060,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.82,163.58,,,,,86.0,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3061,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.3,146.41,,,,,74.25,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3062,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.61,216.54,,,,,92.0,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3063,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,1.13,155.43,,,,,81.25,,2,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3064,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.13,30.18,10.479,,,,62.7,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3065,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.01,9.44,5.35,,,,16.01,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3066,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.02,40.32,9.91,,,,23.21,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3067,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.2,38.58,18.07,,,,75.74,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3068,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.35,23.9,9.1,,,,64.2,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3069,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.35,25.1,9.3,,,,64.4,,1,1,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3070,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.07,20.93,5.517,,,,33.77,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
3071,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,,0.09,19.27,1.96,,,,56.93,,0,0,10.1016/j.envpol.2018.03.088,Yang2018_industrial_S3,real_model_ready,False
