ID,DOI,Source,Year,镉,铅,砷,铜,锌,镍,铬,汞,超标因子数,标签,标签_生产,标签_生态,id_DOI,id_Source,split_source,is_synthetic
1044,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,17.85,7.31,54.61,71.1,41.91,66.47,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1045,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,15.27,8.16,47.22,144.47,26.99,69.24,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1046,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,47.87,9.03,23.6,119.94,41.76,49.1,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1047,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,38.27,6.45,45.45,53.2,31.48,42.69,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1048,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,20.58,7.79,41.58,21.16,44.77,44.54,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1049,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,13.62,6.67,56.57,101.11,43.93,53.65,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1050,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,37.83,11.34,74.2,259.33,31.27,44.5,,1,1,1,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1051,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,39.91,13.58,61.2,278.11,25.76,42.15,,1,1,1,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1052,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,35.02,17.69,60.67,209.79,32.38,46.18,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1053,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,16.21,9.12,27.78,218.06,34.12,50.38,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1054,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,17.61,14.57,33.64,178.27,38.65,23.06,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1055,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,45.87,9.1,25.89,115.06,27.84,17.13,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1056,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,99.82,13.93,56.41,175.11,30.26,30.04,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1057,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,40.37,10.96,23.53,59.79,28.85,44.8,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1058,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,8.58,10.95,43.74,46.42,32.2,55.29,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1059,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,12.65,11.02,81.97,60.57,53.6,68.76,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1060,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,77.88,9.56,57.42,210.82,67.66,48.65,,2,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1061,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,40.17,6.98,37.93,164.17,49.65,16.6,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1062,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,46.26,12.29,56.42,151.62,30.08,41.82,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1063,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,32.64,19.09,90.09,242.38,41.02,46.57,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1064,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,7.36,16.76,51.37,73.84,30.18,48.52,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1065,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,187.86,26.94,46.38,238.77,28.69,33.62,,2,1,1,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1066,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,78.32,22.51,108.24,170.47,42.78,63.31,,0,1,1,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1067,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,98.28,24.63,66.24,110.05,21.45,45.17,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1068,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,40.72,18.35,25.11,212.74,34.71,66.49,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1069,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,43.35,20.81,29.49,164.38,45.11,66.26,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1070,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,182.7,27.98,60.48,217.38,50.14,69.71,,2,1,1,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1071,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,36.38,10.33,66.46,159.18,29.8,15.59,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1072,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,16.04,14.25,49.71,209.56,33.82,46.04,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1073,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,34.29,13.19,36.6,212.32,47.24,45.13,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1074,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,37.99,16.16,52.79,247.89,43.25,39.55,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1075,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,30.81,13.29,47.79,254.53,26.58,51.47,,1,1,1,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1076,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,29.01,11.19,75.63,203.0,33.87,53.74,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1077,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,24.08,14.87,33.86,174.31,49.2,61.72,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1078,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,41.84,12.11,27.61,239.67,45.3,74.23,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1079,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,36.36,9.03,26.94,147.55,26.43,45.78,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1080,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,45.47,18.72,33.7,215.02,25.65,36.23,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1081,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,85.42,11.29,49.94,163.77,32.46,32.69,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1082,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,64.1,30.71,48.58,92.0,37.83,54.11,,1,1,1,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1083,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,36.03,27.32,53.76,55.12,42.04,54.4,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1084,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,45.99,14.24,51.25,140.72,45.53,72.64,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1085,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,24.4,9.92,56.38,249.29,55.51,152.65,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1086,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,17.35,8.17,44.56,203.94,40.46,138.5,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1087,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,25.42,8.91,26.5,165.82,28.56,105.72,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1088,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,95.03,16.28,28.27,61.61,27.7,36.12,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1089,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,70.36,11.66,23.13,121.44,24.17,30.21,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1090,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,76.64,9.73,50.51,220.43,41.83,44.02,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1091,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,83.39,6.89,60.61,178.84,40.24,41.26,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1092,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,60.7,12.53,36.13,124.83,20.62,25.47,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1093,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,36.97,11.19,44.34,85.32,38.88,43.97,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1094,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,121.8,28.49,65.28,176.8,66.55,53.79,,2,1,1,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1095,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,151.52,26.8,114.61,252.84,64.4,43.56,,3,1,1,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1096,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,228.86,30.46,94.4,225.18,51.89,56.52,,3,1,1,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1097,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,10.92,10.64,40.4,129.66,58.12,62.46,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1098,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,85.84,22.96,31.13,96.44,49.52,61.79,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1099,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,90.66,29.85,47.26,115.24,43.15,27.32,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1100,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,93.37,14.78,32.33,106.02,30.58,35.73,,1,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1101,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,19.16,9.76,25.72,61.66,31.73,62.22,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1102,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,15.5,10.39,27.04,51.7,30.98,59.31,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1103,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,,,58.49,20.05,46.95,140.09,29.38,59.24,,0,0,0,0,10.1038/s41598-025-05989-9,s41598-025_Shangzhou,real_model_ready,False
1104,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,12.55,11.28,30.25,90.3,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1105,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,9.93,14.12,30.2,68.79,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1106,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,17.72,9.18,27.5,96.8,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1107,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,16.63,8.83,26.6,66.15,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1108,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,12.3,7.67,20.26,84.56,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1109,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,18.33,13.0,28.56,70.9,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1110,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,13.57,7.92,17.76,99.96,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1111,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,18.53,12.4,24.02,88.79,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1112,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,12.0,6.5,15.23,76.5,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1113,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,16.7,11.31,22.26,61.37,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1114,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,19.23,15.23,30.0,49.2,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1115,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,16.09,13.17,31.23,60.76,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1116,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,21.64,11.66,37.06,58.54,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1117,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,18.48,9.5,43.14,71.48,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1118,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,16.22,15.9,28.0,63.11,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1119,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,19.04,13.94,38.23,77.11,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1120,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,13.78,12.77,30.11,65.88,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1121,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,23.41,12.38,29.98,77.76,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1122,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,14.88,13.02,20.11,72.04,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1123,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,13.38,9.11,31.23,78.9,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1124,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,12.94,9.24,28.2,57.89,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1125,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,15.42,13.17,23.18,64.86,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1126,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,15.21,8.87,32.46,73.81,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1127,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,15.66,9.5,28.19,57.3,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1128,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,17.47,9.56,24.91,73.68,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1129,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,19.19,13.94,39.51,63.9,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1130,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,18.66,10.26,39.2,80.67,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1131,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,16.59,12.38,23.0,69.25,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1132,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,18.18,9.02,32.26,89.99,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1133,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,12.5,9.11,21.49,79.08,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1134,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,17.59,17.81,23.52,64.23,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1135,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,21.14,17.05,34.57,72.05,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1136,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,18.23,14.22,25.23,71.23,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1137,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,16.28,15.99,40.39,69.46,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1138,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,19.08,16.67,27.96,77.16,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1139,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,23.75,13.13,38.72,63.43,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1140,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,20.09,17.67,34.28,79.58,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1141,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,21.75,15.07,45.34,81.62,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1142,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,15.29,13.79,20.4,90.78,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1143,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,20.27,11.24,49.1,80.4,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1144,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,17.4,12.79,38.1,77.83,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1145,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,17.86,9.24,23.67,54.29,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1146,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,17.33,14.22,33.54,82.94,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1147,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,12.02,9.19,31.42,78.81,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1148,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,12.6,10.65,39.3,81.24,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1149,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,8.93,12.52,38.72,72.68,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1150,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,11.85,9.81,37.34,68.62,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
1151,10.1371/journal.pone.0267829,pone.0267829_Tianshan,,,7.71,12.6,41.52,73.7,,,,0,0,0,0,10.1371/journal.pone.0267829,pone.0267829_Tianshan,real_model_ready,False
