site_id,Latitude,Longitude
2910,29.58,106.53
2912,31.83708,117.38063
2913,31.83673,117.30494
2914,31.87654,117.24273
2920,29.60869,106.57483
2921,29.60451,106.2264
2922,30.68044,107.79902
2923,28.8567,108.76149
2924,28.45662,109.00319
2925,29.32712,107.75899
2929,29.54479,106.45594
2931,29.03216,106.65212
2933,29.16895,107.09706
2934,29.52567,106.56179
2935,31.16816,108.3907
2937,29.36542,105.92427
2938,30.82206,108.40169
2940,29.85494,106.05336
2941,29.54598,106.45869
2942,29.40969,105.59489
2943,29.52687,106.56247
2944,29.51014,106.51087
2946,29.98111,106.27858
2947,29.70953,107.38545
2948,29.42885,105.74094
2949,29.48683,106.48214
2950,29.80967,106.39826
2951,29.40282,106.54024
2953,29.83099,106.41673
2958,24.51589,117.71565
2959,25.99014,117.38024
2961,24.97688,118.38686
2964,25.49566,118.2479
2965,25.44994,118.2957
2968,35.53223,105.72652
2970,36.10702,103.69779
2971,36.10655,103.69793
2972,36.09614,103.7044
2999,34.75233,106.13675
3010,34.62706,104.84174
3015,34.53912,105.9088
3020,36.06353,103.8357
3026,34.45038,105.94278
3033,23.42041,116.68263
3034,23.09426,113.65724
3035,23.10113,113.81285
3037,26.8328,106.88692
3052,35.36792,103.86302
3054,31.02563,114.10409
3063,30.85913,113.97937
3064,30.3942,114.89423
3065,29.993,109.48384
3070,46.0338,126.27838
3074,27.04445,111.28011
3075,28.24276,113.08405
3076,27.58742,110.0004
3081,19.32945,108.952
3087,44.44162,125.18289
3088,34.614,119.21792
3090,32.00924,120.89471
3091,31.40405,120.65026
3094,31.30202,120.63494
3095,31.18931,120.64318
3097,31.31493,120.58846
3098,31.41108,120.98397
3099,31.68611,120.75326
3100,32.41591,119.41155
3102,32.44489,119.39074
3106,32.46451,119.28053
3107,32.00458,120.89334
3110,28.33581,117.24291
3113,27.92299,115.4354
3116,42.38898,122.53835
3117,42.75105,123.35133
3118,41.69753,122.11812
3119,42.06765,121.75832
3120,42.78734,124.11722
3122,41.88234,123.35972
3124,42.50112,123.42118
3125,41.93842,123.39216
3127,41.85646,123.57798
3131,41.86164,123.51627
3132,41.76645,123.4519
3134,41.74066,123.45075
3135,41.71931,123.36993
3136,41.85639,123.68716
3137,41.81348,123.53
3138,41.68615,123.42185
3139,41.90611,123.23183
3143,34.5009,109.48679
3144,34.38226,107.15874
3146,32.99484,107.76723
3150,33.16055,106.67409
3151,33.16285,107.33052
3152,31.02602,103.6723
3153,31.74364,104.70261
3154,31.75423,104.74038
3159,32.43909,105.84345
3161,30.86517,106.1874
3164,30.88617,106.16728
3165,30.8458,106.15873
3167,28.94939,106.92626
3170,30.77547,106.10509
3171,30.57911,106.07161
3173,30.85862,106.11358
3177,29.60481,105.03641
3179,30.19855,103.87141
