site_id,gee_ndvi,gee_precip_annual_mm,gee_temp_mean_c,gee_elevation_m,gee_slope_deg,gee_aspect_deg,gee_soil_pH,gee_soc_g_kg,gee_cec_cmol_kg,gee_clay_pct,gee_sand_pct,gee_silt_pct,gee_bulk_density_g_cm3,gee_nitrogen_g_kg
13,0.039860869565217394,281,-3.5,4536,0.48446643352508545,196.8223876953125,,,,,,,,
16,0.11840434782608696,315,-3.0,4465,3.1229634284973145,141.15341186523438,7.900000095367432,254.0,182.0,17.100000381469727,46.20000076293945,36.70000076293945,1.2200000286102295,2971.0
24,0.1808782608695652,406,-1.0,4059,0.7089235782623291,80.588134765625,7.699999809265137,369.0,241.0,16.700000762939453,46.0,37.20000076293945,1.1299999952316284,3205.0
25,0.1808782608695652,406,-1.0,4059,0.7089235782623291,80.588134765625,7.699999809265137,369.0,241.0,16.700000762939453,46.0,37.20000076293945,1.1299999952316284,3205.0
27,0.15619130434782608,805,7.800000190734863,3280,0.13110512495040894,90.0,,,,,,,,
28,0.14122608695652175,807,7.699999809265137,3283,0.28668078780174255,246.14610290527344,,,,,,,,
33,0.2818304347826087,970,13.300000190734863,2415,4.412233829498291,268.4972839355469,,,,,,,,
34,0.30063478260869564,974,13.5,2379,0.6984955072402954,326.08428955078125,7.199999809265137,345.0,217.0,20.899999618530273,31.600000381469727,47.5,1.2300000190734863,3458.0
38,0.3122086956521739,908,17.0,1860,1.159205436706543,180.0,,,,,,,,
42,0.29409565217391304,1008,12.399999618530273,2558,3.027555465698242,305.0206298828125,,,,,,,,
47,0.4597347826086957,843,20.600000381469727,1127,20.509557723999023,5.553966522216797,,,,,,,,
49,0.3625826086956522,822,21.299999237060547,1066,11.606502532958984,101.36380767822266,,,,,,,,
51,0.3884956521739131,823,21.200000762939453,1063,12.465718269348145,20.992591857910156,,,,,,,,
52,0.3884956521739131,823,21.200000762939453,1063,12.465718269348145,20.992591857910156,,,,,,,,
54,0.3558782608695652,923,18.700000762939453,1411,13.20116901397705,46.361515045166016,,,,,,,,
55,0.4599782608695652,838,20.299999237060547,1131,9.506759643554688,260.2608642578125,,,,,,,,
56,0.4142913043478261,842,20.5,1091,6.413826942443848,188.09983825683594,,,,,,,,
58,0.4354739130434783,843,20.399999618530273,1186,8.17535400390625,262.7174072265625,,,,,,,,
